dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,16,0,1,M1,encoding,0,205,124.55909911624285,109.88985189408393,123.1051330375447,0.0019342518252302428
B1,16,0,1,M1,encoding,1,205,305.2439665277731,99.29441206086386,838.4185749030182,0.004654993471255978
B1,16,0,1,M1,encoding,2,205,627.9987955631091,556.3416032078823,269.8080872441158,0.009156566544627504
B1,16,0,1,M1,maintenance,0,362,572.6208653093606,516.762736042622,2158.463791855832,0.008892107937099865
B1,16,0,1,M1,maintenance,1,362,1942.469789783152,2938.9480707766306,6785.835092224329,0.02962281054203843
B1,16,0,1,M1,maintenance,2,362,474.0115237770082,1343.7863854812615,854.6074124853741,0.006911347746284476
B1,17,0,-1,M1,encoding,0,205,12679.78584830261,11310.459714220711,10952.81933423456,0.1969017044489019
B1,17,0,-1,M1,encoding,1,205,7133.796080903844,8999.235134903685,5128.052191413205,0.108790927334701
B1,17,0,-1,M1,encoding,2,205,19967.971327704978,29553.52408087031,20796.935026987478,0.2911439631972525
B1,17,0,-1,M1,maintenance,0,362,46961.36832779174,49225.59873564765,38163.751093119055,0.729253126008646
B1,17,0,-1,M1,maintenance,1,362,124823.81857981494,125976.22114374167,116103.96495111857,1.903572631282168
B1,17,0,-1,M1,maintenance,2,362,71910.8958921596,66029.31731468657,77590.6702084269,1.0485002649247446
B1,2,0,-1,M2,encoding,0,205,884.4581792202022,1028.0596442798471,1150.1446171810605,0.013734563429203582
B1,2,0,-1,M2,encoding,1,205,1873.6925534855745,2427.5414767490415,861.3043737150209,0.02857395251028722
B1,2,0,-1,M2,encoding,2,205,504.28556574028124,275.2097722087127,1454.514898301205,0.007352759866451031
B1,2,0,-1,M2,maintenance,0,363,1058.8494362277888,971.5772713016715,3267.8692362465126,0.016442648262543023
B1,2,0,-1,M2,maintenance,1,363,22178.008008405563,21111.310490446205,13120.17498387342,0.33821629190235725
B1,2,0,-1,M2,maintenance,2,363,1190.2509870941904,1776.3728806535803,1435.7558328932482,0.01735451157730971
B1,3,0,1,M2,encoding,0,205,27533.21327949131,27073.834143808774,26492.947717736857,0.42755742790503914
B1,3,0,1,M2,encoding,1,205,55413.985758134884,58172.96910128798,45341.12129430885,0.8450674549104298
B1,3,0,1,M2,encoding,2,205,123227.88190931441,130412.34894993603,111778.51956338949,1.7967300396561794
B1,3,0,1,M2,maintenance,0,362,137602.9159029298,138451.38069961197,117859.47665975617,2.136806488892933
B1,3,0,1,M2,maintenance,1,362,169825.47649224408,166856.30089315234,142390.90765913122,2.5898513026052012
B1,3,0,1,M2,maintenance,2,362,493972.5996380019,484578.61190955836,529445.2697527512,7.202391169798779
B1,4,0,-1,M2,encoding,0,205,66902.49404571133,65704.85582198881,64780.75935849698,1.0389146368151414
B1,4,0,-1,M2,encoding,1,205,35716.38240251297,37830.415592298974,27552.3255268929,0.544677520711789
B1,4,0,-1,M2,encoding,2,205,45216.666401507886,51251.20817148876,39640.09870766429,0.6592837721295006
B1,4,0,-1,M2,maintenance,0,362,283382.7915016379,285328.6145673192,255191.16092851805,4.400591250177133
B1,4,0,-1,M2,maintenance,1,362,47763.138811044395,46513.579505836446,34273.31392968702,0.7283914629378102
B1,4,0,-1,M2,maintenance,2,362,83515.36372094814,78740.82239533214,97220.33980925562,1.2176997644142515
B1,5,0,1,M2,encoding,0,205,27275.14023212296,27761.7681547819,28386.409421524346,0.42354986630209995
B1,5,0,1,M2,encoding,1,205,34505.73538889737,32711.2184616875,44315.727069018765,0.5262150626049769
B1,5,0,1,M2,encoding,2,205,48188.866154972566,44203.480253441034,57039.79526879068,0.7026200731205272
B1,5,0,1,M2,maintenance,0,362,25277.819097947144,25356.678799456855,25819.481508708017,0.3925338901368811
B1,5,0,1,M2,maintenance,1,362,223654.98464208067,219099.36526688567,195995.98857759126,3.410755354694337
B1,5,0,1,M2,maintenance,2,362,164075.71580800606,157552.65497803275,176895.21755556593,2.392313840038921
B1,7,0,1,M2,encoding,0,205,10699.641157060087,10990.683343075365,11368.45274325536,0.16615245762204867
B1,7,0,1,M2,encoding,1,205,6653.063143194247,5730.354568523071,10944.564104464565,0.10145971384042125
B1,7,0,1,M2,encoding,2,205,5554.921242008791,4136.608465767525,8424.877271858772,0.0809937954690025
B1,7,0,1,M2,maintenance,0,362,52767.35809685245,52248.72402775717,66265.89003405103,0.8194131094041053
B1,7,0,1,M2,maintenance,1,362,12952.350920658455,13874.098804777897,21707.61591574986,0.19752432671784062
B1,7,0,1,M2,maintenance,2,362,10217.247664614379,11524.1090515989,5775.4353707174205,0.148973069383188
B1,8,0,-1,M2,encoding,0,205,314.8426488079987,404.3892687378161,469.2132132722871,0.004889124700146314
B1,8,0,-1,M2,encoding,1,205,732.8232693603651,483.8386946713542,2595.6241034958607,0.01117561003174351
B1,8,0,-1,M2,encoding,2,205,8122.060946215852,5832.370946073686,10922.748283460109,0.11842409899347021
B1,8,0,-1,M2,maintenance,0,362,1635.6723855622206,1493.0253373302037,4537.382663321704,0.0254000094710051
B1,8,0,-1,M2,maintenance,1,362,800.1502016575071,979.9225804539432,3832.707101284795,0.012202350818295215
B1,8,0,-1,M2,maintenance,2,362,3267.1436031849353,3850.76799868295,1307.4139916826593,0.04763674393131957
B1,9,0,-1,M2,encoding,0,205,279.4789844379739,237.8174624912947,195.24384048423659,0.004339969858469796
B1,9,0,-1,M2,encoding,1,205,534.367717173673,562.1584043512469,1950.823142402535,0.008149147919249967
B1,9,0,-1,M2,encoding,2,205,511.2520618609614,178.07045134721875,884.0296394052865,0.007454335197108633
B1,9,0,-1,M2,maintenance,0,363,99.99514138860384,118.22292973843048,558.6368297739149,0.0015528033368687173
B1,9,0,-1,M2,maintenance,1,363,224.8116809707094,138.55100990051568,625.6327354397044,0.0034283950607931733
B1,9,0,-1,M2,maintenance,2,363,262.71764351429675,90.92085247425307,1129.6030337871514,0.0038305671958006847
B1,10,0,-1,M2,encoding,0,205,141.83441993085458,117.53840318104422,104.19762000126944,0.0022025166172380665
B1,10,0,-1,M2,encoding,1,205,247.12662781075127,169.7900200033769,1317.4297210796024,0.0037686996801880607
B1,10,0,-1,M2,encoding,2,205,220.78039669828038,230.88321897973842,505.9010076317719,0.0032190991581510274
B1,10,0,-1,M2,maintenance,0,363,3196.2730078950767,3412.5579671713913,1562.8912442227943,0.04963424545713504
