dataset,origin,held_block,family,seed,level,method,n,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
A1,semisynthetic,1,direction_step,20260928,0.0,V7,12,6.177472142359287,0.11443835546667185,1.1894816912400343,0.3554725847051882,12.5,5,0.13204116448026806
A1,semisynthetic,1,direction_step,20260928,0.0,shrink,12,0.0,0.0,0.0,0.0,0.0,5,0.0
A1,semisynthetic,1,direction_step,20260928,0.0,gated,12,0.0,0.0,0.0,0.0,0.0,5,0.0
A1,semisynthetic,1,direction_step,20260928,0.5,uncorrected,12,10.712574259633719,0.19845162435955208,27.566749249891355,5.725437397430987,57.6171875,4,0.5598545272784423
A1,semisynthetic,1,direction_step,20260928,0.5,V7,12,11.752412018768057,0.21771473398841001,25.706363492203703,5.415634947182139,57.6171875,4,0.556146586131582
A1,semisynthetic,1,direction_step,20260928,0.5,shrink,12,10.712574259633719,0.19845162435955208,27.566749249891355,5.725437397430987,57.6171875,4,0.5598545272784423
A1,semisynthetic,1,direction_step,20260928,0.5,gated,12,10.712574259633719,0.19845162435955208,27.566749249891355,5.725437397430987,57.6171875,4,0.5598545272784423
A1,semisynthetic,1,direction_step,20260928,1.0,uncorrected,12,21.425148519267438,0.39690324871910415,55.13349849978271,12.46827144455934,58.59375,4,1.138556440148526
A1,semisynthetic,1,direction_step,20260928,1.0,V7,12,20.09350408825327,0.37223438818201515,48.07290787813969,11.140920571345298,58.59375,4,1.023899146166608
A1,semisynthetic,1,direction_step,20260928,1.0,shrink,12,21.425148519267438,0.39690324871910415,55.13349849978271,12.46827144455934,58.59375,4,1.138556440148526
