dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
B2,2,M3,maintenance,116717.07422999511,115263.91056399867,-0.012607273680772746,363
B2,2,M2_no_feedback,maintenance,94767.16183872803,115263.91056399867,0.17782451267684607,363
B2,2,M2_no_direct_memory,maintenance,91286.06369087734,115263.91056399867,0.20802562359540944,363
B2,2,M0,retrieval,50601.10751509274,50628.16212120484,0.0005343785944140755,328
B2,2,M1,retrieval,39573.55206115443,50628.16212120484,0.21834902941144607,328
B2,2,M2,retrieval,36101.08451990669,50628.16212120484,0.2869366967443937,328
B2,2,M3,retrieval,36169.26417407639,50628.16212120484,0.28559002225902574,328
B2,2,M2_no_feedback,retrieval,36101.08451990669,50628.16212120484,0.2869366967443937,328
B2,2,M2_no_direct_memory,retrieval,43782.56101412703,50628.16212120484,0.13521330461669345,328
B2,3,M0,encoding,66702.8615236815,77720.80297588043,0.14176309341037308,205
B2,3,M1,encoding,42204.244736257744,77720.80297588043,0.4569762133137605,205
B2,3,M2,encoding,42100.63127927694,77720.80297588043,0.4583093629083801,205
B2,3,M3,encoding,96525.58079456452,77720.80297588043,-0.24195295337491407,205
B2,3,M2_no_feedback,encoding,39472.95889042558,77720.80297588043,0.49211848849946316,205
B2,3,M2_no_direct_memory,encoding,43638.34470749258,77720.80297588043,0.43852426845055714,205
B2,3,M0,maintenance,109756.92509117916,90740.13007130794,-0.209574253474476,363
B2,3,M1,maintenance,122466.31088551795,90740.13007130794,-0.34963781503595004,363
B2,3,M2,maintenance,118909.7854641881,90740.13007130794,-0.31044318947684,363
B2,3,M3,maintenance,201663.0397351284,90740.13007130794,-1.2224239658533875,363
B2,3,M2_no_feedback,maintenance,118705.10650654834,90740.13007130794,-0.3081875286410123,363
B2,3,M2_no_direct_memory,maintenance,121379.1642656543,90740.13007130794,-0.33765693492249493,363
B2,3,M0,retrieval,10501.760690661662,10400.80885174029,-0.00970615270027575,318
B2,3,M1,retrieval,15451.347128709598,10400.80885174029,-0.4855909140301371,318
B2,3,M2,retrieval,29770.150618727494,10400.80885174029,-1.8622918700929953,318
B2,3,M3,retrieval,53929.26135860926,10400.80885174029,-4.185102632627046,318
B2,3,M2_no_feedback,retrieval,21656.97662268489,10400.80885174029,-1.082239653799732,318
B2,3,M2_no_direct_memory,retrieval,13964.640646675325,10400.80885174029,-0.3426494848368187,318
B2,4,M0,encoding,14366.119073520871,12986.857245274614,-0.10620443439063099,205
B2,4,M1,encoding,30615.556497169215,12986.857245274614,-1.3574261208044742,205
B2,4,M2,encoding,31578.587490445818,12986.857245274614,-1.4315803965532905,205
B2,4,M3,encoding,22919.754923903143,12986.857245274614,-0.7648422933302592,205
B2,4,M2_no_feedback,encoding,31580.95075242806,12986.857245274614,-1.431762369908168,205
B2,4,M2_no_direct_memory,encoding,27579.433710748683,12986.857245274614,-1.1236418626826525,205
B2,4,M0,maintenance,113434.15291943563,117203.06029278987,0.0321570730656604,363
B2,4,M1,maintenance,87698.63497781355,117203.06029278987,0.251737669999999,363
B2,4,M2,maintenance,97829.5839195666,117203.06029278987,0.165298383206254,363
B2,4,M3,maintenance,86257.03768790847,117203.06029278987,0.26403766699925624,363
B2,4,M2_no_feedback,maintenance,97656.3457017674,117203.06029278987,0.16677648640054288,363
B2,4,M2_no_direct_memory,maintenance,91178.05767943541,117203.06029278987,0.22205053817144627,363
B2,4,M0,retrieval,79364.39404663703,79179.19856235688,-0.002338941131543537,305
B2,4,M1,retrieval,66937.39983545488,79179.19856235688,0.15460877287436892,305
B2,4,M2,retrieval,53621.43287272948,79179.19856235688,0.3227838391102128,305
B2,4,M3,retrieval,43744.27213873402,79179.19856235688,0.4475282279564423,305
B2,4,M2_no_feedback,retrieval,53658.507662100186,79179.19856235688,0.32231560010244475,305
B2,4,M2_no_direct_memory,retrieval,71523.22276059011,79179.19856235688,0.0966917566832578,305
