dataset,trial_id,block,prefix_end_s,cognitive_0,cognitive_1,cognitive_2,cognitive_3,cognitive_4,cognitive_5,cognitive_6,cognitive_7,cognitive_8,ordinary_0,ordinary_1,ordinary_2,ordinary_3,ordinary_4,ordinary_5,ordinary_6,ordinary_7,ordinary_8
A2,94,4,2.8203125,-0.07027263516001271,-0.020134223211998998,-0.04909320121620052,-0.02120800756516251,-0.014261023161680715,-0.06460277031443815,-0.002271167447106766,-0.010128257886558452,-0.0659528067169246,-75.74546286656445,-327.33964177168014,-175.39895669201726,75.40113753410336,326.127612250268,169.5380234706274,248.64469397140428,382.9567228465806,426.29364800917534
A2,95,4,2.81640625,0.004417221415859511,-0.0006530600206576307,0.0715310480136643,-0.012809612738616248,-0.013839058070602228,0.011416267858744167,-0.0013207210086791997,-0.009773292458969808,0.011648514364819505,99.25501665269421,162.56659939082022,135.09114936128879,161.3259586867182,428.2653685196037,276.62092385319886,173.48475935606515,304.1523438579824,273.99872887141413
A2,96,4,2.8203125,0.010229646094825719,0.009217577304502492,0.04088388572202254,0.014508569751905856,0.012558856392944661,0.2458723551098618,0.0015537240461350225,0.008919369589818819,0.25101047268822213,32.218455587827435,-0.9714005837625176,46.00407786001525,-125.41152624401778,-294.90717629571844,-193.47516815966458,-168.5564501231739,-99.59107353564835,-246.9128169765615
A2,97,4,2.81640625,-0.0035142451340445698,-0.004479791621670117,0.01627734352022095,-0.0019638763014713113,-0.005935332999731154,0.05272406150053452,-0.00020248330240158011,-0.004191596346500686,0.05379665187955418,51.972529815093324,53.73000573428719,74.23046369918474,67.89837980066629,70.07442090051698,102.16870326811913,105.90652188135864,94.52947201603666,148.317198473634
A2,98,4,2.81640625,-0.016132785601348964,-0.004120272124085939,0.027744238623833153,-0.013283440816323391,-0.011772035123902638,-0.04490449684129468,-0.0013695745306005428,-0.00831353850213006,-0.04581801013894159,34.95507457286527,13.623656496500082,1.7722254492706686,99.53404875187888,323.1726797305745,183.745287177796,117.08597065054488,267.5968482016416,193.95261894869552
A2,99,4,2.81640625,0.013690104441729002,0.006316837068354723,-0.061041735406611286,0.028913831321829318,0.027598294057348986,0.14115980199094533,0.0029811287231991525,0.019490213699159844,0.14403148222973486,-138.5341010379993,-212.39010160700693,-189.10894912622913,-343.51273937812596,-482.1583761825455,-471.68912972317963,-302.40031925995663,-498.55602064526425,-476.3834329619927
B2,2,0,2.81640625,0.037757254452184495,0.0037749121927699403,0.2108635323704264,0.018880797105912783,0.004034987169947009,0.19149800827713773,-0.01450611784106747,-0.001118322029609938,-0.05477025822426277,105.94903881168287,535.6511307792181,667.4920438161497,-356.2915959261468,458.8357092446382,649.271699746744,-764.0981529712155,150.22905235433336,324.59062633519756
B2,3,0,2.8203125,-0.0027041668650296022,-0.0032132859052957895,-0.03776027642835834,0.0074170056545019335,0.010582342017551406,-0.0012137797882931381,-0.005692965423015669,-0.00291471238287764,0.0003468797734143256,67.06457430374074,111.15484103556874,117.5439066003559,171.59656856618733,302.9977700470271,330.5294983145126,260.7823902892522,414.64349459095996,468.9821438526092
B2,4,0,2.8203125,-0.0050685356975227235,0.0033482982728687,0.05818739718856108,0.022808133445176022,0.006248364393495277,-0.055123856047396634,-0.006535786497927945,-0.004826042694664874,0.01583701674158663,-62.851644640636344,-103.3070247772538,-97.74250523233003,-307.182643368903,-386.87076138090634,-411.72601484620964,115.15417559032208,380.51060643808614,299.86255165117655
B2,5,0,2.8203125,0.009044381635443445,0.0018482259810069133,0.06107064876429828,0.020994957690111362,-0.002646160711201953,0.14356422805048197,-0.016114800736997302,0.0007288365259063192,-0.04102846939524646,-126.7548056063607,-128.52458865454815,-186.56230874605924,-291.8927183238073,-188.9029171642598,-347.0843799420899,-235.44327327713495,-59.00582075393333,-245.09008273679913
B2,6,0,2.81640625,-0.011851186663498704,0.006000131162860483,0.06293263221724706,-0.011652538452608344,0.017330765902719543,0.10867924438675075,0.003229574197778665,-0.013315228750701041,-0.031083301242828945,303.30179984210207,390.3984435855043,494.92614169938497,297.3788968202122,118.32099290507861,369.1517634708531,34.28341128041166,-175.6070711153014,-12.832567785186265
B2,7,0,2.8203125,0.05319800255939471,0.007389244093933816,0.21721006885370933,0.01776236876590272,0.010639271430418202,0.22900575303079712,-0.004892319309406698,-0.00816623408432828,-0.06544635566358194,-3.384441175930285,343.80666306775584,595.9969527410818,-637.5964944789202,180.92231671040247,474.51062111202356,-1016.2515181858979,-6.84127233961514,228.10532980334236
B2,8,0,2.81640625,-0.00016080734134120092,0.004207242491343213,0.030755109883605993,0.0051799669034854525,0.015843239022183157,0.0688598983252579,-0.0014356603520239292,-0.012172361736148,-0.01969458819181395,51.29709093689819,191.22554448776657,113.96980786558387,-43.739740573311714,131.78327532758672,50.3156968691162,-55.637566181669584,161.94974382595203,83.40844940694195
B2,9,0,2.81640625,-0.005867809178458003,0.003767099901966222,0.004148516832141774,0.01004267013226198,0.010658286953486222,0.04662966374630097,-0.0027833890845213823,-0.008188762670552942,-0.013336528913655122,-23.95935274582257,-98.60489571954759,-40.97413449511834,-145.17741227198638,-271.84524313337255,-200.78309344678166,18.035948896340464,87.96880478013453,53.41938412161796
