dataset,fold,seed,level,stage,n,candidate,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,2,2027,0.0,V4,18,中位数基线,92.19023594467815,0.9525250012971298,10.82002720868515,1.3716842264139892,0.0,2,1.022594642282912
VisualCogA_Task-1,2,2027,0.5,预处理,18,中位数基线,19.69651597229973,0.20350771109125004,10.154769694324845,1.1885981437939666,0.0,2,0.26824889973697746
VisualCogA_Task-1,2,2027,0.5,V3,18,中位数基线,93.01663385569415,0.9610634833087696,14.105053075788621,3.2676739890121094,1.953125,2,1.0676935284490938
VisualCogA_Task-1,2,2027,0.5,V4,18,中位数基线,92.79437410960234,0.9587670582832231,14.265941440504834,3.1417772095620187,1.953125,2,1.064927479556547
VisualCogA_Task-1,2,2027,1.0,预处理,18,中位数基线,38.88532426833768,0.4017697012009418,20.741907167761187,2.458473267294467,66.40625,2,0.534325494152705
VisualCogA_Task-1,2,2027,1.0,V3,18,中位数基线,92.85231618411083,0.9593657255285208,16.01965977245435,5.835452294875431,82.03125,2,1.102417506363834
VisualCogA_Task-1,2,2027,1.0,V4,18,中位数基线,92.61711780921758,0.9569356164171317,16.007091019834352,5.753008391698326,82.03125,2,1.099070641766709
VisualCogA_Task-1,2,2027,2.0,预处理,18,中位数基线,77.40054375299746,0.7997154176171564,41.81387317172799,6.658059110789288,89.84375,2,1.0845215827458154
VisualCogA_Task-1,2,2027,2.0,V3,18,中位数基线,91.97572331975576,0.9503086208286486,16.54473430673703,4.099943341807815,19.53125,2,1.078141410816715
VisualCogA_Task-1,2,2027,2.0,V4,18,中位数基线,91.76762224192927,0.9481584855415933,16.32061478349662,3.986822049505866,19.53125,2,1.073664667060971
VisualCogA_Task-1,2,2039,0.0,预处理,18,中位数基线,9.233673180100474e-15,9.5403862108894e-17,7.077414176530199e-15,7.401486830834377e-17,0.0,2,1.3273111212739164e-16
VisualCogA_Task-1,2,2039,0.0,V3,18,中位数基线,92.45922968912193,0.9553042898427083,10.72785672570089,1.4882036842452893,0.0,2,1.0261016689812605
VisualCogA_Task-1,2,2039,0.0,V4,18,中位数基线,92.19023594467815,0.9525250012971298,10.82002720868515,1.3716842264139892,0.0,2,1.022594642282912
VisualCogA_Task-1,2,2039,0.5,预处理,18,中位数基线,19.63641786069825,0.20288676730859712,24.249456950778253,2.443569200987851,3.90625,1,0.35340886567284374
VisualCogA_Task-1,2,2039,0.5,V3,18,中位数基线,90.79711397606101,0.9381310311400255,16.00759385529964,2.8078588825105015,3.90625,1,1.0498388748077319
VisualCogA_Task-1,2,2039,0.5,V4,18,中位数基线,90.66417548463598,0.9367574883193622,15.899656089853828,2.752332236217944,3.90625,1,1.047334005791309
VisualCogA_Task-1,2,2039,1.0,预处理,18,中位数基线,39.287165193871196,0.4059215891334636,48.62568911250907,4.415776702213704,136.71875,1,0.7027505289998106
VisualCogA_Task-1,2,2039,1.0,V3,18,中位数基线,92.29419817159923,0.9535991564863223,19.168705084404447,4.9180454209916435,136.71875,1,1.1034403679459852
VisualCogA_Task-1,2,2039,1.0,V4,18,中位数基线,91.5073943600338,0.9454697673601064,19.83263296285655,4.733363893942895,136.71875,1,1.0968327254387324
VisualCogA_Task-1,2,2039,2.0,预处理,18,中位数基线,77.87099019560345,0.8045761492744915,94.71081471980433,10.039670300132501,136.71875,1,1.3975917312649762
VisualCogA_Task-1,2,2039,2.0,V3,18,中位数基线,92.48101418063378,0.9555293708677535,24.693908667705482,7.07437865550451,85.9375,1,1.1561938451617626
VisualCogA_Task-1,2,2039,2.0,V4,18,中位数基线,91.97430816722776,0.950293999235052,25.06647985091414,6.718908594251796,85.9375,1,1.1492104311738167
VisualCogA_Task-1,2,2053,0.0,预处理,18,中位数基线,9.233673180100474e-15,9.5403862108894e-17,7.077414176530199e-15,7.401486830834377e-17,0.0,2,1.3273111212739164e-16
VisualCogA_Task-1,2,2053,0.0,V3,18,中位数基线,92.45922968912193,0.9553042898427083,10.72785672570089,1.4882036842452893,0.0,2,1.0261016689812605
VisualCogA_Task-1,2,2053,0.0,V4,18,中位数基线,92.19023594467815,0.9525250012971298,10.82002720868515,1.3716842264139892,0.0,2,1.022594642282912
VisualCogA_Task-1,2,2053,0.5,预处理,18,中位数基线,18.445095374988025,0.19057782330147488,8.99213638754136,1.1394981228010317,0.0,2,0.2488054409878402
VisualCogA_Task-1,2,2053,0.5,V3,18,中位数基线,91.69330373239244,0.9473906142191308,9.668786032313612,1.9448083839651975,41.015625,2,1.0174344616643165
VisualCogA_Task-1,2,2053,0.5,V4,18,中位数基线,91.58308599339031,0.9462518260284924,9.87455384077169,1.7425682794584834,41.015625,2,1.0152691085253558
VisualCogA_Task-1,2,2053,1.0,预处理,18,中位数基线,37.028024905445044,0.3825797722467509,17.168632345539518,2.294646661496412,46.875,2,0.4949830433918554
VisualCogA_Task-1,2,2053,1.0,V3,18,中位数基线,91.54897480175491,0.9458993834674791,12.451072810298768,4.7840900799175925,52.734375,2,1.0596526933978538
VisualCogA_Task-1,2,2053,1.0,V4,18,中位数基线,91.39538654849218,0.944312483839344,12.290418038036684,4.670645576773302,52.734375,2,1.056063710065387
VisualCogA_Task-1,2,2053,2.0,预处理,18,中位数基线,74.1407982886536,0.7660351799994144,33.42815985877523,5.200658034779903,70.3125,2,0.9924619332650344
VisualCogA_Task-1,2,2053,2.0,V3,18,中位数基线,93.09865615602978,0.9619109514916309,13.928791183414052,6.370791624522471,41.015625,2,1.0996923454785037
