dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B2,stimulus,7,0,1,N0,encoding,1,205,118969.5483535773,125206.75546392566,160786.50504427668,0.5737883938650106
B2,stimulus,7,0,1,N0,encoding,2,205,371967.75655818946,382800.0177448651,396071.5531626348,1.9067487809645594
B2,stimulus,7,0,1,N0,maintenance,0,363,470054.75145316526,479332.2261203851,326905.09474780754,4.0676482529083255
B2,stimulus,7,0,1,N0,maintenance,1,363,54344.100160356786,50006.42792825704,126951.96156636962,0.2621008012435039
B2,stimulus,7,0,1,N0,maintenance,2,363,269172.96208826517,259257.0811663027,365994.6090891068,1.3798110408264077
B2,stimulus,7,0,1,N0,retrieval,0,297,1065497.6923451785,1072194.2833782984,665998.3913735924,9.220351061971023
B2,stimulus,7,0,1,N0,retrieval,1,297,2359.4098825232513,1685.2897244922353,35889.77773272038,0.01137939939839691
B2,stimulus,7,0,1,N0,retrieval,2,297,43783.56957719469,41011.801883531065,169888.44256112678,0.2244395285496551
B2,stimulus,8,0,1,N0,encoding,0,205,5033.956734888663,5124.182114597277,6205.1962433180715,0.04356166011423919
B2,stimulus,8,0,1,N0,encoding,1,205,43817.00512372511,46593.86142747045,67420.60323188976,0.21132877565607056
B2,stimulus,8,0,1,N0,encoding,2,205,18778.71622638111,19758.05749090168,22394.341621882908,0.09626182280971479
B2,stimulus,8,0,1,N0,maintenance,0,362,6143.785667394807,6536.676610351934,12682.395593754321,0.05316563434145329
B2,stimulus,8,0,1,N0,maintenance,1,362,27782.842217792506,24897.291958384823,87076.05179300111,0.13399624217933603
B2,stimulus,8,0,1,N0,maintenance,2,362,10498.156258491776,9237.512595815637,29782.748103581966,0.053814736076790035
B2,stimulus,8,0,1,N0,retrieval,0,257,3965.341551912337,4365.844592965325,24267.720061994467,0.034314331651699316
B2,stimulus,8,0,1,N0,retrieval,1,257,26567.416791323667,23018.37336512168,135144.1203422616,0.12813426310176915
B2,stimulus,8,0,1,N0,retrieval,2,257,8107.024718162562,6031.677083556469,82956.36506659923,0.041557525420050236
B2,stimulus,9,0,1,N0,encoding,0,205,1769.0717914485213,868.3828803792793,499.59321262264365,0.015308773625856989
B2,stimulus,9,0,1,N0,encoding,1,205,13146.43179204837,10842.452398289854,3645.6040109867877,0.06340504849692091
B2,stimulus,9,0,1,N0,encoding,2,205,3342.0493237348173,2152.9558877938925,1370.6197607866109,0.017131722741021795
B2,stimulus,9,0,1,N0,maintenance,0,362,20329.58569233596,22838.661824008595,1898.2853324579696,0.1759233439681968
B2,stimulus,9,0,1,N0,maintenance,1,362,83281.92031883619,88589.77602651551,29474.125855859365,0.4016674851594653
B2,stimulus,9,0,1,N0,maintenance,2,362,41063.7657612059,44571.19147053529,14095.58933250091,0.21049750664274258
B2,stimulus,9,0,1,N0,retrieval,0,252,5240.090532542595,4367.071924601157,72280.68747291456,0.045345451851904264
