dataset,trial_id,block,onset_sample,epoch_start,epoch_end_exclusive,cue,duration_ms,filter_start,filter_end_exclusive,guard_seconds,retained,reason,saturated_samples,PTP,max_jump
B2,35,1,79566,79502,79771,-1,203.125,47907,91728,32,True,retained,0.0,347.5555761722153,9.487321823335947
B2,36,1,81783,81719,81988,1,203.125,47907,91728,32,True,retained,0.0,627.2406178118788,11.834886559855704
B2,37,1,83959,83895,84164,-1,203.125,47907,91728,32,False,filter_boundary_buffer,,,
B2,38,1,86167,86103,86372,-1,207.03125,47907,91728,32,False,filter_boundary_buffer,,,
B2,39,1,88412,88348,88617,1,203.125,47907,91728,32,False,filter_boundary_buffer,,,
B2,40,1,90640,90576,90845,1,203.125,47907,91728,32,False,filter_boundary_buffer,,,
B2,41,2,92817,92753,93022,1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,42,2,94977,94913,95182,-1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,43,2,97142,97078,97347,-1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,44,2,99262,99198,99467,1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,45,2,101498,101434,101703,-1,207.03125,91728,135404,32,True,retained,0.0,685.0894219398938,10.77880329359482
B2,46,2,103675,103611,103880,-1,203.125,91728,135404,32,True,retained,0.0,309.38042276340514,10.083634533113411
B2,47,2,105831,105767,106036,1,207.03125,91728,135404,32,True,retained,0.0,72.72203412000701,6.807525793156952
B2,48,2,108040,107976,108245,-1,203.125,91728,135404,32,True,retained,0.0,267.2181769796924,12.393267819924915
B2,49,2,110293,110229,110498,1,203.125,91728,135404,32,True,retained,0.0,663.3389001475416,10.641917147461356
B2,50,2,112485,112421,112690,-1,203.125,91728,135404,32,False,quality,54.0,2270.7186604918434,519.7328062894712
B2,51,2,114689,114625,114894,-1,207.03125,91728,135404,32,True,retained,0.0,628.0584031026603,9.825695029992062
B2,52,2,116898,116834,117103,-1,203.125,91728,135404,32,True,retained,0.0,210.8793834606667,7.186878613512988
B2,53,2,119098,119034,119303,1,207.03125,91728,135404,32,True,retained,0.0,296.7751192919841,13.66165389754832
B2,54,2,121247,121183,121452,1,203.125,91728,135404,32,False,quality,259.0,2292.9411996809854,477.3878994036907
B2,55,2,123479,123415,123684,1,203.125,91728,135404,32,True,retained,0.0,327.24077042156364,10.065356937084573
B2,56,2,125612,125548,125817,-1,203.125,91728,135404,32,True,retained,8.0,1068.4401102659867,11.615538886199374
B2,57,2,127768,127704,127973,-1,207.03125,91728,135404,32,False,filter_boundary_buffer,,,
B2,58,2,129941,129877,130146,-1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,59,2,132129,132065,132334,-1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,60,2,134318,134254,134523,-1,203.125,91728,135404,32,False,filter_boundary_buffer,,,
B2,61,3,136490,136426,136695,-1,203.125,135404,179440,32,False,filter_boundary_buffer,,,
B2,62,3,138639,138575,138844,1,203.125,135404,179440,32,False,filter_boundary_buffer,,,
B2,63,3,140879,140815,141084,-1,203.125,135404,179440,32,False,filter_boundary_buffer,,,
B2,64,3,143127,143063,143332,-1,207.03125,135404,179440,32,False,filter_boundary_buffer,,,
B2,65,3,145292,145228,145497,1,203.125,135404,179440,32,True,retained,0.0,694.979246651298,9.929263196718978
B2,66,3,147452,147388,147657,1,207.03125,135404,179440,32,True,retained,0.0,834.3299766953901,12.571428152779504
B2,67,3,149653,149589,149858,1,203.125,135404,179440,32,True,retained,0.0,452.4821903606397,13.55557649008665
B2,68,3,151825,151761,152030,1,207.03125,135404,179440,32,True,retained,0.0,1050.5508888030117,12.626448452323984
B2,69,3,154038,153974,154243,-1,203.125,135404,179440,32,True,retained,0.0,179.40493739237635,7.28401314934797
B2,70,3,156234,156170,156439,-1,203.125,135404,179440,32,True,retained,0.0,262.20139741990283,11.389574007684757
B2,71,3,158383,158319,158588,1,203.125,135404,179440,32,True,retained,0.0,396.05858681585977,11.19109424921237
B2,72,3,160615,160551,160820,1,207.03125,135404,179440,32,True,retained,0.0,442.9987800187149,9.77526120982401
B2,73,3,162772,162708,162977,1,203.125,135404,179440,32,True,retained,0.0,314.30961818525367,11.719083304901318
B2,74,3,164964,164900,165169,-1,207.03125,135404,179440,32,True,retained,0.0,365.0584472353562,6.360432624459577
B2,75,3,167161,167097,167366,-1,207.03125,135404,179440,32,True,retained,0.0,290.0822177655596,11.6209855599936
B2,76,3,169398,169334,169603,1,203.125,135404,179440,32,True,retained,0.0,300.3892783977212,12.026075122364347
B2,77,3,171666,171602,171871,1,207.03125,135404,179440,32,False,filter_boundary_buffer,,,
B2,78,3,173803,173739,174008,-1,203.125,135404,179440,32,False,filter_boundary_buffer,,,
B2,79,3,176015,175951,176220,-1,207.03125,135404,179440,32,False,filter_boundary_buffer,,,
B2,80,3,178336,178272,178541,-1,203.125,135404,179440,32,False,filter_boundary_buffer,,,
B2,81,4,180544,180480,180749,1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
B2,82,4,182721,182657,182926,-1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
B2,83,4,184925,184861,185130,1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
B2,84,4,187125,187061,187330,-1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
B2,85,4,189338,189274,189543,-1,203.125,179440,228330,32,True,retained,0.0,990.4637153809795,14.379699680750036
B2,86,4,191590,191526,191795,1,203.125,179440,228330,32,True,retained,0.0,157.21916716986826,9.65403188417838
B2,87,4,193775,193711,193980,-1,203.125,179440,228330,32,True,retained,0.0,345.6489559050091,11.916881178735395
B2,88,4,195927,195863,196132,1,203.125,179440,228330,32,True,retained,0.0,936.1182727112284,12.551376081827698
B2,89,4,198084,198020,198289,-1,203.125,179440,228330,32,True,retained,0.0,992.3299158111646,10.416283843803058
B2,90,4,200264,200200,200469,1,203.125,179440,228330,32,True,retained,0.0,201.01332422758992,7.959709070849158
B2,91,4,202445,202381,202650,-1,203.125,179440,228330,32,True,retained,0.0,934.4109426867329,10.982894330771273
B2,92,4,204593,204529,204798,-1,203.125,179440,228330,32,True,retained,0.0,279.45823367521047,9.059400262419246
B2,93,4,206818,206754,207023,1,203.125,179440,228330,32,True,retained,0.0,213.75336757015896,9.578976170233915
B2,94,4,208962,208898,209167,-1,207.03125,179440,228330,32,True,retained,0.0,486.9149925291074,11.60572735275207
B2,95,4,211219,211155,211424,1,203.125,179440,228330,32,True,retained,0.0,266.91546441496166,9.919003872679326
B2,96,4,213363,213299,213568,1,203.125,179440,228330,32,True,retained,0.0,606.9733568132855,11.81019616625116
B2,97,4,215651,215587,215856,-1,207.03125,179440,228330,32,True,retained,0.0,318.87844868288664,11.777782015215223
B2,98,4,217940,217876,218145,-1,203.125,179440,228330,32,True,retained,0.0,220.34116808624483,11.1776325857453
B2,99,4,220148,220084,220353,1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
B2,100,4,222325,222261,222530,-1,203.125,179440,228330,32,False,filter_boundary_buffer,,,
