dataset,fold,seed,level,stage,n_trials,V7_policy,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-2,1,2053,2.0,V7,19,训练均值保护,137.00293276581277,1.0001104720346328,175.88319878987278,34.52379916437341,133.7890625,4,1.894098104915611
VisualCogA_Task-2,2,2027,0.0,未校正,19,训练均值保护,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2027,0.0,V7,19,训练均值保护,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
VisualCogA_Task-2,2,2027,0.5,未校正,19,训练均值保护,83.90970294664496,0.47930933431305506,63.211546252131775,27.2520440094117,74.21875,6,0.8155171882279195
VisualCogA_Task-2,2,2027,0.5,V7,19,训练均值保护,79.82958535015028,0.4560028705738334,64.31188333831956,26.176361075225827,72.265625,6,0.7892088791225382
VisualCogA_Task-2,2,2027,1.0,未校正,19,训练均值保护,167.9229341836189,0.9592100433322238,126.28689230539139,53.8793854146929,87.23958333333333,6,1.6276683208410767
VisualCogA_Task-2,2,2027,1.0,V7,19,训练均值保护,151.95846310546563,0.8680177290179276,118.728370716243,48.462326845229406,86.58854166666667,6,1.4839447549823679
VisualCogA_Task-2,2,2027,2.0,未校正,19,训练均值保护,335.9555108240353,1.9190463867362457,252.63428709896453,105.07532805792773,93.75,6,3.2408073707040095
VisualCogA_Task-2,2,2027,2.0,V7,19,训练均值保护,299.77560563147125,1.7123793903772664,233.9390842254536,91.02193739898901,94.40104166666667,6,2.9004691355041023
VisualCogA_Task-2,2,2039,0.0,未校正,19,训练均值保护,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2039,0.0,V7,19,训练均值保护,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
VisualCogA_Task-2,2,2039,0.5,未校正,19,训练均值保护,88.14927457234045,0.5035266319833464,26.166033380883178,5.233406644945043,26.692708333333332,6,0.6081537772070956
VisualCogA_Task-2,2,2039,0.5,V7,19,训练均值保护,85.91084465658288,0.4907402638381701,27.965321171178083,6.154580858472458,28.645833333333332,6,0.6057682934045685
VisualCogA_Task-2,2,2039,1.0,未校正,19,训练均值保护,175.2616821531572,1.0011304682705335,52.179230479563564,9.386988266433967,30.598958333333332,6,1.203780061978008
VisualCogA_Task-2,2,2039,1.0,V7,19,训练均值保护,164.03581583459908,0.9370060306514799,50.67074088155878,9.235555542875522,30.598958333333332,6,1.1344822096620037
VisualCogA_Task-2,2,2039,2.0,未校正,19,训练均值保护,349.78364578597507,1.9980355135075907,104.4362569152456,18.152256023968068,32.552083333333336,6,2.4000054997757125
VisualCogA_Task-2,2,2039,2.0,V7,19,训练均值保护,314.5275385951346,1.7966454397177143,100.7372161547142,15.665848165713976,33.203125,6,2.173847719693805
VisualCogA_Task-2,2,2053,0.0,未校正,19,训练均值保护,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2053,0.0,V7,19,训练均值保护,15.904320454792897,0.09084872168759227,13.423491415372467,6.51536394113813,0.0,6,0.16640466930779876
