dataset,trial_id,block,model,stage,n_samples,MSE,gap_s,identity
B1,15,0,N2,retrieval,239,9433.588796820677,0.1,frozen_V2_new_scoring_window
B1,16,0,N2,encoding,205,375.98219101485734,0.1,frozen_V2_new_scoring_window
B1,16,0,N2,maintenance,362,1082.1883389466304,0.1,frozen_V2_new_scoring_window
B1,16,0,N2,retrieval,255,3347.85340925367,0.1,frozen_V2_new_scoring_window
B1,17,0,N2,encoding,205,13458.594707763019,0.1,frozen_V2_new_scoring_window
B1,17,0,N2,maintenance,362,79783.90430617513,0.1,frozen_V2_new_scoring_window
B1,17,0,N2,retrieval,224,104362.85756888766,0.1,frozen_V2_new_scoring_window
B1,24,1,N2,encoding,205,35344.68201880302,0.1,frozen_V2_new_scoring_window
B1,24,1,N2,maintenance,362,144659.82451796648,0.1,frozen_V2_new_scoring_window
B1,24,1,N2,retrieval,243,56777.96566714167,0.1,frozen_V2_new_scoring_window
B1,26,1,N2,encoding,205,2941.2345534464675,0.1,frozen_V2_new_scoring_window
B1,26,1,N2,maintenance,363,48825.940929497374,0.1,frozen_V2_new_scoring_window
B1,26,1,N2,retrieval,220,46722.26442202148,0.1,frozen_V2_new_scoring_window
B1,27,1,N2,encoding,205,3243.6222392850736,0.1,frozen_V2_new_scoring_window
B1,27,1,N2,maintenance,362,6772.645598670356,0.1,frozen_V2_new_scoring_window
B1,27,1,N2,retrieval,228,8523.665567061396,0.1,frozen_V2_new_scoring_window
B1,28,1,N2,encoding,205,127499.80979242736,0.1,frozen_V2_new_scoring_window
B1,28,1,N2,maintenance,363,458561.3112714838,0.1,frozen_V2_new_scoring_window
B1,28,1,N2,retrieval,312,90394.64455659987,0.1,frozen_V2_new_scoring_window
B1,29,1,N2,encoding,205,781.8959707822522,0.1,frozen_V2_new_scoring_window
B1,29,1,N2,maintenance,362,2032.4667905479173,0.1,frozen_V2_new_scoring_window
B1,29,1,N2,retrieval,250,7189.735760046223,0.1,frozen_V2_new_scoring_window
B1,30,1,N2,encoding,205,119815.60641998789,0.1,frozen_V2_new_scoring_window
B1,30,1,N2,maintenance,363,202137.52933719128,0.1,frozen_V2_new_scoring_window
B1,30,1,N2,retrieval,329,11034.118909043278,0.1,frozen_V2_new_scoring_window
B1,31,1,N2,encoding,205,738.5813131185489,0.1,frozen_V2_new_scoring_window
B1,31,1,N2,maintenance,362,6407.862323484636,0.1,frozen_V2_new_scoring_window
B1,31,1,N2,retrieval,251,785.8606619585329,0.1,frozen_V2_new_scoring_window
B1,32,1,N2,encoding,205,84257.86708953753,0.1,frozen_V2_new_scoring_window
B1,32,1,N2,maintenance,362,305316.94745742757,0.1,frozen_V2_new_scoring_window
B1,32,1,N2,retrieval,195,297916.61562360445,0.1,frozen_V2_new_scoring_window
B1,33,1,N2,encoding,205,2216.0302941931686,0.1,frozen_V2_new_scoring_window
B1,33,1,N2,maintenance,362,35696.782215612424,0.1,frozen_V2_new_scoring_window
B1,33,1,N2,retrieval,263,75267.78296433408,0.1,frozen_V2_new_scoring_window
B1,34,1,N2,encoding,205,96023.48736613561,0.1,frozen_V2_new_scoring_window
B1,34,1,N2,maintenance,363,330486.9867863772,0.1,frozen_V2_new_scoring_window
B1,34,1,N2,retrieval,276,173044.37588856512,0.1,frozen_V2_new_scoring_window
B1,35,1,N2,encoding,205,93310.52676695115,0.1,frozen_V2_new_scoring_window
B1,35,1,N2,maintenance,362,430282.9012819744,0.1,frozen_V2_new_scoring_window
B1,35,1,N2,retrieval,277,77731.43829410865,0.1,frozen_V2_new_scoring_window
B1,37,1,N2,encoding,205,18669.065611594346,0.1,frozen_V2_new_scoring_window
B1,37,1,N2,maintenance,362,131908.2963093569,0.1,frozen_V2_new_scoring_window
B1,37,1,N2,retrieval,344,53755.96431667353,0.1,frozen_V2_new_scoring_window
B1,44,2,N2,encoding,205,2140.3215265197323,0.1,frozen_V2_new_scoring_window
B1,44,2,N2,maintenance,362,11157.866623467631,0.1,frozen_V2_new_scoring_window
B1,44,2,N2,retrieval,370,24163.65666392684,0.1,frozen_V2_new_scoring_window
B1,45,2,N2,encoding,205,177.93732854163844,0.1,frozen_V2_new_scoring_window
B1,45,2,N2,maintenance,363,1146.9788340610785,0.1,frozen_V2_new_scoring_window
B1,45,2,N2,retrieval,413,1365.3312290755657,0.1,frozen_V2_new_scoring_window
B1,47,2,N2,encoding,205,44795.40904584428,0.1,frozen_V2_new_scoring_window
B1,47,2,N2,maintenance,362,401630.6051713916,0.1,frozen_V2_new_scoring_window
B1,47,2,N2,retrieval,220,725697.7572805656,0.1,frozen_V2_new_scoring_window
B1,48,2,N2,encoding,205,20870.9381575857,0.1,frozen_V2_new_scoring_window
B1,48,2,N2,maintenance,363,60414.68407981491,0.1,frozen_V2_new_scoring_window
B1,48,2,N2,retrieval,225,100391.26880959052,0.1,frozen_V2_new_scoring_window
B1,49,2,N2,encoding,205,10970.531354057788,0.1,frozen_V2_new_scoring_window
B1,49,2,N2,maintenance,362,94625.03648061205,0.1,frozen_V2_new_scoring_window
B1,49,2,N2,retrieval,298,207413.89891152174,0.1,frozen_V2_new_scoring_window
B1,50,2,N2,encoding,205,207008.85776757926,0.1,frozen_V2_new_scoring_window
B1,50,2,N2,maintenance,362,163960.75294674342,0.1,frozen_V2_new_scoring_window
B1,50,2,N2,retrieval,214,141095.92932836106,0.1,frozen_V2_new_scoring_window
B1,51,2,N2,encoding,205,21796.59334744616,0.1,frozen_V2_new_scoring_window
B1,51,2,N2,maintenance,363,144661.31650504994,0.1,frozen_V2_new_scoring_window
B1,51,2,N2,retrieval,226,324605.7121445316,0.1,frozen_V2_new_scoring_window
B1,52,2,N2,encoding,205,4882.571410586511,0.1,frozen_V2_new_scoring_window
B1,52,2,N2,maintenance,362,2790.956130112065,0.1,frozen_V2_new_scoring_window
B1,52,2,N2,retrieval,265,11400.829234790732,0.1,frozen_V2_new_scoring_window
B1,53,2,N2,encoding,205,452.07506891479136,0.1,frozen_V2_new_scoring_window
B1,53,2,N2,maintenance,363,1378.2269613968745,0.1,frozen_V2_new_scoring_window
B1,53,2,N2,retrieval,202,597.0924928878176,0.1,frozen_V2_new_scoring_window
B1,55,2,N2,encoding,205,128019.14686121291,0.1,frozen_V2_new_scoring_window
B1,55,2,N2,maintenance,362,452271.0152695222,0.1,frozen_V2_new_scoring_window
B1,55,2,N2,retrieval,267,675782.6524763128,0.1,frozen_V2_new_scoring_window
B1,56,2,N2,encoding,205,24530.96090992549,0.1,frozen_V2_new_scoring_window
B1,56,2,N2,maintenance,362,121243.95573516349,0.1,frozen_V2_new_scoring_window
B1,56,2,N2,retrieval,215,418331.24531051685,0.1,frozen_V2_new_scoring_window
B1,57,2,N2,encoding,205,3923.320583284969,0.1,frozen_V2_new_scoring_window
B1,57,2,N2,maintenance,362,14050.471058310886,0.1,frozen_V2_new_scoring_window
B1,57,2,N2,retrieval,231,167118.93055567454,0.1,frozen_V2_new_scoring_window
B1,64,3,N2,encoding,205,9434.979882950925,0.1,frozen_V2_new_scoring_window
B1,64,3,N2,maintenance,363,53793.248014182536,0.1,frozen_V2_new_scoring_window
B1,64,3,N2,retrieval,236,101773.51230296583,0.1,frozen_V2_new_scoring_window
B1,65,3,N2,encoding,205,9157.420124487595,0.1,frozen_V2_new_scoring_window
B1,65,3,N2,maintenance,362,18529.044544377834,0.1,frozen_V2_new_scoring_window
B1,65,3,N2,retrieval,280,64848.84180580882,0.1,frozen_V2_new_scoring_window
B1,66,3,N2,encoding,205,31714.937096662674,0.1,frozen_V2_new_scoring_window
B1,66,3,N2,maintenance,363,58087.112836616616,0.1,frozen_V2_new_scoring_window
B1,66,3,N2,retrieval,201,94646.7755324157,0.1,frozen_V2_new_scoring_window
B1,67,3,N2,encoding,205,10272.829113138565,0.1,frozen_V2_new_scoring_window
B1,67,3,N2,maintenance,362,83510.81447485926,0.1,frozen_V2_new_scoring_window
B1,67,3,N2,retrieval,219,128491.64527670974,0.1,frozen_V2_new_scoring_window
B1,68,3,N2,encoding,205,1512.9024965352394,0.1,frozen_V2_new_scoring_window
B1,68,3,N2,maintenance,362,2040.7788060031562,0.1,frozen_V2_new_scoring_window
B1,68,3,N2,retrieval,306,1705.2367105710653,0.1,frozen_V2_new_scoring_window
B1,69,3,N2,encoding,205,67779.3996418249,0.1,frozen_V2_new_scoring_window
B1,69,3,N2,maintenance,362,318153.5800068114,0.1,frozen_V2_new_scoring_window
B1,69,3,N2,retrieval,245,88659.54028057649,0.1,frozen_V2_new_scoring_window
B1,70,3,N2,encoding,205,9798.62486989047,0.1,frozen_V2_new_scoring_window
B1,70,3,N2,maintenance,362,3435.117495968183,0.1,frozen_V2_new_scoring_window
B1,70,3,N2,retrieval,246,7429.812959080985,0.1,frozen_V2_new_scoring_window
B1,71,3,N2,encoding,205,133263.92275371205,0.1,frozen_V2_new_scoring_window
B1,71,3,N2,maintenance,363,260535.41004961325,0.1,frozen_V2_new_scoring_window
B1,71,3,N2,retrieval,215,107385.07873218313,0.1,frozen_V2_new_scoring_window
B1,72,3,N2,encoding,205,15690.80576971512,0.1,frozen_V2_new_scoring_window
B1,72,3,N2,maintenance,362,21786.530013630196,0.1,frozen_V2_new_scoring_window
B1,72,3,N2,retrieval,226,11924.425672920863,0.1,frozen_V2_new_scoring_window
B1,73,3,N2,encoding,205,1879.827773807461,0.1,frozen_V2_new_scoring_window
B1,73,3,N2,maintenance,363,8092.603403011041,0.1,frozen_V2_new_scoring_window
B1,73,3,N2,retrieval,244,10761.941561684633,0.1,frozen_V2_new_scoring_window
B1,74,3,N2,encoding,205,3998.4665189167695,0.1,frozen_V2_new_scoring_window
B1,74,3,N2,maintenance,362,19825.331295817417,0.1,frozen_V2_new_scoring_window
B1,74,3,N2,retrieval,287,19828.664802180134,0.1,frozen_V2_new_scoring_window
B1,75,3,N2,encoding,205,4079.7338663658356,0.1,frozen_V2_new_scoring_window
B1,75,3,N2,maintenance,362,15616.617449938698,0.1,frozen_V2_new_scoring_window
B1,75,3,N2,retrieval,258,57490.461844722,0.1,frozen_V2_new_scoring_window
B1,76,3,N2,encoding,205,5469.869174338724,0.1,frozen_V2_new_scoring_window
B1,76,3,N2,maintenance,362,47124.67820724281,0.1,frozen_V2_new_scoring_window
B1,76,3,N2,retrieval,291,146032.7971054221,0.1,frozen_V2_new_scoring_window
B1,77,3,N2,encoding,205,3042.3939905842885,0.1,frozen_V2_new_scoring_window
B1,77,3,N2,maintenance,363,5091.41618141904,0.1,frozen_V2_new_scoring_window
B1,77,3,N2,retrieval,279,11637.716828661069,0.1,frozen_V2_new_scoring_window
B1,84,4,N2,encoding,205,13631.085677671048,0.1,frozen_V2_new_scoring_window
B1,84,4,N2,maintenance,363,60617.703424413165,0.1,frozen_V2_new_scoring_window
B1,84,4,N2,retrieval,224,68343.951068403,0.1,frozen_V2_new_scoring_window
B1,86,4,N2,encoding,205,3550.3220542591353,0.1,frozen_V2_new_scoring_window
B1,86,4,N2,maintenance,363,14259.29440729536,0.1,frozen_V2_new_scoring_window
B1,86,4,N2,retrieval,222,15500.199557336395,0.1,frozen_V2_new_scoring_window
B1,87,4,N2,encoding,205,276.7066353546917,0.1,frozen_V2_new_scoring_window
B1,87,4,N2,maintenance,362,637.0419783124189,0.1,frozen_V2_new_scoring_window
B1,87,4,N2,retrieval,372,5350.665853155939,0.1,frozen_V2_new_scoring_window
B1,89,4,N2,encoding,205,29929.090140053107,0.1,frozen_V2_new_scoring_window
B1,89,4,N2,maintenance,362,117600.978346011,0.1,frozen_V2_new_scoring_window
B1,89,4,N2,retrieval,220,176692.33265536441,0.1,frozen_V2_new_scoring_window
B1,90,4,N2,encoding,205,62623.74985047872,0.1,frozen_V2_new_scoring_window
B1,90,4,N2,maintenance,363,345148.18536706426,0.1,frozen_V2_new_scoring_window
B1,90,4,N2,retrieval,266,460078.87171691086,0.1,frozen_V2_new_scoring_window
B1,91,4,N2,encoding,205,804.2725473179548,0.1,frozen_V2_new_scoring_window
B1,91,4,N2,maintenance,362,4045.464383280164,0.1,frozen_V2_new_scoring_window
B1,91,4,N2,retrieval,240,6635.3945373103,0.1,frozen_V2_new_scoring_window
B1,93,4,N2,encoding,205,1777.878546612373,0.1,frozen_V2_new_scoring_window
B1,93,4,N2,maintenance,362,4204.632650509574,0.1,frozen_V2_new_scoring_window
B1,93,4,N2,retrieval,235,13001.076469980042,0.1,frozen_V2_new_scoring_window
B1,94,4,N2,encoding,205,1361.1050763082271,0.1,frozen_V2_new_scoring_window
B1,94,4,N2,maintenance,363,2337.946598951569,0.1,frozen_V2_new_scoring_window
B1,94,4,N2,retrieval,254,4034.5344735791837,0.1,frozen_V2_new_scoring_window
B1,95,4,N2,encoding,205,724.1041058382218,0.1,frozen_V2_new_scoring_window
B1,95,4,N2,maintenance,362,150.68458619000444,0.1,frozen_V2_new_scoring_window
B1,95,4,N2,retrieval,186,420.0960813196994,0.1,frozen_V2_new_scoring_window
B1,96,4,N2,encoding,205,649.9960292564563,0.1,frozen_V2_new_scoring_window
B1,96,4,N2,maintenance,362,2774.3684529211746,0.1,frozen_V2_new_scoring_window
B1,96,4,N2,retrieval,220,29780.10541791389,0.1,frozen_V2_new_scoring_window
B1,98,4,N2,encoding,205,5499.38242070202,0.1,frozen_V2_new_scoring_window
B1,98,4,N2,maintenance,362,23539.99851669546,0.1,frozen_V2_new_scoring_window
B1,98,4,N2,retrieval,281,23037.745344021387,0.1,frozen_V2_new_scoring_window
B1,99,4,N2,encoding,205,12922.849652947663,0.1,frozen_V2_new_scoring_window
B1,99,4,N2,maintenance,363,55206.93145571772,0.1,frozen_V2_new_scoring_window
B1,99,4,N2,retrieval,226,92485.8377032001,0.1,frozen_V2_new_scoring_window
B1,2,0,N3,encoding,205,1304.9327819109205,0.1,frozen_V2_new_scoring_window
B1,2,0,N3,maintenance,363,7860.0508790835465,0.1,frozen_V2_new_scoring_window
B1,2,0,N3,retrieval,284,9030.633013878023,0.1,frozen_V2_new_scoring_window
B1,3,0,N3,encoding,205,69929.27152845472,0.1,frozen_V2_new_scoring_window
B1,3,0,N3,maintenance,362,263074.17953025614,0.1,frozen_V2_new_scoring_window
B1,3,0,N3,retrieval,254,270315.05533567944,0.1,frozen_V2_new_scoring_window
B1,4,0,N3,encoding,205,50684.22084623919,0.1,frozen_V2_new_scoring_window
B1,4,0,N3,maintenance,362,136825.30623622763,0.1,frozen_V2_new_scoring_window
B1,4,0,N3,retrieval,236,90853.8973323325,0.1,frozen_V2_new_scoring_window
B1,5,0,N3,encoding,205,36117.58646415955,0.1,frozen_V2_new_scoring_window
B1,5,0,N3,maintenance,362,134894.98974928795,0.1,frozen_V2_new_scoring_window
B1,5,0,N3,retrieval,283,537589.1624321401,0.1,frozen_V2_new_scoring_window
B1,7,0,N3,encoding,205,7386.237295136434,0.1,frozen_V2_new_scoring_window
B1,7,0,N3,maintenance,362,25920.222773481964,0.1,frozen_V2_new_scoring_window
B1,7,0,N3,retrieval,267,34277.802978840184,0.1,frozen_V2_new_scoring_window
B1,8,0,N3,encoding,205,2721.0426523423716,0.1,frozen_V2_new_scoring_window
B1,8,0,N3,maintenance,362,2152.6692902105183,0.1,frozen_V2_new_scoring_window
B1,8,0,N3,retrieval,223,1692.3431873339398,0.1,frozen_V2_new_scoring_window
B1,9,0,N3,encoding,205,374.87914633105765,0.1,frozen_V2_new_scoring_window
B1,9,0,N3,maintenance,363,130.52926847503952,0.1,frozen_V2_new_scoring_window
B1,9,0,N3,retrieval,428,251.74180875919214,0.1,frozen_V2_new_scoring_window
B1,10,0,N3,encoding,205,147.14568739651983,0.1,frozen_V2_new_scoring_window
B1,10,0,N3,maintenance,363,14952.909578211738,0.1,frozen_V2_new_scoring_window
B1,10,0,N3,retrieval,306,31996.886799250457,0.1,frozen_V2_new_scoring_window
B1,11,0,N3,encoding,205,10359.507617193043,0.1,frozen_V2_new_scoring_window
B1,11,0,N3,maintenance,362,29069.177911954423,0.1,frozen_V2_new_scoring_window
B1,11,0,N3,retrieval,265,17717.66064480656,0.1,frozen_V2_new_scoring_window
B1,12,0,N3,encoding,205,241.03642575134185,0.1,frozen_V2_new_scoring_window
B1,12,0,N3,maintenance,363,1385.0646506453431,0.1,frozen_V2_new_scoring_window
B1,12,0,N3,retrieval,258,883.003836436109,0.1,frozen_V2_new_scoring_window
B1,13,0,N3,encoding,205,6560.6003916965265,0.1,frozen_V2_new_scoring_window
B1,13,0,N3,maintenance,363,34755.541981524024,0.1,frozen_V2_new_scoring_window
B1,13,0,N3,retrieval,245,45701.60902455946,0.1,frozen_V2_new_scoring_window
B1,15,0,N3,encoding,205,568.7189611784389,0.1,frozen_V2_new_scoring_window
B1,15,0,N3,maintenance,362,918.2230050722203,0.1,frozen_V2_new_scoring_window
B1,15,0,N3,retrieval,239,7351.685942457498,0.1,frozen_V2_new_scoring_window
B1,16,0,N3,encoding,205,194.6581003429353,0.1,frozen_V2_new_scoring_window
B1,16,0,N3,maintenance,362,1538.6249492415352,0.1,frozen_V2_new_scoring_window
B1,16,0,N3,retrieval,255,2767.902750752438,0.1,frozen_V2_new_scoring_window
B1,17,0,N3,encoding,205,15769.626582975901,0.1,frozen_V2_new_scoring_window
B1,17,0,N3,maintenance,362,80170.66953675653,0.1,frozen_V2_new_scoring_window
B1,17,0,N3,retrieval,224,105015.31249691825,0.1,frozen_V2_new_scoring_window
B1,24,1,N3,encoding,205,32713.87965726427,0.1,frozen_V2_new_scoring_window
B1,24,1,N3,maintenance,362,141106.9888379298,0.1,frozen_V2_new_scoring_window
B1,24,1,N3,retrieval,243,63809.86411100234,0.1,frozen_V2_new_scoring_window
B1,26,1,N3,encoding,205,3176.116067926649,0.1,frozen_V2_new_scoring_window
B1,26,1,N3,maintenance,363,44569.04094090137,0.1,frozen_V2_new_scoring_window
B1,26,1,N3,retrieval,220,54861.82880945727,0.1,frozen_V2_new_scoring_window
B1,27,1,N3,encoding,205,4539.432821805896,0.1,frozen_V2_new_scoring_window
B1,27,1,N3,maintenance,362,8876.742401349882,0.1,frozen_V2_new_scoring_window
B1,27,1,N3,retrieval,228,12042.941217560649,0.1,frozen_V2_new_scoring_window
B1,28,1,N3,encoding,205,133539.53496575358,0.1,frozen_V2_new_scoring_window
B1,28,1,N3,maintenance,363,473887.3804910747,0.1,frozen_V2_new_scoring_window
B1,28,1,N3,retrieval,312,95859.12330904299,0.1,frozen_V2_new_scoring_window
B1,29,1,N3,encoding,205,706.9073132083507,0.1,frozen_V2_new_scoring_window
B1,29,1,N3,maintenance,362,2293.6439350483124,0.1,frozen_V2_new_scoring_window
B1,29,1,N3,retrieval,250,6910.340468117657,0.1,frozen_V2_new_scoring_window
B1,30,1,N3,encoding,205,135314.47256438542,0.1,frozen_V2_new_scoring_window
B1,30,1,N3,maintenance,363,216265.35009548775,0.1,frozen_V2_new_scoring_window
B1,30,1,N3,retrieval,329,13402.62170742041,0.1,frozen_V2_new_scoring_window
B1,31,1,N3,encoding,205,950.9595513330988,0.1,frozen_V2_new_scoring_window
B1,31,1,N3,maintenance,362,7207.168729819539,0.1,frozen_V2_new_scoring_window
B1,31,1,N3,retrieval,251,1046.704761002793,0.1,frozen_V2_new_scoring_window
B1,32,1,N3,encoding,205,72181.49774946597,0.1,frozen_V2_new_scoring_window
B1,32,1,N3,maintenance,362,292778.56156650715,0.1,frozen_V2_new_scoring_window
B1,32,1,N3,retrieval,195,300725.7296965652,0.1,frozen_V2_new_scoring_window
B1,33,1,N3,encoding,205,4498.60043811528,0.1,frozen_V2_new_scoring_window
B1,33,1,N3,maintenance,362,40143.85927147208,0.1,frozen_V2_new_scoring_window
B1,33,1,N3,retrieval,263,71980.38414097764,0.1,frozen_V2_new_scoring_window
B1,34,1,N3,encoding,205,89002.03513639954,0.1,frozen_V2_new_scoring_window
B1,34,1,N3,maintenance,363,322209.82457839063,0.1,frozen_V2_new_scoring_window
B1,34,1,N3,retrieval,276,159277.54308465612,0.1,frozen_V2_new_scoring_window
B1,35,1,N3,encoding,205,109093.04237157766,0.1,frozen_V2_new_scoring_window
B1,35,1,N3,maintenance,362,450986.69205143757,0.1,frozen_V2_new_scoring_window
B1,35,1,N3,retrieval,277,80594.368941083,0.1,frozen_V2_new_scoring_window
B1,37,1,N3,encoding,205,25127.75835793307,0.1,frozen_V2_new_scoring_window
B1,37,1,N3,maintenance,362,141183.0886909462,0.1,frozen_V2_new_scoring_window
B1,37,1,N3,retrieval,344,64173.17895742396,0.1,frozen_V2_new_scoring_window
B1,44,2,N3,encoding,205,2133.6874390209473,0.1,frozen_V2_new_scoring_window
B1,44,2,N3,maintenance,362,11046.951681049874,0.1,frozen_V2_new_scoring_window
B1,44,2,N3,retrieval,370,24420.280573837394,0.1,frozen_V2_new_scoring_window
B1,45,2,N3,encoding,205,182.97180148332714,0.1,frozen_V2_new_scoring_window
B1,45,2,N3,maintenance,363,1099.4228288453226,0.1,frozen_V2_new_scoring_window
B1,45,2,N3,retrieval,413,1318.2212417786313,0.1,frozen_V2_new_scoring_window
B1,47,2,N3,encoding,205,44523.18459898323,0.1,frozen_V2_new_scoring_window
B1,47,2,N3,maintenance,362,402295.4329264848,0.1,frozen_V2_new_scoring_window
B1,47,2,N3,retrieval,220,724801.074400899,0.1,frozen_V2_new_scoring_window
B1,48,2,N3,encoding,205,20880.5074386311,0.1,frozen_V2_new_scoring_window
B1,48,2,N3,maintenance,363,60409.30099611323,0.1,frozen_V2_new_scoring_window
B1,48,2,N3,retrieval,225,100105.32094350245,0.1,frozen_V2_new_scoring_window
B1,49,2,N3,encoding,205,11034.925684854708,0.1,frozen_V2_new_scoring_window
B1,49,2,N3,maintenance,362,95125.3292939863,0.1,frozen_V2_new_scoring_window
B1,49,2,N3,retrieval,298,206729.49055826705,0.1,frozen_V2_new_scoring_window
B1,50,2,N3,encoding,205,206613.14703600266,0.1,frozen_V2_new_scoring_window
B1,50,2,N3,maintenance,362,164414.78705927916,0.1,frozen_V2_new_scoring_window
B1,50,2,N3,retrieval,214,140545.55490253025,0.1,frozen_V2_new_scoring_window
B1,51,2,N3,encoding,205,21886.60048719523,0.1,frozen_V2_new_scoring_window
B1,51,2,N3,maintenance,363,144293.63195851978,0.1,frozen_V2_new_scoring_window
B1,51,2,N3,retrieval,226,325155.3797538651,0.1,frozen_V2_new_scoring_window
B1,52,2,N3,encoding,205,4902.3523552760935,0.1,frozen_V2_new_scoring_window
B1,52,2,N3,maintenance,362,2735.1241599445584,0.1,frozen_V2_new_scoring_window
B1,52,2,N3,retrieval,265,11519.976602309478,0.1,frozen_V2_new_scoring_window
B1,53,2,N3,encoding,205,454.40908030544625,0.1,frozen_V2_new_scoring_window
B1,53,2,N3,maintenance,363,1356.183791921956,0.1,frozen_V2_new_scoring_window
B1,53,2,N3,retrieval,202,609.3832863563495,0.1,frozen_V2_new_scoring_window
B1,55,2,N3,encoding,205,127929.31731692703,0.1,frozen_V2_new_scoring_window
B1,55,2,N3,maintenance,362,451412.13183683454,0.1,frozen_V2_new_scoring_window
B1,55,2,N3,retrieval,267,677212.8885085143,0.1,frozen_V2_new_scoring_window
B1,56,2,N3,encoding,205,24429.000762462707,0.1,frozen_V2_new_scoring_window
B1,56,2,N3,maintenance,362,120737.44756345356,0.1,frozen_V2_new_scoring_window
B1,56,2,N3,retrieval,215,419587.17068063974,0.1,frozen_V2_new_scoring_window
B1,57,2,N3,encoding,205,3970.4547236164744,0.1,frozen_V2_new_scoring_window
B1,57,2,N3,maintenance,362,13949.086031467968,0.1,frozen_V2_new_scoring_window
B1,57,2,N3,retrieval,231,166731.8356457087,0.1,frozen_V2_new_scoring_window
B1,64,3,N3,encoding,205,8413.357062783343,0.1,frozen_V2_new_scoring_window
B1,64,3,N3,maintenance,363,55012.2826859821,0.1,frozen_V2_new_scoring_window
B1,64,3,N3,retrieval,236,102019.10977724356,0.1,frozen_V2_new_scoring_window
B1,65,3,N3,encoding,205,10641.565429236769,0.1,frozen_V2_new_scoring_window
B1,65,3,N3,maintenance,362,17737.389191673356,0.1,frozen_V2_new_scoring_window
B1,65,3,N3,retrieval,280,64559.95127097961,0.1,frozen_V2_new_scoring_window
B1,66,3,N3,encoding,205,31336.11904696018,0.1,frozen_V2_new_scoring_window
B1,66,3,N3,maintenance,363,58528.0738842917,0.1,frozen_V2_new_scoring_window
B1,66,3,N3,retrieval,201,96184.44184355416,0.1,frozen_V2_new_scoring_window
B1,67,3,N3,encoding,205,11670.271183838657,0.1,frozen_V2_new_scoring_window
B1,67,3,N3,maintenance,362,83122.7033193914,0.1,frozen_V2_new_scoring_window
B1,67,3,N3,retrieval,219,128006.04508052283,0.1,frozen_V2_new_scoring_window
B1,68,3,N3,encoding,205,1145.3658274722548,0.1,frozen_V2_new_scoring_window
B1,68,3,N3,maintenance,362,2419.125604186046,0.1,frozen_V2_new_scoring_window
B1,68,3,N3,retrieval,306,1208.8365697933925,0.1,frozen_V2_new_scoring_window
B1,69,3,N3,encoding,205,70843.45042291576,0.1,frozen_V2_new_scoring_window
B1,69,3,N3,maintenance,362,320299.45042587334,0.1,frozen_V2_new_scoring_window
B1,69,3,N3,retrieval,245,89505.34504769849,0.1,frozen_V2_new_scoring_window
B1,70,3,N3,encoding,205,8380.590620202734,0.1,frozen_V2_new_scoring_window
B1,70,3,N3,maintenance,362,3402.2260656441645,0.1,frozen_V2_new_scoring_window
B1,70,3,N3,retrieval,246,8544.82291328276,0.1,frozen_V2_new_scoring_window
B1,71,3,N3,encoding,205,134081.96800410084,0.1,frozen_V2_new_scoring_window
B1,71,3,N3,maintenance,363,254260.0361776069,0.1,frozen_V2_new_scoring_window
B1,71,3,N3,retrieval,215,109924.87645980869,0.1,frozen_V2_new_scoring_window
B1,72,3,N3,encoding,205,13840.406622832723,0.1,frozen_V2_new_scoring_window
B1,72,3,N3,maintenance,362,22736.19679262174,0.1,frozen_V2_new_scoring_window
B1,72,3,N3,retrieval,226,11307.74374652349,0.1,frozen_V2_new_scoring_window
B1,73,3,N3,encoding,205,1791.5363211764363,0.1,frozen_V2_new_scoring_window
B1,73,3,N3,maintenance,363,7770.156712289245,0.1,frozen_V2_new_scoring_window
B1,73,3,N3,retrieval,244,10697.53671435988,0.1,frozen_V2_new_scoring_window
B1,74,3,N3,encoding,205,3242.361484440857,0.1,frozen_V2_new_scoring_window
B1,74,3,N3,maintenance,362,18539.595828550373,0.1,frozen_V2_new_scoring_window
B1,74,3,N3,retrieval,287,21162.402364886864,0.1,frozen_V2_new_scoring_window
B1,75,3,N3,encoding,205,3867.0874322121704,0.1,frozen_V2_new_scoring_window
B1,75,3,N3,maintenance,362,16421.566953932754,0.1,frozen_V2_new_scoring_window
B1,75,3,N3,retrieval,258,57895.24044190836,0.1,frozen_V2_new_scoring_window
B1,76,3,N3,encoding,205,5277.779167725143,0.1,frozen_V2_new_scoring_window
B1,76,3,N3,maintenance,362,44259.957494952956,0.1,frozen_V2_new_scoring_window
B1,76,3,N3,retrieval,291,142373.71548372155,0.1,frozen_V2_new_scoring_window
B1,77,3,N3,encoding,205,3435.4807921193715,0.1,frozen_V2_new_scoring_window
B1,77,3,N3,maintenance,363,5091.819408167276,0.1,frozen_V2_new_scoring_window
B1,77,3,N3,retrieval,279,12664.700544611509,0.1,frozen_V2_new_scoring_window
B1,84,4,N3,encoding,205,13639.951916428587,0.1,frozen_V2_new_scoring_window
B1,84,4,N3,maintenance,363,61067.078719476514,0.1,frozen_V2_new_scoring_window
B1,84,4,N3,retrieval,224,67654.63279578372,0.1,frozen_V2_new_scoring_window
B1,86,4,N3,encoding,205,3612.6892443750244,0.1,frozen_V2_new_scoring_window
B1,86,4,N3,maintenance,363,14606.465283668214,0.1,frozen_V2_new_scoring_window
B1,86,4,N3,retrieval,222,15183.714365354368,0.1,frozen_V2_new_scoring_window
