dataset,trial_id,block,model,stage,n_samples,MSE,gap_s,identity
B1,87,4,N3,encoding,205,296.9683660321751,0.1,frozen_V2_new_scoring_window
B1,87,4,N3,maintenance,362,689.3151657794866,0.1,frozen_V2_new_scoring_window
B1,87,4,N3,retrieval,372,4974.754273254638,0.1,frozen_V2_new_scoring_window
B1,89,4,N3,encoding,205,29915.550352144284,0.1,frozen_V2_new_scoring_window
B1,89,4,N3,maintenance,362,117527.76102676087,0.1,frozen_V2_new_scoring_window
B1,89,4,N3,retrieval,220,176098.15122415996,0.1,frozen_V2_new_scoring_window
B1,90,4,N3,encoding,205,62458.62638267448,0.1,frozen_V2_new_scoring_window
B1,90,4,N3,maintenance,363,344498.56549263967,0.1,frozen_V2_new_scoring_window
B1,90,4,N3,retrieval,266,460734.35711350135,0.1,frozen_V2_new_scoring_window
B1,91,4,N3,encoding,205,798.7357399898373,0.1,frozen_V2_new_scoring_window
B1,91,4,N3,maintenance,362,4081.9779788894925,0.1,frozen_V2_new_scoring_window
B1,91,4,N3,retrieval,240,6641.6162525176305,0.1,frozen_V2_new_scoring_window
B1,93,4,N3,encoding,205,1788.326237206272,0.1,frozen_V2_new_scoring_window
B1,93,4,N3,maintenance,362,4092.3083817121465,0.1,frozen_V2_new_scoring_window
B1,93,4,N3,retrieval,235,13330.297772216845,0.1,frozen_V2_new_scoring_window
B1,94,4,N3,encoding,205,1398.4551395511885,0.1,frozen_V2_new_scoring_window
B1,94,4,N3,maintenance,363,2395.1944773694318,0.1,frozen_V2_new_scoring_window
B1,94,4,N3,retrieval,254,3966.678958704425,0.1,frozen_V2_new_scoring_window
B1,95,4,N3,encoding,205,729.9145975545428,0.1,frozen_V2_new_scoring_window
B1,95,4,N3,maintenance,362,162.38518989447076,0.1,frozen_V2_new_scoring_window
B1,95,4,N3,retrieval,186,470.1506790691651,0.1,frozen_V2_new_scoring_window
B1,96,4,N3,encoding,205,657.5653025993797,0.1,frozen_V2_new_scoring_window
B1,96,4,N3,maintenance,362,2824.392762669971,0.1,frozen_V2_new_scoring_window
B1,96,4,N3,retrieval,220,30171.69921759,0.1,frozen_V2_new_scoring_window
B1,98,4,N3,encoding,205,5561.810888013154,0.1,frozen_V2_new_scoring_window
B1,98,4,N3,maintenance,362,23617.25730653505,0.1,frozen_V2_new_scoring_window
B1,98,4,N3,retrieval,281,22970.264911423357,0.1,frozen_V2_new_scoring_window
B1,99,4,N3,encoding,205,12931.753495095361,0.1,frozen_V2_new_scoring_window
B1,99,4,N3,maintenance,363,55547.70354130297,0.1,frozen_V2_new_scoring_window
B1,99,4,N3,retrieval,226,91796.64922058616,0.1,frozen_V2_new_scoring_window
B1,2,0,N2,encoding,205,1333.2245594344352,0.15,frozen_V2_new_scoring_window
B1,2,0,N2,maintenance,363,8002.579036379585,0.15,frozen_V2_new_scoring_window
B1,2,0,N2,retrieval,271,7435.013251657434,0.15,frozen_V2_new_scoring_window
B1,3,0,N2,encoding,205,64523.4828521541,0.15,frozen_V2_new_scoring_window
B1,3,0,N2,maintenance,362,269884.2500227476,0.15,frozen_V2_new_scoring_window
B1,3,0,N2,retrieval,241,281726.0691694925,0.15,frozen_V2_new_scoring_window
B1,4,0,N2,encoding,205,47301.633244760866,0.15,frozen_V2_new_scoring_window
B1,4,0,N2,maintenance,362,138452.94202802304,0.15,frozen_V2_new_scoring_window
B1,4,0,N2,retrieval,223,92911.50175272526,0.15,frozen_V2_new_scoring_window
B1,5,0,N2,encoding,205,39074.79244573991,0.15,frozen_V2_new_scoring_window
B1,5,0,N2,maintenance,362,141535.89009618983,0.15,frozen_V2_new_scoring_window
B1,5,0,N2,retrieval,270,537757.4506403396,0.15,frozen_V2_new_scoring_window
B1,7,0,N2,encoding,205,8684.084959394619,0.15,frozen_V2_new_scoring_window
B1,7,0,N2,maintenance,362,25188.210455991146,0.15,frozen_V2_new_scoring_window
B1,7,0,N2,retrieval,254,36905.30545905239,0.15,frozen_V2_new_scoring_window
B1,8,0,N2,encoding,205,4301.487824813728,0.15,frozen_V2_new_scoring_window
B1,8,0,N2,maintenance,362,2095.472441261431,0.15,frozen_V2_new_scoring_window
B1,8,0,N2,retrieval,210,2529.3110135747843,0.15,frozen_V2_new_scoring_window
B1,9,0,N2,encoding,205,869.9201232368661,0.15,frozen_V2_new_scoring_window
B1,9,0,N2,maintenance,363,385.30855769816674,0.15,frozen_V2_new_scoring_window
B1,9,0,N2,retrieval,415,717.1176553729222,0.15,frozen_V2_new_scoring_window
B1,10,0,N2,encoding,205,478.57530130870515,0.15,frozen_V2_new_scoring_window
B1,10,0,N2,maintenance,363,17565.897861213176,0.15,frozen_V2_new_scoring_window
B1,10,0,N2,retrieval,293,28999.873026461653,0.15,frozen_V2_new_scoring_window
B1,11,0,N2,encoding,205,9086.209436707602,0.15,frozen_V2_new_scoring_window
B1,11,0,N2,maintenance,362,30019.89256310905,0.15,frozen_V2_new_scoring_window
B1,11,0,N2,retrieval,252,16585.126125147228,0.15,frozen_V2_new_scoring_window
B1,12,0,N2,encoding,205,613.0939960602014,0.15,frozen_V2_new_scoring_window
B1,12,0,N2,maintenance,363,1421.1141443595222,0.15,frozen_V2_new_scoring_window
B1,12,0,N2,retrieval,245,1373.0248502351762,0.15,frozen_V2_new_scoring_window
B1,13,0,N2,encoding,205,5632.906821599444,0.15,frozen_V2_new_scoring_window
B1,13,0,N2,maintenance,363,36214.510953699784,0.15,frozen_V2_new_scoring_window
B1,13,0,N2,retrieval,232,43777.70895546853,0.15,frozen_V2_new_scoring_window
B1,15,0,N2,encoding,205,1126.9002233293945,0.15,frozen_V2_new_scoring_window
B1,15,0,N2,maintenance,362,1349.5527073001665,0.15,frozen_V2_new_scoring_window
B1,15,0,N2,retrieval,226,9205.113595253557,0.15,frozen_V2_new_scoring_window
B1,16,0,N2,encoding,205,375.98219101485734,0.15,frozen_V2_new_scoring_window
B1,16,0,N2,maintenance,362,1082.1883389466304,0.15,frozen_V2_new_scoring_window
B1,16,0,N2,retrieval,242,3254.307223748598,0.15,frozen_V2_new_scoring_window
B1,17,0,N2,encoding,205,13458.594707763019,0.15,frozen_V2_new_scoring_window
B1,17,0,N2,maintenance,362,79783.90430617513,0.15,frozen_V2_new_scoring_window
B1,17,0,N2,retrieval,211,100189.29616568315,0.15,frozen_V2_new_scoring_window
B1,24,1,N2,encoding,205,35344.68201880302,0.15,frozen_V2_new_scoring_window
B1,24,1,N2,maintenance,362,144659.82451796648,0.15,frozen_V2_new_scoring_window
B1,24,1,N2,retrieval,230,59566.58126150016,0.15,frozen_V2_new_scoring_window
B1,26,1,N2,encoding,205,2941.2345534464675,0.15,frozen_V2_new_scoring_window
B1,26,1,N2,maintenance,363,48825.940929497374,0.15,frozen_V2_new_scoring_window
B1,26,1,N2,retrieval,207,46293.09922365272,0.15,frozen_V2_new_scoring_window
B1,27,1,N2,encoding,205,3243.6222392850736,0.15,frozen_V2_new_scoring_window
B1,27,1,N2,maintenance,362,6772.645598670356,0.15,frozen_V2_new_scoring_window
B1,27,1,N2,retrieval,215,8453.747345178035,0.15,frozen_V2_new_scoring_window
B1,28,1,N2,encoding,205,127499.80979242736,0.15,frozen_V2_new_scoring_window
B1,28,1,N2,maintenance,363,458561.3112714838,0.15,frozen_V2_new_scoring_window
B1,28,1,N2,retrieval,299,93474.25678879612,0.15,frozen_V2_new_scoring_window
B1,29,1,N2,encoding,205,781.8959707822522,0.15,frozen_V2_new_scoring_window
B1,29,1,N2,maintenance,362,2032.4667905479173,0.15,frozen_V2_new_scoring_window
B1,29,1,N2,retrieval,237,7200.885090113666,0.15,frozen_V2_new_scoring_window
B1,30,1,N2,encoding,205,119815.60641998789,0.15,frozen_V2_new_scoring_window
B1,30,1,N2,maintenance,363,202137.52933719128,0.15,frozen_V2_new_scoring_window
B1,30,1,N2,retrieval,316,11156.360007924723,0.15,frozen_V2_new_scoring_window
B1,31,1,N2,encoding,205,738.5813131185489,0.15,frozen_V2_new_scoring_window
B1,31,1,N2,maintenance,362,6407.862323484636,0.15,frozen_V2_new_scoring_window
B1,31,1,N2,retrieval,238,667.7089893562442,0.15,frozen_V2_new_scoring_window
B1,32,1,N2,encoding,205,84257.86708953753,0.15,frozen_V2_new_scoring_window
B1,32,1,N2,maintenance,362,305316.94745742757,0.15,frozen_V2_new_scoring_window
B1,32,1,N2,retrieval,182,299956.4892549593,0.15,frozen_V2_new_scoring_window
B1,33,1,N2,encoding,205,2216.0302941931686,0.15,frozen_V2_new_scoring_window
B1,33,1,N2,maintenance,362,35696.782215612424,0.15,frozen_V2_new_scoring_window
B1,33,1,N2,retrieval,250,74567.74586467721,0.15,frozen_V2_new_scoring_window
B1,34,1,N2,encoding,205,96023.48736613561,0.15,frozen_V2_new_scoring_window
B1,34,1,N2,maintenance,363,330486.9867863772,0.15,frozen_V2_new_scoring_window
B1,34,1,N2,retrieval,263,176563.56437794786,0.15,frozen_V2_new_scoring_window
B1,35,1,N2,encoding,205,93310.52676695115,0.15,frozen_V2_new_scoring_window
B1,35,1,N2,maintenance,362,430282.9012819744,0.15,frozen_V2_new_scoring_window
B1,35,1,N2,retrieval,264,81039.57240783998,0.15,frozen_V2_new_scoring_window
B1,37,1,N2,encoding,205,18669.065611594346,0.15,frozen_V2_new_scoring_window
B1,37,1,N2,maintenance,362,131908.2963093569,0.15,frozen_V2_new_scoring_window
B1,37,1,N2,retrieval,331,53643.3109730902,0.15,frozen_V2_new_scoring_window
B1,44,2,N2,encoding,205,2140.3215265197323,0.15,frozen_V2_new_scoring_window
B1,44,2,N2,maintenance,362,11157.866623467631,0.15,frozen_V2_new_scoring_window
B1,44,2,N2,retrieval,357,24118.58084192142,0.15,frozen_V2_new_scoring_window
B1,45,2,N2,encoding,205,177.93732854163844,0.15,frozen_V2_new_scoring_window
B1,45,2,N2,maintenance,363,1146.9788340610785,0.15,frozen_V2_new_scoring_window
B1,45,2,N2,retrieval,400,1366.6545429287587,0.15,frozen_V2_new_scoring_window
B1,47,2,N2,encoding,205,44795.40904584428,0.15,frozen_V2_new_scoring_window
B1,47,2,N2,maintenance,362,401630.6051713916,0.15,frozen_V2_new_scoring_window
B1,47,2,N2,retrieval,207,714497.2050949066,0.15,frozen_V2_new_scoring_window
B1,48,2,N2,encoding,205,20870.9381575857,0.15,frozen_V2_new_scoring_window
B1,48,2,N2,maintenance,363,60414.68407981491,0.15,frozen_V2_new_scoring_window
B1,48,2,N2,retrieval,212,104713.76973704253,0.15,frozen_V2_new_scoring_window
B1,49,2,N2,encoding,205,10970.531354057788,0.15,frozen_V2_new_scoring_window
B1,49,2,N2,maintenance,362,94625.03648061205,0.15,frozen_V2_new_scoring_window
B1,49,2,N2,retrieval,285,206149.06640583812,0.15,frozen_V2_new_scoring_window
B1,50,2,N2,encoding,205,207008.85776757926,0.15,frozen_V2_new_scoring_window
B1,50,2,N2,maintenance,362,163960.75294674342,0.15,frozen_V2_new_scoring_window
B1,50,2,N2,retrieval,201,145033.12726117723,0.15,frozen_V2_new_scoring_window
B1,51,2,N2,encoding,205,21796.59334744616,0.15,frozen_V2_new_scoring_window
B1,51,2,N2,maintenance,363,144661.31650504994,0.15,frozen_V2_new_scoring_window
B1,51,2,N2,retrieval,213,322608.1816601769,0.15,frozen_V2_new_scoring_window
B1,52,2,N2,encoding,205,4882.571410586511,0.15,frozen_V2_new_scoring_window
B1,52,2,N2,maintenance,362,2790.956130112065,0.15,frozen_V2_new_scoring_window
B1,52,2,N2,retrieval,252,11298.561953648641,0.15,frozen_V2_new_scoring_window
B1,53,2,N2,encoding,205,452.07506891479136,0.15,frozen_V2_new_scoring_window
B1,53,2,N2,maintenance,363,1378.2269613968745,0.15,frozen_V2_new_scoring_window
B1,53,2,N2,retrieval,189,609.0649628362191,0.15,frozen_V2_new_scoring_window
B1,55,2,N2,encoding,205,128019.14686121291,0.15,frozen_V2_new_scoring_window
B1,55,2,N2,maintenance,362,452271.0152695222,0.15,frozen_V2_new_scoring_window
B1,55,2,N2,retrieval,254,668389.8780117676,0.15,frozen_V2_new_scoring_window
B1,56,2,N2,encoding,205,24530.96090992549,0.15,frozen_V2_new_scoring_window
B1,56,2,N2,maintenance,362,121243.95573516349,0.15,frozen_V2_new_scoring_window
B1,56,2,N2,retrieval,202,426284.92844823044,0.15,frozen_V2_new_scoring_window
B1,57,2,N2,encoding,205,3923.320583284969,0.15,frozen_V2_new_scoring_window
B1,57,2,N2,maintenance,362,14050.471058310886,0.15,frozen_V2_new_scoring_window
B1,57,2,N2,retrieval,218,163849.80564746828,0.15,frozen_V2_new_scoring_window
B1,64,3,N2,encoding,205,9434.979882950925,0.15,frozen_V2_new_scoring_window
B1,64,3,N2,maintenance,363,53793.248014182536,0.15,frozen_V2_new_scoring_window
B1,64,3,N2,retrieval,223,100194.09513270628,0.15,frozen_V2_new_scoring_window
B1,65,3,N2,encoding,205,9157.420124487595,0.15,frozen_V2_new_scoring_window
B1,65,3,N2,maintenance,362,18529.044544377834,0.15,frozen_V2_new_scoring_window
B1,65,3,N2,retrieval,267,64867.55287550185,0.15,frozen_V2_new_scoring_window
B1,66,3,N2,encoding,205,31714.937096662674,0.15,frozen_V2_new_scoring_window
B1,66,3,N2,maintenance,363,58087.112836616616,0.15,frozen_V2_new_scoring_window
B1,66,3,N2,retrieval,188,96283.1586425541,0.15,frozen_V2_new_scoring_window
B1,67,3,N2,encoding,205,10272.829113138565,0.15,frozen_V2_new_scoring_window
B1,67,3,N2,maintenance,362,83510.81447485926,0.15,frozen_V2_new_scoring_window
B1,67,3,N2,retrieval,206,127675.04891300572,0.15,frozen_V2_new_scoring_window
B1,68,3,N2,encoding,205,1512.9024965352394,0.15,frozen_V2_new_scoring_window
B1,68,3,N2,maintenance,362,2040.7788060031562,0.15,frozen_V2_new_scoring_window
B1,68,3,N2,retrieval,293,1601.0903296464382,0.15,frozen_V2_new_scoring_window
B1,69,3,N2,encoding,205,67779.3996418249,0.15,frozen_V2_new_scoring_window
B1,69,3,N2,maintenance,362,318153.5800068114,0.15,frozen_V2_new_scoring_window
B1,69,3,N2,retrieval,232,92481.37730258293,0.15,frozen_V2_new_scoring_window
B1,70,3,N2,encoding,205,9798.62486989047,0.15,frozen_V2_new_scoring_window
B1,70,3,N2,maintenance,362,3435.117495968183,0.15,frozen_V2_new_scoring_window
B1,70,3,N2,retrieval,233,6912.991803821372,0.15,frozen_V2_new_scoring_window
B1,71,3,N2,encoding,205,133263.92275371205,0.15,frozen_V2_new_scoring_window
B1,71,3,N2,maintenance,363,260535.41004961325,0.15,frozen_V2_new_scoring_window
B1,71,3,N2,retrieval,202,110834.84655485064,0.15,frozen_V2_new_scoring_window
B1,72,3,N2,encoding,205,15690.80576971512,0.15,frozen_V2_new_scoring_window
B1,72,3,N2,maintenance,362,21786.530013630196,0.15,frozen_V2_new_scoring_window
B1,72,3,N2,retrieval,213,12225.863927385159,0.15,frozen_V2_new_scoring_window
B1,73,3,N2,encoding,205,1879.827773807461,0.15,frozen_V2_new_scoring_window
B1,73,3,N2,maintenance,363,8092.603403011041,0.15,frozen_V2_new_scoring_window
B1,73,3,N2,retrieval,231,10597.351393679575,0.15,frozen_V2_new_scoring_window
B1,74,3,N2,encoding,205,3998.4665189167695,0.15,frozen_V2_new_scoring_window
B1,74,3,N2,maintenance,362,19825.331295817417,0.15,frozen_V2_new_scoring_window
B1,74,3,N2,retrieval,274,19971.983237333297,0.15,frozen_V2_new_scoring_window
B1,75,3,N2,encoding,205,4079.7338663658356,0.15,frozen_V2_new_scoring_window
B1,75,3,N2,maintenance,362,15616.617449938698,0.15,frozen_V2_new_scoring_window
B1,75,3,N2,retrieval,245,56446.03065445094,0.15,frozen_V2_new_scoring_window
B1,76,3,N2,encoding,205,5469.869174338724,0.15,frozen_V2_new_scoring_window
B1,76,3,N2,maintenance,362,47124.67820724281,0.15,frozen_V2_new_scoring_window
B1,76,3,N2,retrieval,278,149473.76939417972,0.15,frozen_V2_new_scoring_window
B1,77,3,N2,encoding,205,3042.3939905842885,0.15,frozen_V2_new_scoring_window
B1,77,3,N2,maintenance,363,5091.41618141904,0.15,frozen_V2_new_scoring_window
B1,77,3,N2,retrieval,266,10053.394988453438,0.15,frozen_V2_new_scoring_window
B1,84,4,N2,encoding,205,13631.085677671048,0.15,frozen_V2_new_scoring_window
B1,84,4,N2,maintenance,363,60617.703424413165,0.15,frozen_V2_new_scoring_window
B1,84,4,N2,retrieval,211,68220.15313675672,0.15,frozen_V2_new_scoring_window
B1,86,4,N2,encoding,205,3550.3220542591353,0.15,frozen_V2_new_scoring_window
B1,86,4,N2,maintenance,363,14259.29440729536,0.15,frozen_V2_new_scoring_window
B1,86,4,N2,retrieval,209,15545.955365791435,0.15,frozen_V2_new_scoring_window
B1,87,4,N2,encoding,205,276.7066353546917,0.15,frozen_V2_new_scoring_window
B1,87,4,N2,maintenance,362,637.0419783124189,0.15,frozen_V2_new_scoring_window
B1,87,4,N2,retrieval,359,5067.5444169594675,0.15,frozen_V2_new_scoring_window
B1,89,4,N2,encoding,205,29929.090140053107,0.15,frozen_V2_new_scoring_window
B1,89,4,N2,maintenance,362,117600.978346011,0.15,frozen_V2_new_scoring_window
B1,89,4,N2,retrieval,207,178163.0195701849,0.15,frozen_V2_new_scoring_window
B1,90,4,N2,encoding,205,62623.74985047872,0.15,frozen_V2_new_scoring_window
B1,90,4,N2,maintenance,363,345148.18536706426,0.15,frozen_V2_new_scoring_window
B1,90,4,N2,retrieval,253,462361.19846084184,0.15,frozen_V2_new_scoring_window
B1,91,4,N2,encoding,205,804.2725473179548,0.15,frozen_V2_new_scoring_window
B1,91,4,N2,maintenance,362,4045.464383280164,0.15,frozen_V2_new_scoring_window
B1,91,4,N2,retrieval,227,6561.265460585363,0.15,frozen_V2_new_scoring_window
B1,93,4,N2,encoding,205,1777.878546612373,0.15,frozen_V2_new_scoring_window
B1,93,4,N2,maintenance,362,4204.632650509574,0.15,frozen_V2_new_scoring_window
B1,93,4,N2,retrieval,222,12445.369486687394,0.15,frozen_V2_new_scoring_window
B1,94,4,N2,encoding,205,1361.1050763082271,0.15,frozen_V2_new_scoring_window
B1,94,4,N2,maintenance,363,2337.946598951569,0.15,frozen_V2_new_scoring_window
B1,94,4,N2,retrieval,241,4013.8935350826728,0.15,frozen_V2_new_scoring_window
B1,95,4,N2,encoding,205,724.1041058382218,0.15,frozen_V2_new_scoring_window
B1,95,4,N2,maintenance,362,150.68458619000444,0.15,frozen_V2_new_scoring_window
B1,95,4,N2,retrieval,173,352.47081437207464,0.15,frozen_V2_new_scoring_window
B1,96,4,N2,encoding,205,649.9960292564563,0.15,frozen_V2_new_scoring_window
B1,96,4,N2,maintenance,362,2774.3684529211746,0.15,frozen_V2_new_scoring_window
B1,96,4,N2,retrieval,207,31187.895046380454,0.15,frozen_V2_new_scoring_window
B1,98,4,N2,encoding,205,5499.38242070202,0.15,frozen_V2_new_scoring_window
B1,98,4,N2,maintenance,362,23539.99851669546,0.15,frozen_V2_new_scoring_window
B1,98,4,N2,retrieval,268,23344.483753425546,0.15,frozen_V2_new_scoring_window
B1,99,4,N2,encoding,205,12922.849652947663,0.15,frozen_V2_new_scoring_window
B1,99,4,N2,maintenance,363,55206.93145571772,0.15,frozen_V2_new_scoring_window
B1,99,4,N2,retrieval,213,91732.24856262884,0.15,frozen_V2_new_scoring_window
B1,2,0,N3,encoding,205,1304.9327819109205,0.15,frozen_V2_new_scoring_window
B1,2,0,N3,maintenance,363,7860.0508790835465,0.15,frozen_V2_new_scoring_window
B1,2,0,N3,retrieval,271,8986.758357747474,0.15,frozen_V2_new_scoring_window
B1,3,0,N3,encoding,205,69929.27152845472,0.15,frozen_V2_new_scoring_window
B1,3,0,N3,maintenance,362,263074.17953025614,0.15,frozen_V2_new_scoring_window
B1,3,0,N3,retrieval,241,276038.5139328214,0.15,frozen_V2_new_scoring_window
B1,4,0,N3,encoding,205,50684.22084623919,0.15,frozen_V2_new_scoring_window
B1,4,0,N3,maintenance,362,136825.30623622763,0.15,frozen_V2_new_scoring_window
B1,4,0,N3,retrieval,223,92235.97165225331,0.15,frozen_V2_new_scoring_window
B1,5,0,N3,encoding,205,36117.58646415955,0.15,frozen_V2_new_scoring_window
B1,5,0,N3,maintenance,362,134894.98974928795,0.15,frozen_V2_new_scoring_window
B1,5,0,N3,retrieval,270,535076.0619101111,0.15,frozen_V2_new_scoring_window
B1,7,0,N3,encoding,205,7386.237295136434,0.15,frozen_V2_new_scoring_window
B1,7,0,N3,maintenance,362,25920.222773481964,0.15,frozen_V2_new_scoring_window
B1,7,0,N3,retrieval,254,34626.3019888029,0.15,frozen_V2_new_scoring_window
B1,8,0,N3,encoding,205,2721.0426523423716,0.15,frozen_V2_new_scoring_window
B1,8,0,N3,maintenance,362,2152.6692902105183,0.15,frozen_V2_new_scoring_window
B1,8,0,N3,retrieval,210,1646.454536787725,0.15,frozen_V2_new_scoring_window
B1,9,0,N3,encoding,205,374.87914633105765,0.15,frozen_V2_new_scoring_window
B1,9,0,N3,maintenance,363,130.52926847503952,0.15,frozen_V2_new_scoring_window
B1,9,0,N3,retrieval,415,250.87497702548728,0.15,frozen_V2_new_scoring_window
B1,10,0,N3,encoding,205,147.14568739651983,0.15,frozen_V2_new_scoring_window
B1,10,0,N3,maintenance,363,14952.909578211738,0.15,frozen_V2_new_scoring_window
B1,10,0,N3,retrieval,293,30849.269642370262,0.15,frozen_V2_new_scoring_window
B1,11,0,N3,encoding,205,10359.507617193043,0.15,frozen_V2_new_scoring_window
B1,11,0,N3,maintenance,362,29069.177911954423,0.15,frozen_V2_new_scoring_window
B1,11,0,N3,retrieval,252,18036.292867797598,0.15,frozen_V2_new_scoring_window
B1,12,0,N3,encoding,205,241.03642575134185,0.15,frozen_V2_new_scoring_window
B1,12,0,N3,maintenance,363,1385.0646506453431,0.15,frozen_V2_new_scoring_window
B1,12,0,N3,retrieval,245,865.9605169290135,0.15,frozen_V2_new_scoring_window
B1,13,0,N3,encoding,205,6560.6003916965265,0.15,frozen_V2_new_scoring_window
B1,13,0,N3,maintenance,363,34755.541981524024,0.15,frozen_V2_new_scoring_window
B1,13,0,N3,retrieval,232,46043.54284623754,0.15,frozen_V2_new_scoring_window
B1,15,0,N3,encoding,205,568.7189611784389,0.15,frozen_V2_new_scoring_window
B1,15,0,N3,maintenance,362,918.2230050722203,0.15,frozen_V2_new_scoring_window
B1,15,0,N3,retrieval,226,7025.662899651352,0.15,frozen_V2_new_scoring_window
B1,16,0,N3,encoding,205,194.6581003429353,0.15,frozen_V2_new_scoring_window
B1,16,0,N3,maintenance,362,1538.6249492415352,0.15,frozen_V2_new_scoring_window
B1,16,0,N3,retrieval,242,2674.256453959409,0.15,frozen_V2_new_scoring_window
B1,17,0,N3,encoding,205,15769.626582975901,0.15,frozen_V2_new_scoring_window
B1,17,0,N3,maintenance,362,80170.66953675653,0.15,frozen_V2_new_scoring_window
B1,17,0,N3,retrieval,211,101082.23094532148,0.15,frozen_V2_new_scoring_window
B1,24,1,N3,encoding,205,32713.87965726427,0.15,frozen_V2_new_scoring_window
