dataset,trial_id,block,model,stage,n_samples,MSE,identity
B2,46,2,N2,retrieval,280,85071.71197363468,new_nested_refit
B2,47,2,N2,encoding,205,8959.63779552341,new_nested_refit
B2,47,2,N2,maintenance,363,10528.46083363057,new_nested_refit
B2,47,2,N2,retrieval,328,46581.95351239847,new_nested_refit
B2,48,2,N2,encoding,205,18262.17427833656,new_nested_refit
B2,48,2,N2,maintenance,362,138980.16440694183,new_nested_refit
B2,48,2,N2,retrieval,373,109011.08469571196,new_nested_refit
B2,49,2,N2,encoding,205,83215.44830869953,new_nested_refit
B2,49,2,N2,maintenance,362,535599.9035002507,new_nested_refit
B2,49,2,N2,retrieval,313,498531.91335830186,new_nested_refit
B2,50,2,N2,encoding,205,595418.7780746731,new_nested_refit
B2,50,2,N2,maintenance,363,337480.23217312136,new_nested_refit
B2,50,2,N2,retrieval,326,102579.18651151432,new_nested_refit
B2,51,2,N2,encoding,205,108621.02342339406,new_nested_refit
B2,51,2,N2,maintenance,363,733852.8596090969,new_nested_refit
B2,51,2,N2,retrieval,330,749783.8666373735,new_nested_refit
B2,52,2,N2,encoding,205,3234.836201359152,new_nested_refit
B2,52,2,N2,maintenance,362,4287.2657954593205,new_nested_refit
B2,52,2,N2,retrieval,323,21909.938718618363,new_nested_refit
B2,53,2,N2,encoding,205,121327.0765963598,new_nested_refit
B2,53,2,N2,maintenance,363,270046.4234249042,new_nested_refit
B2,53,2,N2,retrieval,270,104863.88954724968,new_nested_refit
B2,55,2,N2,encoding,205,27751.084484451127,new_nested_refit
B2,55,2,N2,maintenance,363,40138.74499250146,new_nested_refit
B2,55,2,N2,retrieval,254,31825.987508621605,new_nested_refit
B2,56,2,N2,encoding,205,51783.881588103555,new_nested_refit
B2,56,2,N2,maintenance,362,451628.0405480521,new_nested_refit
B2,56,2,N2,retrieval,279,215463.03004160058,new_nested_refit
B2,57,2,N2,encoding,205,270932.8370921107,new_nested_refit
B2,57,2,N2,maintenance,363,672900.5131554509,new_nested_refit
B2,57,2,N2,retrieval,293,78815.69643916145,new_nested_refit
B2,64,3,N2,encoding,205,56639.74183290062,new_nested_refit
B2,64,3,N2,maintenance,363,46038.72217590508,new_nested_refit
B2,64,3,N2,retrieval,288,34823.388906013046,new_nested_refit
B2,65,3,N2,encoding,205,101614.32767513939,new_nested_refit
B2,65,3,N2,maintenance,362,212874.610207613,new_nested_refit
B2,65,3,N2,retrieval,282,263188.8160952936,new_nested_refit
B2,66,3,N2,encoding,205,114825.50445400966,new_nested_refit
B2,66,3,N2,maintenance,363,306029.3392339773,new_nested_refit
B2,66,3,N2,retrieval,323,245862.1348463866,new_nested_refit
B2,67,3,N2,encoding,205,15049.556786446783,new_nested_refit
B2,67,3,N2,maintenance,362,11672.206310086083,new_nested_refit
B2,67,3,N2,retrieval,296,66170.87002613551,new_nested_refit
B2,68,3,N2,encoding,205,102319.58606561732,new_nested_refit
B2,68,3,N2,maintenance,363,63815.642916396944,new_nested_refit
B2,68,3,N2,retrieval,332,103522.54604467124,new_nested_refit
B2,69,3,N2,encoding,205,99530.39412141783,new_nested_refit
B2,69,3,N2,maintenance,362,333116.4114062044,new_nested_refit
B2,69,3,N2,retrieval,319,301579.4750457034,new_nested_refit
B2,70,3,N2,encoding,205,41591.07713029886,new_nested_refit
B2,70,3,N2,maintenance,363,52174.8325391412,new_nested_refit
B2,70,3,N2,retrieval,270,18286.187531980027,new_nested_refit
B2,71,3,N2,encoding,205,38924.47286102469,new_nested_refit
B2,71,3,N2,maintenance,363,139908.5193060023,new_nested_refit
B2,71,3,N2,retrieval,352,129328.95896571626,new_nested_refit
B2,72,3,N2,encoding,205,54990.749161222746,new_nested_refit
B2,72,3,N2,maintenance,363,23569.235673915366,new_nested_refit
B2,72,3,N2,retrieval,280,11889.180016730576,new_nested_refit
B2,73,3,N2,encoding,205,2312.8654825584795,new_nested_refit
B2,73,3,N2,maintenance,362,7145.318441621036,new_nested_refit
B2,73,3,N2,retrieval,314,4407.168788960977,new_nested_refit
B2,74,3,N2,encoding,205,121811.51794272053,new_nested_refit
B2,74,3,N2,maintenance,363,108363.91488596144,new_nested_refit
B2,74,3,N2,retrieval,317,70877.75573643841,new_nested_refit
B2,75,3,N2,encoding,205,36344.430655702636,new_nested_refit
B2,75,3,N2,maintenance,363,49275.08076205374,new_nested_refit
B2,75,3,N2,retrieval,359,28705.751132419507,new_nested_refit
B2,76,3,N2,encoding,205,17855.82702776702,new_nested_refit
B2,76,3,N2,maintenance,362,88851.70195144412,new_nested_refit
B2,76,3,N2,retrieval,392,35614.18659124183,new_nested_refit
B2,77,3,N2,encoding,205,32637.259296012875,new_nested_refit
B2,77,3,N2,maintenance,363,16824.727796597464,new_nested_refit
B2,77,3,N2,retrieval,256,5403.453112903494,new_nested_refit
B2,84,4,N2,encoding,205,4227.969000421761,new_nested_refit
B2,84,4,N2,maintenance,363,7621.4846116893195,new_nested_refit
B2,84,4,N2,retrieval,329,15309.392078811064,new_nested_refit
B2,85,4,N2,encoding,205,489670.57735478005,new_nested_refit
B2,85,4,N2,maintenance,362,573058.0229215922,new_nested_refit
B2,85,4,N2,retrieval,374,860896.4589260163,new_nested_refit
B2,86,4,N2,encoding,205,11338.618742861807,new_nested_refit
B2,86,4,N2,maintenance,363,25396.42160923472,new_nested_refit
B2,86,4,N2,retrieval,304,133980.18096048076,new_nested_refit
B2,87,4,N2,encoding,205,39081.3690050119,new_nested_refit
B2,87,4,N2,maintenance,362,196587.0179001273,new_nested_refit
B2,87,4,N2,retrieval,275,450264.57974105695,new_nested_refit
B2,88,4,N2,encoding,205,165629.260503624,new_nested_refit
B2,88,4,N2,maintenance,363,202162.54456074612,new_nested_refit
B2,88,4,N2,retrieval,277,26839.12539988065,new_nested_refit
B2,89,4,N2,encoding,205,46722.52481687276,new_nested_refit
B2,89,4,N2,maintenance,362,703476.8184324399,new_nested_refit
B2,89,4,N2,retrieval,302,571954.7093076379,new_nested_refit
B2,90,4,N2,encoding,205,130699.69349534286,new_nested_refit
B2,90,4,N2,maintenance,363,298675.1847971579,new_nested_refit
B2,90,4,N2,retrieval,300,150549.9016065448,new_nested_refit
B2,91,4,N2,encoding,205,94837.88145397206,new_nested_refit
B2,91,4,N2,maintenance,362,247658.46042896382,new_nested_refit
B2,91,4,N2,retrieval,269,98666.89311907426,new_nested_refit
B2,92,4,N2,encoding,205,10291.908341106277,new_nested_refit
B2,92,4,N2,maintenance,363,30161.48583010943,new_nested_refit
B2,92,4,N2,retrieval,346,36410.3600835195,new_nested_refit
B2,93,4,N2,encoding,205,41154.5428985492,new_nested_refit
B2,93,4,N2,maintenance,362,69925.32532161288,new_nested_refit
B2,93,4,N2,retrieval,271,39277.545098734365,new_nested_refit
B2,94,4,N2,encoding,205,5774.912860662337,new_nested_refit
B2,94,4,N2,maintenance,363,35363.327796935155,new_nested_refit
B2,94,4,N2,retrieval,378,39324.62795652511,new_nested_refit
B2,95,4,N2,encoding,205,4533.48767657513,new_nested_refit
B2,95,4,N2,maintenance,362,55019.88648269333,new_nested_refit
B2,95,4,N2,retrieval,265,133306.18387279633,new_nested_refit
B2,96,4,N2,encoding,205,54896.76929495543,new_nested_refit
B2,96,4,N2,maintenance,363,156054.93125192157,new_nested_refit
B2,96,4,N2,retrieval,410,118169.32027054076,new_nested_refit
B2,97,4,N2,encoding,205,24970.378715029066,new_nested_refit
B2,97,4,N2,maintenance,363,46614.97666824618,new_nested_refit
B2,97,4,N2,retrieval,410,47755.94471146002,new_nested_refit
B2,98,4,N2,encoding,205,6793.400695538382,new_nested_refit
B2,98,4,N2,maintenance,363,23260.09047357841,new_nested_refit
B2,98,4,N2,retrieval,327,55097.10942285769,new_nested_refit
B2,99,4,N2,encoding,205,74547.72345613764,new_nested_refit
B2,99,4,N2,maintenance,363,336100.21106610895,new_nested_refit
B2,99,4,N2,retrieval,299,625828.9495102748,new_nested_refit
B2,2,0,N3,encoding,205,278018.61345619906,new_nested_refit
B2,2,0,N3,maintenance,362,286702.7439494202,new_nested_refit
B2,2,0,N3,retrieval,385,307390.3389188171,new_nested_refit
B2,3,0,N3,encoding,205,18127.260901906582,new_nested_refit
B2,3,0,N3,maintenance,363,90382.99175475015,new_nested_refit
B2,3,0,N3,retrieval,384,190649.9423686208,new_nested_refit
B2,4,0,N3,encoding,205,19725.07929820032,new_nested_refit
B2,4,0,N3,maintenance,363,149170.55260843816,new_nested_refit
B2,4,0,N3,retrieval,248,358055.42878260673,new_nested_refit
B2,5,0,N3,encoding,205,24362.29100643497,new_nested_refit
B2,5,0,N3,maintenance,363,71635.85384699017,new_nested_refit
B2,5,0,N3,retrieval,285,11405.884115437684,new_nested_refit
B2,6,0,N3,encoding,205,147778.6056943736,new_nested_refit
B2,6,0,N3,maintenance,362,112700.68947942976,new_nested_refit
B2,6,0,N3,retrieval,284,26804.30093859788,new_nested_refit
B2,7,0,N3,encoding,205,143469.3702627213,new_nested_refit
B2,7,0,N3,maintenance,363,255954.07442879883,new_nested_refit
B2,7,0,N3,retrieval,297,295810.33968177676,new_nested_refit
B2,8,0,N3,encoding,205,18287.70495445363,new_nested_refit
B2,8,0,N3,maintenance,362,15472.405576050998,new_nested_refit
B2,8,0,N3,retrieval,257,85548.13208635632,new_nested_refit
B2,9,0,N3,encoding,205,11089.729185341832,new_nested_refit
B2,9,0,N3,maintenance,362,40678.45524337365,new_nested_refit
B2,9,0,N3,retrieval,252,97569.73204587979,new_nested_refit
B2,10,0,N3,encoding,205,487300.5228321632,new_nested_refit
B2,10,0,N3,maintenance,362,691858.2938581478,new_nested_refit
B2,10,0,N3,retrieval,290,497126.63517260057,new_nested_refit
B2,11,0,N3,encoding,205,27925.07326793656,new_nested_refit
B2,11,0,N3,maintenance,362,268352.42231238144,new_nested_refit
B2,11,0,N3,retrieval,330,274998.5639580613,new_nested_refit
B2,12,0,N3,encoding,205,87250.35549853928,new_nested_refit
B2,12,0,N3,maintenance,363,199807.23859068874,new_nested_refit
B2,12,0,N3,retrieval,365,75754.93708977354,new_nested_refit
B2,13,0,N3,encoding,205,5337.314941588024,new_nested_refit
B2,13,0,N3,maintenance,362,35767.005499885476,new_nested_refit
B2,13,0,N3,retrieval,329,270175.89058377605,new_nested_refit
B2,15,0,N3,encoding,205,75434.3351423175,new_nested_refit
B2,15,0,N3,maintenance,362,202548.39575565088,new_nested_refit
B2,15,0,N3,retrieval,347,304697.9587512601,new_nested_refit
B2,17,0,N3,encoding,205,20084.15240147901,new_nested_refit
B2,17,0,N3,maintenance,362,18623.002590750093,new_nested_refit
B2,17,0,N3,retrieval,304,13140.435420168216,new_nested_refit
B2,24,1,N3,encoding,205,45326.21332304855,new_nested_refit
B2,24,1,N3,maintenance,362,202529.9526047098,new_nested_refit
B2,24,1,N3,retrieval,324,180051.6104741958,new_nested_refit
B2,25,1,N3,encoding,205,115347.69632555578,new_nested_refit
B2,25,1,N3,maintenance,363,776428.2877225333,new_nested_refit
B2,25,1,N3,retrieval,309,673860.711983154,new_nested_refit
B2,26,1,N3,encoding,205,17300.835479437475,new_nested_refit
B2,26,1,N3,maintenance,362,175236.34713630134,new_nested_refit
B2,26,1,N3,retrieval,315,243202.9752337431,new_nested_refit
B2,27,1,N3,encoding,205,19066.889268035855,new_nested_refit
B2,27,1,N3,maintenance,363,94463.84446917029,new_nested_refit
B2,27,1,N3,retrieval,347,54658.99373889279,new_nested_refit
B2,28,1,N3,encoding,205,1508.4419547146736,new_nested_refit
B2,28,1,N3,maintenance,362,5697.2172829928895,new_nested_refit
B2,28,1,N3,retrieval,273,10229.666187470028,new_nested_refit
B2,29,1,N3,encoding,205,92370.84102909648,new_nested_refit
B2,29,1,N3,maintenance,363,828755.965077794,new_nested_refit
B2,29,1,N3,retrieval,303,839507.9440864221,new_nested_refit
B2,30,1,N3,encoding,205,44229.22185525317,new_nested_refit
B2,30,1,N3,maintenance,362,284412.83651321405,new_nested_refit
B2,30,1,N3,retrieval,335,349202.791308159,new_nested_refit
B2,31,1,N3,encoding,205,69603.82003008701,new_nested_refit
B2,31,1,N3,maintenance,363,287013.55575083755,new_nested_refit
B2,31,1,N3,retrieval,321,134433.724898273,new_nested_refit
B2,32,1,N3,encoding,205,63222.54845894454,new_nested_refit
B2,32,1,N3,maintenance,362,619921.694392575,new_nested_refit
B2,32,1,N3,retrieval,265,1268703.8614122954,new_nested_refit
B2,33,1,N3,encoding,205,27388.210850270545,new_nested_refit
B2,33,1,N3,maintenance,363,137893.47609676165,new_nested_refit
B2,33,1,N3,retrieval,305,32908.27917475731,new_nested_refit
B2,34,1,N3,encoding,205,75726.51398522967,new_nested_refit
B2,34,1,N3,maintenance,363,230100.0633047696,new_nested_refit
B2,34,1,N3,retrieval,318,197819.36485133623,new_nested_refit
B2,35,1,N3,encoding,205,66910.92371013989,new_nested_refit
B2,35,1,N3,maintenance,363,314045.4354152181,new_nested_refit
B2,35,1,N3,retrieval,337,277767.7311498336,new_nested_refit
B2,36,1,N3,encoding,205,89491.46094468718,new_nested_refit
B2,36,1,N3,maintenance,362,124600.50210881289,new_nested_refit
B2,36,1,N3,retrieval,300,33612.5082645648,new_nested_refit
B2,37,1,N3,encoding,205,5125.831506686203,new_nested_refit
B2,37,1,N3,maintenance,363,15723.402207357994,new_nested_refit
B2,37,1,N3,retrieval,329,137841.88350587606,new_nested_refit
B2,44,2,N3,encoding,205,6291.340575237119,new_nested_refit
B2,44,2,N3,maintenance,363,8307.202130508771,new_nested_refit
B2,44,2,N3,retrieval,358,91172.04104694827,new_nested_refit
B2,45,2,N3,encoding,205,56830.94491329583,new_nested_refit
B2,45,2,N3,maintenance,363,19671.04709108752,new_nested_refit
B2,45,2,N3,retrieval,301,14248.957198809803,new_nested_refit
B2,46,2,N3,encoding,205,22782.54354953605,new_nested_refit
B2,46,2,N3,maintenance,362,158132.64498947174,new_nested_refit
B2,46,2,N3,retrieval,280,65968.43355004751,new_nested_refit
B2,47,2,N3,encoding,205,3654.6704838091196,new_nested_refit
B2,47,2,N3,maintenance,363,4796.225831135286,new_nested_refit
B2,47,2,N3,retrieval,328,54950.42129309319,new_nested_refit
B2,48,2,N3,encoding,205,19247.38212421341,new_nested_refit
B2,48,2,N3,maintenance,362,144087.5774186576,new_nested_refit
B2,48,2,N3,retrieval,373,129663.7704093998,new_nested_refit
B2,49,2,N3,encoding,205,62382.058608647356,new_nested_refit
B2,49,2,N3,maintenance,362,573275.7846138593,new_nested_refit
B2,49,2,N3,retrieval,313,461154.24142293097,new_nested_refit
B2,50,2,N3,encoding,205,607564.5743830772,new_nested_refit
B2,50,2,N3,maintenance,363,337461.0042218743,new_nested_refit
B2,50,2,N3,retrieval,326,96559.66482758915,new_nested_refit
B2,51,2,N3,encoding,205,104257.73313351531,new_nested_refit
B2,51,2,N3,maintenance,363,716786.4528075204,new_nested_refit
B2,51,2,N3,retrieval,330,694540.651317922,new_nested_refit
B2,52,2,N3,encoding,205,3769.900061186165,new_nested_refit
B2,52,2,N3,maintenance,362,5029.152896209672,new_nested_refit
B2,52,2,N3,retrieval,323,28203.054033798417,new_nested_refit
B2,53,2,N3,encoding,205,98763.72283984727,new_nested_refit
B2,53,2,N3,maintenance,363,288988.90991516307,new_nested_refit
B2,53,2,N3,retrieval,270,88127.97655787467,new_nested_refit
B2,55,2,N3,encoding,205,18083.242544020883,new_nested_refit
B2,55,2,N3,maintenance,363,45990.3891196373,new_nested_refit
B2,55,2,N3,retrieval,254,28976.037465987,new_nested_refit
B2,56,2,N3,encoding,205,52852.43563445222,new_nested_refit
B2,56,2,N3,maintenance,362,460029.4048811658,new_nested_refit
B2,56,2,N3,retrieval,279,258313.84223661685,new_nested_refit
B2,57,2,N3,encoding,205,277767.58943115314,new_nested_refit
B2,57,2,N3,maintenance,363,684684.0162049577,new_nested_refit
B2,57,2,N3,retrieval,293,100323.98688699171,new_nested_refit
B2,64,3,N3,encoding,205,55129.49252056354,new_nested_refit
B2,64,3,N3,maintenance,363,45914.367630473156,new_nested_refit
B2,64,3,N3,retrieval,288,33623.4538241334,new_nested_refit
B2,65,3,N3,encoding,205,50896.158245319566,new_nested_refit
B2,65,3,N3,maintenance,362,230427.00395847834,new_nested_refit
B2,65,3,N3,retrieval,282,381810.97798290016,new_nested_refit
B2,66,3,N3,encoding,205,161632.40845184695,new_nested_refit
B2,66,3,N3,maintenance,363,354638.4858523508,new_nested_refit
B2,66,3,N3,retrieval,323,209049.2769549607,new_nested_refit
B2,67,3,N3,encoding,205,7932.1639388517715,new_nested_refit
B2,67,3,N3,maintenance,362,14811.161816332733,new_nested_refit
B2,67,3,N3,retrieval,296,30026.30945713297,new_nested_refit
B2,68,3,N3,encoding,205,170413.0018907485,new_nested_refit
B2,68,3,N3,maintenance,363,109991.82846286376,new_nested_refit
B2,68,3,N3,retrieval,332,70804.8129542968,new_nested_refit
B2,69,3,N3,encoding,205,96308.75418106056,new_nested_refit
B2,69,3,N3,maintenance,362,347944.82161251333,new_nested_refit
B2,69,3,N3,retrieval,319,286157.0276752579,new_nested_refit
B2,70,3,N3,encoding,205,38943.33298426841,new_nested_refit
B2,70,3,N3,maintenance,363,58573.09475126971,new_nested_refit
B2,70,3,N3,retrieval,270,16580.826785712838,new_nested_refit
B2,71,3,N3,encoding,205,12192.017921435052,new_nested_refit
B2,71,3,N3,maintenance,363,82342.98608879946,new_nested_refit
B2,71,3,N3,retrieval,352,76502.2687699365,new_nested_refit
B2,72,3,N3,encoding,205,32562.50095945716,new_nested_refit
B2,72,3,N3,maintenance,363,51140.495479322,new_nested_refit
B2,72,3,N3,retrieval,280,9810.35709373312,new_nested_refit
B2,73,3,N3,encoding,205,9284.595309299755,new_nested_refit
B2,73,3,N3,maintenance,362,19663.061907242783,new_nested_refit
B2,73,3,N3,retrieval,314,17232.847917529878,new_nested_refit
B2,74,3,N3,encoding,205,121503.21305265024,new_nested_refit
B2,74,3,N3,maintenance,363,118615.10708035457,new_nested_refit
B2,74,3,N3,retrieval,317,62462.6728752399,new_nested_refit
B2,75,3,N3,encoding,205,35280.9836267602,new_nested_refit
B2,75,3,N3,maintenance,363,57116.0330281727,new_nested_refit
B2,75,3,N3,retrieval,359,13833.379893735017,new_nested_refit
B2,76,3,N3,encoding,205,7389.084172495933,new_nested_refit
B2,76,3,N3,maintenance,362,134782.10390187893,new_nested_refit
B2,76,3,N3,retrieval,392,73369.97689615085,new_nested_refit
B2,77,3,N3,encoding,205,7467.277734301009,new_nested_refit
B2,77,3,N3,maintenance,363,10632.752089581914,new_nested_refit
B2,77,3,N3,retrieval,256,26247.541511058516,new_nested_refit
B2,84,4,N3,encoding,205,11864.68606566931,new_nested_refit
B2,84,4,N3,maintenance,363,21817.852852218777,new_nested_refit
B2,84,4,N3,retrieval,329,23532.314071557277,new_nested_refit
B2,85,4,N3,encoding,205,570226.1858017852,new_nested_refit
B2,85,4,N3,maintenance,362,650659.2916700603,new_nested_refit
B2,85,4,N3,retrieval,374,921920.7992177425,new_nested_refit
B2,86,4,N3,encoding,205,4840.208470322887,new_nested_refit
B2,86,4,N3,maintenance,363,36407.54240689659,new_nested_refit
B2,86,4,N3,retrieval,304,207321.19666917983,new_nested_refit
B2,87,4,N3,encoding,205,19125.75916983116,new_nested_refit
B2,87,4,N3,maintenance,362,141458.24317740917,new_nested_refit
B2,87,4,N3,retrieval,275,413207.72965940164,new_nested_refit
B2,88,4,N3,encoding,205,217774.38688188625,new_nested_refit
B2,88,4,N3,maintenance,363,255431.15552818333,new_nested_refit
B2,88,4,N3,retrieval,277,56821.93766301448,new_nested_refit
B2,89,4,N3,encoding,205,45224.24377069692,new_nested_refit
B2,89,4,N3,maintenance,362,814924.6686228837,new_nested_refit
B2,89,4,N3,retrieval,302,645601.4967255805,new_nested_refit
B2,90,4,N3,encoding,205,87816.78760297979,new_nested_refit
B2,90,4,N3,maintenance,363,241559.5448157664,new_nested_refit
B2,90,4,N3,retrieval,300,84712.32421951396,new_nested_refit
B2,91,4,N3,encoding,205,65025.163489127124,new_nested_refit
B2,91,4,N3,maintenance,362,302543.28879077395,new_nested_refit
B2,91,4,N3,retrieval,269,134095.67871381482,new_nested_refit
B2,92,4,N3,encoding,205,2776.9195927913984,new_nested_refit
B2,92,4,N3,maintenance,363,27715.404909773668,new_nested_refit
B2,92,4,N3,retrieval,346,49896.474818425304,new_nested_refit
B2,93,4,N3,encoding,205,18919.670491660076,new_nested_refit
B2,93,4,N3,maintenance,362,41862.86209517967,new_nested_refit
B2,93,4,N3,retrieval,271,14627.72218045052,new_nested_refit
B2,94,4,N3,encoding,205,18257.75571839573,new_nested_refit
B2,94,4,N3,maintenance,363,21081.071557396288,new_nested_refit
B2,94,4,N3,retrieval,378,21605.91418864419,new_nested_refit
B2,95,4,N3,encoding,205,3017.065311362562,new_nested_refit
B2,95,4,N3,maintenance,362,40982.69287263775,new_nested_refit
B2,95,4,N3,retrieval,265,155126.69267707373,new_nested_refit
B2,96,4,N3,encoding,205,30329.475870636317,new_nested_refit
B2,96,4,N3,maintenance,363,183758.652724612,new_nested_refit
B2,96,4,N3,retrieval,410,183805.07203140235,new_nested_refit
B2,97,4,N3,encoding,205,47672.047985873905,new_nested_refit
B2,97,4,N3,maintenance,363,82406.75475354084,new_nested_refit
B2,97,4,N3,retrieval,410,67773.08635932948,new_nested_refit
B2,98,4,N3,encoding,205,18452.88931017613,new_nested_refit
B2,98,4,N3,maintenance,363,48117.97999949346,new_nested_refit
B2,98,4,N3,retrieval,327,76933.07969496353,new_nested_refit
B2,99,4,N3,encoding,205,41121.92922073438,new_nested_refit
B2,99,4,N3,maintenance,363,275309.1608876184,new_nested_refit
B2,99,4,N3,retrieval,299,487785.9745809769,new_nested_refit
