dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
B2,1,N2_equal_penalty,maintenance,8191.269010975506,8662.827929946938,0.054434755346031705,363
B2,1,V1_M2,maintenance,9481.613171618246,8662.827929946938,-0.09451708475483067,363
B2,1,N0,retrieval,23046.70535043029,22585.526294636922,-0.020419229987254095,322
B2,1,N1,retrieval,19683.077640289433,22585.526294636922,0.12850923270434012,322
B2,1,N2,retrieval,13141.444771477349,22585.526294636922,0.4181475073884876,322
B2,1,N3,retrieval,11078.410259420214,22585.526294636922,0.5094907191934308,322
B2,1,N2_no_projection,retrieval,19774.850943774225,22585.526294636922,0.12444586476296149,322
B2,1,N2_no_retrieval,retrieval,18103.475651887264,22585.526294636922,0.19844791678881313,322
B2,1,N2_fixed_target,retrieval,13229.627795584727,22585.526294636922,0.4142431031715127,322
B2,1,N2_equal_penalty,retrieval,13141.444771477349,22585.526294636922,0.4181475073884876,322
B2,1,V1_M2,retrieval,15027.532850043593,22585.526294636922,0.3346388012391822,322
B2,2,N0,encoding,37135.80612616012,34162.56680455053,-0.08703208217988889,205
B2,2,N1,encoding,64947.80048697571,34162.56680455053,-0.9011393628163948,205
B2,2,N2,encoding,67541.47008937054,34162.56680455053,-0.9770607541226637,205
B2,2,N3,encoding,48858.03989403252,34162.56680455053,-0.430163025324096,205
B2,2,N2_no_projection,encoding,64980.5320766232,34162.56680455053,-0.9020974755318343,205
B2,2,N2_no_retrieval,encoding,55261.730747879425,34162.56680455053,-0.6176106164399344,205
B2,2,N2_fixed_target,encoding,67619.31965080461,34162.56680455053,-0.9793395513184204,205
B2,2,N2_equal_penalty,encoding,67541.47008937054,34162.56680455053,-0.9770607541226637,205
B2,2,V1_M2,encoding,66585.08681030177,34162.56680455053,-0.9490656890989961,205
B2,2,N0,maintenance,108546.74566389529,115263.91056399867,0.0582763925606512,363
B2,2,N1,maintenance,89952.54907407431,115263.91056399867,0.2195948529428956,363
B2,2,N2,maintenance,96776.0959835033,115263.91056399867,0.1603955174697137,363
B2,2,N3,maintenance,110413.9967662074,115263.91056399867,0.042076602937208274,363
B2,2,N2_no_projection,maintenance,89937.21855842674,115263.91056399867,0.21972785654803573,363
B2,2,N2_no_retrieval,maintenance,98642.90035484754,115263.91056399867,0.14419960356908534,363
B2,2,N2_fixed_target,maintenance,96436.59424305598,115263.91056399867,0.1633409471257622,363
B2,2,N2_equal_penalty,maintenance,96776.0959835033,115263.91056399867,0.1603955174697137,363
B2,2,V1_M2,maintenance,94767.16183872803,115263.91056399867,0.17782451267684607,363
B2,2,N0,retrieval,50593.87915918243,50628.16212120484,0.0006771520155193222,328
B2,2,N1,retrieval,40487.587405776256,50628.16212120484,0.20029513793433473,328
B2,2,N2,retrieval,31783.793834316275,50628.16212120484,0.3722111863704388,328
B2,2,N3,retrieval,36139.54937934622,50628.16212120484,0.2861769445071418,328
B2,2,N2_no_projection,retrieval,40864.26719460594,50628.16212120484,0.1928550142354356,328
B2,2,N2_no_retrieval,retrieval,40668.47881373231,50628.16212120484,0.19672219749215558,328
B2,2,N2_fixed_target,retrieval,32183.14569454723,50628.16212120484,0.3643232472571267,328
B2,2,N2_equal_penalty,retrieval,31783.793834316275,50628.16212120484,0.3722111863704388,328
B2,2,V1_M2,retrieval,36101.08451990669,50628.16212120484,0.2869366967443937,328
B2,3,N0,encoding,66238.05822402326,77720.80297588043,0.14774351669295904,205
B2,3,N1,encoding,40755.23836123233,77720.80297588043,0.47561995243564126,205
B2,3,N2,encoding,39102.274784165806,77720.80297588043,0.49688792077584876,205
B2,3,N3,encoding,87598.87593554235,77720.80297588043,-0.12709689788881162,205
B2,3,N2_no_projection,encoding,40909.15996277252,77720.80297588043,0.47363950967583146,205
B2,3,N2_no_retrieval,encoding,39848.44876670788,77720.80297588043,0.48728722245607414,205
B2,3,N2_fixed_target,encoding,39110.60133123205,77720.80297588043,0.4967807866914412,205
B2,3,N2_equal_penalty,encoding,39102.274784165806,77720.80297588043,0.49688792077584876,205
B2,3,V1_M2,encoding,42100.63127927694,77720.80297588043,0.4583093629083801,205
B2,3,N0,maintenance,110953.88131090018,90740.13007130794,-0.22276528834273557,363
B2,3,N1,maintenance,123910.85926447192,90740.13007130794,-0.36555743491988424,363
B2,3,N2,maintenance,115007.37970555092,90740.13007130794,-0.2674367957724175,363
B2,3,N3,maintenance,203366.5554025072,90740.13007130794,-1.2411975301632476,363
B2,3,N2_no_projection,maintenance,123803.9543573986,90740.13007130794,-0.3643792912805781,363
B2,3,N2_no_retrieval,maintenance,116927.02230823136,90740.13007130794,-0.28859218315363333,363
B2,3,N2_fixed_target,maintenance,115165.52441707713,90740.13007130794,-0.2691796267712483,363
B2,3,N2_equal_penalty,maintenance,115007.37970555092,90740.13007130794,-0.2674367957724175,363
B2,3,V1_M2,maintenance,118909.7854641881,90740.13007130794,-0.31044318947684,363
B2,3,N0,retrieval,10509.515062501363,10400.80885174029,-0.010451707392246101,318
B2,3,N1,retrieval,15849.572157061899,10400.80885174029,-0.5238788043306755,318
B2,3,N2,retrieval,26014.310403265757,10400.80885174029,-1.501181472911405,318
B2,3,N3,retrieval,60422.7826252319,10400.80885174029,-4.80943112084228,318
B2,3,N2_no_projection,retrieval,15588.084693003046,10400.80885174029,-0.4987377342671582,318
B2,3,N2_no_retrieval,retrieval,24443.08678503044,10400.80885174029,-1.350114028000866,318
B2,3,N2_fixed_target,retrieval,25871.264748625297,10400.80885174029,-1.4874281526956867,318
B2,3,N2_equal_penalty,retrieval,26014.310403265757,10400.80885174029,-1.501181472911405,318
B2,3,V1_M2,retrieval,29770.150618727494,10400.80885174029,-1.8622918700929953,318
B2,4,N0,encoding,15109.884290416765,12986.857245274614,-0.16347504288727244,205
B2,4,N1,encoding,21185.630312007183,12986.857245274614,-0.631313096916944,205
B2,4,N2,encoding,30192.8613564398,12986.857245274614,-1.324878204649993,205
B2,4,N3,encoding,25339.843858220094,12986.857245274614,-0.9511913759920805,205
B2,4,N2_no_projection,encoding,21180.185663040163,12986.857245274614,-0.6308938539188738,205
B2,4,N2_no_retrieval,encoding,30504.613711299608,12986.857245274614,-1.34888342384752,205
B2,4,N2_fixed_target,encoding,30602.557100859412,12986.857245274614,-1.356425155284927,205
B2,4,N2_equal_penalty,encoding,30397.444265844057,12986.857245274614,-1.3406312775867653,205
B2,4,V1_M2,encoding,31578.587490445818,12986.857245274614,-1.4315803965532905,205
B2,4,N0,maintenance,111678.58026470356,117203.06029278987,0.04713597080387988,363
B2,4,N1,maintenance,100407.37421499354,117203.06029278987,0.14330415977055821,363
B2,4,N2,maintenance,89733.53575436673,117203.06029278987,0.23437548874406833,363
B2,4,N3,maintenance,98824.21785754053,117203.06029278987,0.15681196710509426,363
B2,4,N2_no_projection,maintenance,100413.99256984271,117203.06029278987,0.14324769064054887,363
B2,4,N2_no_retrieval,maintenance,87918.22794719992,117203.06029278987,0.24986405877485007,363
B2,4,N2_fixed_target,maintenance,91214.16673888675,117203.06029278987,0.22174244843930846,363
B2,4,N2_equal_penalty,maintenance,91851.69931586561,117203.06029278987,0.2163028927196352,363
B2,4,V1_M2,maintenance,97829.5839195666,117203.06029278987,0.165298383206254,363
B2,4,N0,retrieval,79455.75674914749,79179.19856235688,-0.003492813665862071,305
B2,4,N1,retrieval,73586.63835286755,79179.19856235688,0.07063168497575734,305
B2,4,N2,retrieval,62589.13450832235,79179.19856235688,0.20952553644464045,305
B2,4,N3,retrieval,46434.470083742366,79179.19856235688,0.41355215856127525,305
B2,4,N2_no_projection,retrieval,73777.51578613509,79179.19856235688,0.06822098321654191,305
B2,4,N2_no_retrieval,retrieval,65226.4095003856,79179.19856235688,0.17621786170243792,305
B2,4,N2_fixed_target,retrieval,55478.940600469716,79179.19856235688,0.2993242971917963,305
B2,4,N2_equal_penalty,retrieval,54405.121692764595,79179.19856235688,0.3128861786859547,305
B2,4,V1_M2,retrieval,53621.43287272948,79179.19856235688,0.3227838391102128,305
