dataset,branch,fold,model,target,cue,channel,RMSE,R2,positive_peak_latency_ms,positive_peak_amplitude
A2,denoised,0,training_template,common_baseline,-1,F3,31.468085878189378,0.09437701438877089,363.28125,30.407178100668904
A2,denoised,0,training_template,common_baseline,-1,F4,40.681763007052524,0.15712218659854316,457.03125,55.53699671508018
A2,denoised,0,training_template,common_baseline,1,Fz,32.028810498234556,-0.7472330947204116,375.0,34.66031988501827
A2,denoised,0,training_template,common_baseline,1,F3,16.514153005225754,0.8148486231586338,289.0625,46.78077437834956
A2,denoised,0,training_template,common_baseline,1,F4,26.190971833278418,0.5249133091715495,,
A2,denoised,0,mechanism,branch_output,-1,Fz,7.924718047206695,0.9472391222018747,250.0,17.781598084628225
A2,denoised,0,mechanism,branch_output,-1,F3,31.004785519567662,-0.06155607454998169,363.28125,26.39462932868965
A2,denoised,0,mechanism,branch_output,-1,F4,39.16372568982335,0.08951362328119561,363.28125,52.4183037394421
A2,denoised,0,mechanism,branch_output,1,Fz,31.05139665695285,-0.7810606601222356,371.09375,33.814231616827826
A2,denoised,0,mechanism,branch_output,1,F3,19.747113580286474,0.6824977189121997,378.90625,64.03997521056235
A2,denoised,0,mechanism,branch_output,1,F4,25.591496271522086,0.46953289070434046,367.1875,49.1261580886822
A2,denoised,0,training_template,branch_output,-1,Fz,9.24773956055773,0.9281518559024332,355.46875,24.85732626176225
A2,denoised,0,training_template,branch_output,-1,F3,32.51340892491485,-0.16737527182063205,363.28125,30.407178100668904
A2,denoised,0,training_template,branch_output,-1,F4,42.70516243327357,-0.08259547650549104,457.03125,55.53699671508018
A2,denoised,0,training_template,branch_output,1,Fz,35.189567792733506,-1.2874114912828936,375.0,34.66031988501827
A2,denoised,0,training_template,branch_output,1,F3,18.035957610079993,0.7351390006302045,289.0625,46.78077437834956
A2,denoised,0,training_template,branch_output,1,F4,28.834237084920307,0.326583064670687,,
A2,baseline,1,mechanism,common_baseline,-1,Fz,14.213520663295023,0.888456122196213,367.1875,19.483499900334234
A2,baseline,1,mechanism,common_baseline,-1,F3,15.52402678371965,0.8534860983267817,363.28125,21.142265076796367
A2,baseline,1,mechanism,common_baseline,-1,F4,22.040071702310435,0.8136181065877679,363.28125,48.96412971586137
A2,baseline,1,mechanism,common_baseline,1,Fz,17.591803168268413,0.8709080742470905,367.1875,39.45458386847822
A2,baseline,1,mechanism,common_baseline,1,F3,51.303864936510486,0.5599971606270571,371.09375,73.66585201045098
A2,baseline,1,mechanism,common_baseline,1,F4,25.466319519739383,0.8624698365628574,367.1875,66.85074807538864
A2,baseline,1,training_template,common_baseline,-1,Fz,13.348511138490311,0.9016197176577119,359.375,25.080154807885663
A2,baseline,1,training_template,common_baseline,-1,F3,15.186535584716601,0.8597872551467864,367.1875,25.7563688251877
A2,baseline,1,training_template,common_baseline,-1,F4,22.54219668311563,0.8050289266043058,367.1875,48.8892723060773
A2,baseline,1,training_template,common_baseline,1,Fz,12.517848795879257,0.9346361284304421,359.375,41.83011064015478
A2,baseline,1,training_template,common_baseline,1,F3,44.209454187029365,0.6732725538805296,425.78125,68.34507759575015
A2,baseline,1,training_template,common_baseline,1,F4,16.82119630220204,0.9399961178191647,406.25,65.43818858542873
A2,baseline,1,mechanism,branch_output,-1,Fz,14.213520663295023,0.888456122196213,367.1875,19.483499900334234
A2,baseline,1,mechanism,branch_output,-1,F3,15.52402678371965,0.8534860983267817,363.28125,21.142265076796367
A2,baseline,1,mechanism,branch_output,-1,F4,22.040071702310435,0.8136181065877679,363.28125,48.96412971586137
A2,baseline,1,mechanism,branch_output,1,Fz,17.591803168268413,0.8709080742470905,367.1875,39.45458386847822
A2,baseline,1,mechanism,branch_output,1,F3,51.303864936510486,0.5599971606270571,371.09375,73.66585201045098
A2,baseline,1,mechanism,branch_output,1,F4,25.466319519739383,0.8624698365628574,367.1875,66.85074807538864
A2,baseline,1,training_template,branch_output,-1,Fz,13.348511138490311,0.9016197176577119,359.375,25.080154807885663
A2,baseline,1,training_template,branch_output,-1,F3,15.186535584716601,0.8597872551467864,367.1875,25.7563688251877
A2,baseline,1,training_template,branch_output,-1,F4,22.54219668311563,0.8050289266043058,367.1875,48.8892723060773
A2,baseline,1,training_template,branch_output,1,Fz,12.517848795879257,0.9346361284304421,359.375,41.83011064015478
A2,baseline,1,training_template,branch_output,1,F3,44.209454187029365,0.6732725538805296,425.78125,68.34507759575015
A2,baseline,1,training_template,branch_output,1,F4,16.82119630220204,0.9399961178191647,406.25,65.43818858542873
A2,denoised,1,mechanism,common_baseline,-1,Fz,14.441690607150889,0.8848461450002132,367.1875,18.6439109793092
A2,denoised,1,mechanism,common_baseline,-1,F3,16.566484175380904,0.8331482496174678,363.28125,19.01622166929744
A2,denoised,1,mechanism,common_baseline,-1,F4,20.72040053589721,0.8352695041154325,363.28125,46.69338544185165
A2,denoised,1,mechanism,common_baseline,1,Fz,17.824347507407843,0.867472609520652,367.1875,37.19718084451176
A2,denoised,1,mechanism,common_baseline,1,F3,54.83067096889815,0.49742320468805235,371.09375,70.77178292239105
A2,denoised,1,mechanism,common_baseline,1,F4,26.70421185143931,0.8487744679966427,367.1875,63.87468381387805
A2,denoised,1,training_template,common_baseline,-1,Fz,13.50995252250519,0.8992256388237708,359.375,24.383701792653387
A2,denoised,1,training_template,common_baseline,-1,F3,16.456111229952302,0.8353641177054052,367.1875,23.908838055202086
A2,denoised,1,training_template,common_baseline,-1,F4,20.92251031784762,0.8320402209693973,359.375,46.94490874562114
A2,denoised,1,training_template,common_baseline,1,Fz,12.358839882628102,0.9362861605786987,355.46875,39.37687917632058
A2,denoised,1,training_template,common_baseline,1,F3,48.366110752215455,0.6089451793759548,417.96875,63.81120232144068
A2,denoised,1,training_template,common_baseline,1,F4,18.10223015956081,0.9305088087899135,351.5625,62.12515310498508
A2,denoised,1,mechanism,branch_output,-1,Fz,14.557309550163623,0.8855329057002653,367.1875,18.6439109793092
A2,denoised,1,mechanism,branch_output,-1,F3,17.592406537453144,0.8187482740266454,363.28125,19.01622166929744
A2,denoised,1,mechanism,branch_output,-1,F4,20.09785827081452,0.8505783334962433,363.28125,46.69338544185165
A2,denoised,1,mechanism,branch_output,1,Fz,15.649807569506999,0.8846272215671155,367.1875,37.19718084451176
A2,denoised,1,mechanism,branch_output,1,F3,48.41974509695851,0.5419122008810444,371.09375,70.77178292239105
A2,denoised,1,mechanism,branch_output,1,F4,22.54956383411151,0.876368199777264,367.1875,63.87468381387805
A2,denoised,1,training_template,branch_output,-1,Fz,13.386909758488402,0.9031991666570669,359.375,24.383701792653387
A2,denoised,1,training_template,branch_output,-1,F3,17.39261155033691,0.8228418074079316,367.1875,23.908838055202086
A2,denoised,1,training_template,branch_output,-1,F4,19.840080838798713,0.8543867510714139,359.375,46.94490874562114
A2,denoised,1,training_template,branch_output,1,Fz,11.163790492342736,0.9412904565516168,355.46875,39.37687917632058
A2,denoised,1,training_template,branch_output,1,F3,42.03536883324698,0.6547501869916122,417.96875,63.81120232144068
A2,denoised,1,training_template,branch_output,1,F4,14.488716396821353,0.9489596405250447,351.5625,62.12515310498508
A2,baseline,2,mechanism,common_baseline,-1,Fz,11.939278528857555,0.9262277414511998,367.1875,18.879862928484084
A2,baseline,2,mechanism,common_baseline,-1,F3,151.47037838738385,-3.6375279529277416,,
A2,baseline,2,mechanism,common_baseline,-1,F4,76.48176658637776,-0.4848551640466756,363.28125,29.85656440404204
A2,baseline,2,mechanism,common_baseline,1,Fz,14.70320311594567,0.8199927976335384,375.0,33.55194714045405
A2,baseline,2,mechanism,common_baseline,1,F3,63.20627796129912,-15.828865522611462,,
A2,baseline,2,mechanism,common_baseline,1,F4,31.592043569688673,0.160634244289116,375.0,62.99255251343881
A2,baseline,2,training_template,common_baseline,-1,Fz,8.96114623407081,0.9584411002917028,355.46875,24.306861226219706
A2,baseline,2,training_template,common_baseline,-1,F3,155.1190105871713,-3.8636372012056013,,
A2,baseline,2,training_template,common_baseline,-1,F4,74.41017336460874,-0.40550665046981127,355.46875,33.3050019671216
A2,baseline,2,training_template,common_baseline,1,Fz,15.473446238232931,0.8006390615628589,351.5625,36.874196290938364
A2,baseline,2,training_template,common_baseline,1,F3,70.25688745201053,-19.792763689753016,,
A2,baseline,2,training_template,common_baseline,1,F4,36.71126509251423,-0.13342949299482054,351.5625,61.76131327722217
A2,baseline,2,mechanism,branch_output,-1,Fz,11.939278528857555,0.9262277414511998,367.1875,18.879862928484084
A2,baseline,2,mechanism,branch_output,-1,F3,151.47037838738385,-3.6375279529277416,,
A2,baseline,2,mechanism,branch_output,-1,F4,76.48176658637776,-0.4848551640466756,363.28125,29.85656440404204
A2,baseline,2,mechanism,branch_output,1,Fz,14.70320311594567,0.8199927976335384,375.0,33.55194714045405
A2,baseline,2,mechanism,branch_output,1,F3,63.20627796129912,-15.828865522611462,,
A2,baseline,2,mechanism,branch_output,1,F4,31.592043569688673,0.160634244289116,375.0,62.99255251343881
A2,baseline,2,training_template,branch_output,-1,Fz,8.96114623407081,0.9584411002917028,355.46875,24.306861226219706
A2,baseline,2,training_template,branch_output,-1,F3,155.1190105871713,-3.8636372012056013,,
A2,baseline,2,training_template,branch_output,-1,F4,74.41017336460874,-0.40550665046981127,355.46875,33.3050019671216
A2,baseline,2,training_template,branch_output,1,Fz,15.473446238232931,0.8006390615628589,351.5625,36.874196290938364
A2,baseline,2,training_template,branch_output,1,F3,70.25688745201053,-19.792763689753016,,
A2,baseline,2,training_template,branch_output,1,F4,36.71126509251423,-0.13342949299482054,351.5625,61.76131327722217
A2,denoised,2,mechanism,common_baseline,-1,Fz,13.780175136877794,0.9017242456016201,367.1875,17.98773478454777
A2,denoised,2,mechanism,common_baseline,-1,F3,152.7843581567563,-3.71833647172416,,
A2,denoised,2,mechanism,common_baseline,-1,F4,80.39599412675112,-0.6407298968364117,363.28125,29.04185388162916
A2,denoised,2,mechanism,common_baseline,1,Fz,16.253338324770596,0.7800362475587125,375.0,28.41907093486669
A2,denoised,2,mechanism,common_baseline,1,F3,52.24453568880895,-10.497837179124424,,
A2,denoised,2,mechanism,common_baseline,1,F4,24.404354666458563,0.49912372209397005,375.0,54.24041699427359
A2,denoised,2,training_template,common_baseline,-1,Fz,11.066557252349007,0.9366185774737052,355.46875,23.29847049541365
A2,denoised,2,training_template,common_baseline,-1,F3,155.99709187367347,-3.9188561749423103,359.375,0.8556819256538395
A2,denoised,2,training_template,common_baseline,-1,F4,78.3743452630118,-0.5592513318879597,355.46875,32.12510093431354
A2,denoised,2,training_template,common_baseline,1,Fz,15.491364815350419,0.8001770658738183,347.65625,32.57046723486064
A2,denoised,2,training_template,common_baseline,1,F3,58.058534042535136,-13.199287031868366,,
A2,denoised,2,training_template,common_baseline,1,F4,28.103325298096202,0.33578110096220926,347.65625,54.87226038815999
A2,denoised,2,mechanism,branch_output,-1,Fz,10.973338595460346,0.9275173162678857,367.1875,17.98773478454777
A2,denoised,2,mechanism,branch_output,-1,F3,129.98265054282382,-3.1936122384653025,,
A2,denoised,2,mechanism,branch_output,-1,F4,62.23086632658925,-0.22958278116662822,363.28125,29.04185388162916
A2,denoised,2,mechanism,branch_output,1,Fz,14.633220956037652,0.8021811339745053,375.0,28.41907093486669
A2,denoised,2,mechanism,branch_output,1,F3,58.00831618117162,-16.843326047371317,,
A2,denoised,2,mechanism,branch_output,1,F4,29.211095697511276,0.11873760349963725,375.0,54.24041699427359
A2,denoised,2,training_template,branch_output,-1,Fz,8.426028366659233,0.9572631470338266,355.46875,23.29847049541365
A2,denoised,2,training_template,branch_output,-1,F3,133.16484642991952,-3.4014591843076447,359.375,0.8556819256538395
A2,denoised,2,training_template,branch_output,-1,F4,60.076901493520104,-0.14593802344813578,355.46875,32.12510093431354
A2,denoised,2,training_template,branch_output,1,Fz,15.031212280000613,0.7912743300114715,347.65625,32.57046723486064
A2,denoised,2,training_template,branch_output,1,F3,64.377523540261,-20.97676809422941,,
A2,denoised,2,training_template,branch_output,1,F4,34.31279369704519,-0.21596675792958897,347.65625,54.87226038815999
A2,baseline,3,mechanism,common_baseline,-1,Fz,17.98793638947685,0.6613236782850029,371.09375,16.574172163448875
A2,baseline,3,mechanism,common_baseline,-1,F3,44.90822704559598,-7.666919657088929,363.28125,23.771099236139236
A2,baseline,3,mechanism,common_baseline,-1,F4,24.455537174544418,0.5874938651260463,367.1875,42.87281954011502
A2,baseline,3,mechanism,common_baseline,1,Fz,23.101963453830116,0.8074770637298417,367.1875,36.020924893462535
A2,baseline,3,mechanism,common_baseline,1,F3,48.55460493655022,-0.04040185114247863,371.09375,93.51876607379026
A2,baseline,3,mechanism,common_baseline,1,F4,26.174333235985163,0.8373141136261835,367.1875,67.5576225255544
A2,baseline,3,training_template,common_baseline,-1,Fz,15.136526560144377,0.7601859615021458,367.1875,22.601838631456417
A2,baseline,3,training_template,common_baseline,-1,F3,43.38532216711513,-7.08907020730984,421.875,29.2008407748967
A2,baseline,3,training_template,common_baseline,-1,F4,18.190228286375252,0.7717807376026851,375.0,45.04635815469501
A2,baseline,3,training_template,common_baseline,1,Fz,15.052554567926922,0.9182655560743659,355.46875,38.36993495648884
A2,baseline,3,training_template,common_baseline,1,F3,52.34346118348383,-0.20910812634041198,378.90625,83.59637631362216
A2,baseline,3,training_template,common_baseline,1,F4,15.393927137367095,0.9437273358733443,355.46875,65.52674140037921
A2,baseline,3,mechanism,branch_output,-1,Fz,17.98793638947685,0.6613236782850029,371.09375,16.574172163448875
A2,baseline,3,mechanism,branch_output,-1,F3,44.90822704559598,-7.666919657088929,363.28125,23.771099236139236
A2,baseline,3,mechanism,branch_output,-1,F4,24.455537174544418,0.5874938651260463,367.1875,42.87281954011502
A2,baseline,3,mechanism,branch_output,1,Fz,23.101963453830116,0.8074770637298417,367.1875,36.020924893462535
A2,baseline,3,mechanism,branch_output,1,F3,48.55460493655022,-0.04040185114247863,371.09375,93.51876607379026
A2,baseline,3,mechanism,branch_output,1,F4,26.174333235985163,0.8373141136261835,367.1875,67.5576225255544
A2,baseline,3,training_template,branch_output,-1,Fz,15.136526560144377,0.7601859615021458,367.1875,22.601838631456417
A2,baseline,3,training_template,branch_output,-1,F3,43.38532216711513,-7.08907020730984,421.875,29.2008407748967
A2,baseline,3,training_template,branch_output,-1,F4,18.190228286375252,0.7717807376026851,375.0,45.04635815469501
A2,baseline,3,training_template,branch_output,1,Fz,15.052554567926922,0.9182655560743659,355.46875,38.36993495648884
A2,baseline,3,training_template,branch_output,1,F3,52.34346118348383,-0.20910812634041198,378.90625,83.59637631362216
A2,baseline,3,training_template,branch_output,1,F4,15.393927137367095,0.9437273358733443,355.46875,65.52674140037921
A2,denoised,3,mechanism,common_baseline,-1,Fz,17.213685391172216,0.68985136749697,367.1875,14.77000214189854
A2,denoised,3,mechanism,common_baseline,-1,F3,40.79809220526862,-6.1530730720757525,367.1875,22.01043738805084
A2,denoised,3,mechanism,common_baseline,-1,F4,23.255337601352334,0.6269892950665279,367.1875,39.30531265959673
A2,denoised,3,mechanism,common_baseline,1,Fz,25.98204549657111,0.7564818310484567,367.1875,32.60883375576602
A2,denoised,3,mechanism,common_baseline,1,F3,41.38160223468056,0.24429051984231986,371.09375,84.31216393628573
A2,denoised,3,mechanism,common_baseline,1,F4,27.567228124792965,0.8195383916940074,367.1875,60.03318969990921
A2,denoised,3,training_template,common_baseline,-1,Fz,13.93509570431778,0.7967446154249976,363.28125,20.975162404461347
A2,denoised,3,training_template,common_baseline,-1,F3,39.39026763160324,-5.667926660503936,367.1875,25.010845737546198
A2,denoised,3,training_template,common_baseline,-1,F4,16.289766225730016,0.8169769863900973,375.0,41.22763555207756
A2,denoised,3,training_template,common_baseline,1,Fz,19.076523649987557,0.868724656808413,359.375,35.068619058502215
A2,denoised,3,training_template,common_baseline,1,F3,44.21079864159869,0.137424761250043,375.0,75.11935510543505
A2,denoised,3,training_template,common_baseline,1,F4,16.837636641585448,0.9326773985286295,429.6875,61.89325197104784
A2,denoised,3,mechanism,branch_output,-1,Fz,16.749187826414627,0.6710604083356347,367.1875,14.77000214189854
A2,denoised,3,mechanism,branch_output,-1,F3,41.17555412650346,-7.1478689855447755,367.1875,22.01043738805084
A2,denoised,3,mechanism,branch_output,-1,F4,22.330480858615307,0.6003866567909715,367.1875,39.30531265959673
A2,denoised,3,mechanism,branch_output,1,Fz,20.91877185145442,0.8278897856774832,367.1875,32.60883375576602
A2,denoised,3,mechanism,branch_output,1,F3,49.06797662014241,-0.1990559351595298,371.09375,84.31216393628573
A2,denoised,3,mechanism,branch_output,1,F4,25.20883941170696,0.8335072578626779,367.1875,60.03318969990921
A2,denoised,3,training_template,branch_output,-1,Fz,14.12598265702263,0.7660268722222334,363.28125,20.975162404461347
A2,denoised,3,training_template,branch_output,-1,F3,39.87180278155202,-6.640061898164209,367.1875,25.010845737546198
A2,denoised,3,training_template,branch_output,-1,F4,16.741554720164757,0.7753867333141601,375.0,41.22763555207756
A2,denoised,3,training_template,branch_output,1,Fz,13.951045103557778,0.9234495471386489,359.375,35.068619058502215
A2,denoised,3,training_template,branch_output,1,F3,52.922421411533975,-0.39483410301938315,375.0,75.11935510543505
A2,denoised,3,training_template,branch_output,1,F4,17.11855431406547,0.9232243020741894,429.6875,61.89325197104784
A2,baseline,4,mechanism,common_baseline,-1,Fz,12.1464892358507,0.9159414809710322,367.1875,16.95087128541932
A2,baseline,4,mechanism,common_baseline,-1,F3,51.52365134963181,-4.220142685252826,367.1875,38.870933901195
A2,baseline,4,mechanism,common_baseline,-1,F4,12.804918007574889,0.929842721636057,367.1875,45.75850042757407
A2,baseline,4,mechanism,common_baseline,1,Fz,64.68441625977741,0.4071699049118954,367.1875,34.841159131106984
A2,baseline,4,mechanism,common_baseline,1,F3,169.5348816708224,-0.7632797132113374,371.09375,62.88041948246583
A2,baseline,4,mechanism,common_baseline,1,F4,109.15202264871971,0.2780436344248183,367.1875,60.0703328557222
A2,baseline,4,training_template,common_baseline,-1,Fz,9.599720099568904,0.9474954022262415,359.375,23.654171060364312
A2,baseline,4,training_template,common_baseline,-1,F3,53.09338617221664,-4.543064823014368,363.28125,40.77872880831628
A2,baseline,4,training_template,common_baseline,-1,F4,4.673071925081249,0.9906561886825446,453.125,50.628585482590246
A2,baseline,4,training_template,common_baseline,1,Fz,60.666820261455904,0.4785251334172228,464.84375,40.91605729591112
A2,baseline,4,training_template,common_baseline,1,F3,164.76696247190182,-0.6654950520569924,371.09375,57.851046118638436
A2,baseline,4,training_template,common_baseline,1,F4,103.9864507310563,0.34475927149339824,464.84375,66.06788473221444
A2,baseline,4,mechanism,branch_output,-1,Fz,12.1464892358507,0.9159414809710322,367.1875,16.95087128541932
A2,baseline,4,mechanism,branch_output,-1,F3,51.52365134963181,-4.220142685252826,367.1875,38.870933901195
A2,baseline,4,mechanism,branch_output,-1,F4,12.804918007574889,0.929842721636057,367.1875,45.75850042757407
A2,baseline,4,mechanism,branch_output,1,Fz,64.68441625977741,0.4071699049118954,367.1875,34.841159131106984
A2,baseline,4,mechanism,branch_output,1,F3,169.5348816708224,-0.7632797132113374,371.09375,62.88041948246583
A2,baseline,4,mechanism,branch_output,1,F4,109.15202264871971,0.2780436344248183,367.1875,60.0703328557222
A2,baseline,4,training_template,branch_output,-1,Fz,9.599720099568904,0.9474954022262415,359.375,23.654171060364312
A2,baseline,4,training_template,branch_output,-1,F3,53.09338617221664,-4.543064823014368,363.28125,40.77872880831628
A2,baseline,4,training_template,branch_output,-1,F4,4.673071925081249,0.9906561886825446,453.125,50.628585482590246
A2,baseline,4,training_template,branch_output,1,Fz,60.666820261455904,0.4785251334172228,464.84375,40.91605729591112
A2,baseline,4,training_template,branch_output,1,F3,164.76696247190182,-0.6654950520569924,371.09375,57.851046118638436
A2,baseline,4,training_template,branch_output,1,F4,103.9864507310563,0.34475927149339824,464.84375,66.06788473221444
A2,denoised,4,mechanism,common_baseline,-1,Fz,16.011821210404488,0.8539297881660501,367.1875,13.875911650019749
A2,denoised,4,mechanism,common_baseline,-1,F3,43.94671604153547,-2.7977114464518733,371.09375,31.13495021851044
A2,denoised,4,mechanism,common_baseline,-1,F4,16.635509029014766,0.8815891993161592,367.1875,39.138256113442125
A2,denoised,4,mechanism,common_baseline,1,Fz,69.80970270950914,0.30950189169325626,367.1875,28.84996967183733
A2,denoised,4,mechanism,common_baseline,1,F3,179.48629721175965,-0.9763582562102677,371.09375,51.650652121325834
A2,denoised,4,mechanism,common_baseline,1,F4,117.98371764284074,0.15648749092313063,367.1875,49.51996604357473
A2,denoised,4,training_template,common_baseline,-1,Fz,13.791344303202898,0.8916339117717427,359.375,20.573907078841287
A2,denoised,4,training_template,common_baseline,-1,F3,45.237379888984506,-3.0240558015413432,359.375,33.77595178972663
A2,denoised,4,training_template,common_baseline,-1,F4,10.23722326996666,0.95515815435184,453.125,43.33607260529043
A2,denoised,4,training_template,common_baseline,1,Fz,66.16185074570375,0.3797793718133152,464.84375,35.15390550069948
A2,denoised,4,training_template,common_baseline,1,F3,175.50802273138842,-0.8897181005147186,484.375,58.79517634390869
A2,denoised,4,training_template,common_baseline,1,F4,113.42707471902928,0.2203838306631919,464.84375,55.973531669685
A2,denoised,4,mechanism,branch_output,-1,Fz,11.637889966234685,0.9102000009219748,367.1875,13.875911650019749
A2,denoised,4,mechanism,branch_output,-1,F3,44.01072943990643,-3.7557041191857934,371.09375,31.13495021851044
A2,denoised,4,mechanism,branch_output,-1,F4,12.172589248075031,0.9209184059967732,367.1875,39.138256113442125
A2,denoised,4,mechanism,branch_output,1,Fz,55.252643139859934,0.4249805059155606,367.1875,28.84996967183733
A2,denoised,4,mechanism,branch_output,1,F3,150.90496293243677,-0.7998548245029689,371.09375,51.650652121325834
A2,denoised,4,mechanism,branch_output,1,F4,95.71748255756427,0.27332238322188596,367.1875,49.51996604357473
A2,denoised,4,training_template,branch_output,-1,Fz,9.396134013628123,0.9414635684979119,359.375,20.573907078841287
A2,denoised,4,training_template,branch_output,-1,F3,45.263300935429506,-4.0302565920038065,359.375,33.77595178972663
A2,denoised,4,training_template,branch_output,-1,F4,5.136595259651791,0.9859181351141932,453.125,43.33607260529043
A2,denoised,4,training_template,branch_output,1,Fz,51.66154385681153,0.49729730609623957,464.84375,35.15390550069948
A2,denoised,4,training_template,branch_output,1,F3,146.96885269222437,-0.7071867770338875,484.375,58.79517634390869
A2,denoised,4,training_template,branch_output,1,F4,91.11443193869444,0.3415336417372655,464.84375,55.973531669685
B1,baseline,0,mechanism,common_baseline,-1,Fz,15.656662461075836,-5.023814451091421,,
B1,baseline,0,mechanism,common_baseline,-1,F3,13.721414725815164,-1.523399906045384,,
B1,baseline,0,mechanism,common_baseline,-1,F4,41.35761467270952,-46.21944797307736,457.03125,70.77825374956637
B1,baseline,0,mechanism,common_baseline,1,Fz,39.57672901543667,-14.663577474774186,,
B1,baseline,0,mechanism,common_baseline,1,F3,80.76703752525783,-34.888058492259425,476.5625,33.126587335821014
B1,baseline,0,mechanism,common_baseline,1,F4,95.50853236761984,-25.912897767656176,464.84375,56.148366033316584
B1,baseline,0,training_template,common_baseline,-1,Fz,20.911352265568073,-9.745767618188378,,
B1,baseline,0,training_template,common_baseline,-1,F3,15.544766857560955,-2.2385956356333505,351.5625,3.9469147769634154
B1,baseline,0,training_template,common_baseline,-1,F4,74.40233148861111,-151.8209975405612,359.375,69.8506237959999
B1,baseline,0,training_template,common_baseline,1,Fz,39.97990792937213,-14.984341305766602,324.21875,2.2175843666354047
B1,baseline,0,training_template,common_baseline,1,F3,100.9875777415524,-55.10706717122418,410.15625,35.07948627294301
B1,baseline,0,training_template,common_baseline,1,F4,100.52625226103143,-28.81501981364523,335.9375,33.86552073030689
B1,baseline,0,mechanism,branch_output,-1,Fz,15.656662461075836,-5.023814451091421,,
B1,baseline,0,mechanism,branch_output,-1,F3,13.721414725815164,-1.523399906045384,,
B1,baseline,0,mechanism,branch_output,-1,F4,41.35761467270952,-46.21944797307736,457.03125,70.77825374956637
B1,baseline,0,mechanism,branch_output,1,Fz,39.57672901543667,-14.663577474774186,,
B1,baseline,0,mechanism,branch_output,1,F3,80.76703752525783,-34.888058492259425,476.5625,33.126587335821014
B1,baseline,0,mechanism,branch_output,1,F4,95.50853236761984,-25.912897767656176,464.84375,56.148366033316584
B1,baseline,0,training_template,branch_output,-1,Fz,20.911352265568073,-9.745767618188378,,
B1,baseline,0,training_template,branch_output,-1,F3,15.544766857560955,-2.2385956356333505,351.5625,3.9469147769634154
B1,baseline,0,training_template,branch_output,-1,F4,74.40233148861111,-151.8209975405612,359.375,69.8506237959999
B1,baseline,0,training_template,branch_output,1,Fz,39.97990792937213,-14.984341305766602,324.21875,2.2175843666354047
B1,baseline,0,training_template,branch_output,1,F3,100.9875777415524,-55.10706717122418,410.15625,35.07948627294301
B1,baseline,0,training_template,branch_output,1,F4,100.52625226103143,-28.81501981364523,335.9375,33.86552073030689
B1,denoised,0,mechanism,common_baseline,-1,Fz,15.534277548504582,-4.930008680863594,,
B1,denoised,0,mechanism,common_baseline,-1,F3,13.122623388200568,-1.3079671901885939,,
B1,denoised,0,mechanism,common_baseline,-1,F4,39.47524156911658,-42.018922970343326,457.03125,67.9236415329289
B1,denoised,0,mechanism,common_baseline,1,Fz,39.69928610151407,-14.76073834667095,,
B1,denoised,0,mechanism,common_baseline,1,F3,79.56868346507318,-33.83100467805525,480.46875,31.26888893517224
B1,denoised,0,mechanism,common_baseline,1,F4,94.09155005511742,-25.120252137678623,468.75,53.98903358857492
B1,denoised,0,training_template,common_baseline,-1,Fz,20.649948220238297,-9.478790131024944,,
B1,denoised,0,training_template,common_baseline,-1,F3,15.067689515972372,-2.042857579779594,351.5625,4.204657535183895
B1,denoised,0,training_template,common_baseline,-1,F4,71.11918297495501,-138.63151750670093,359.375,67.2522793113372
B1,denoised,0,training_template,common_baseline,1,Fz,40.48249466330896,-15.388745063413772,324.21875,1.3477111919875742
B1,denoised,0,training_template,common_baseline,1,F3,98.62017098039371,-52.50731507535172,410.15625,32.32170130446216
B1,denoised,0,training_template,common_baseline,1,F4,99.12233426681446,-27.98806058356739,335.9375,32.31872485507767
B1,denoised,0,mechanism,branch_output,-1,Fz,15.395906542644905,-4.861650947064439,,
B1,denoised,0,mechanism,branch_output,-1,F3,12.561274787901976,-1.0068937320613194,,
B1,denoised,0,mechanism,branch_output,-1,F4,38.28025063646435,-35.81378574768243,457.03125,67.9236415329289
B1,denoised,0,mechanism,branch_output,1,Fz,39.73922404704308,-14.704418304436626,,
B1,denoised,0,mechanism,branch_output,1,F3,70.80924061457205,-31.824653683657658,480.46875,31.26888893517224
B1,denoised,0,mechanism,branch_output,1,F4,84.97582999411965,-26.23169176770599,468.75,53.98903358857492
B1,denoised,0,training_template,branch_output,-1,Fz,20.533554463668416,-9.426479410042294,,
B1,denoised,0,training_template,branch_output,-1,F3,14.485350814727903,-1.6687935503202138,351.5625,4.204657535183895
B1,denoised,0,training_template,branch_output,-1,F4,69.71027528878163,-121.08281388639334,359.375,67.2522793113372
B1,denoised,0,training_template,branch_output,1,Fz,40.52130945812422,-15.32864065690682,324.21875,1.3477111919875742
B1,denoised,0,training_template,branch_output,1,F3,89.61864862803162,-51.579573706181776,410.15625,32.32170130446216
B1,denoised,0,training_template,branch_output,1,F4,89.76512378245272,-29.387786081710924,335.9375,32.31872485507767
B1,baseline,1,mechanism,common_baseline,-1,Fz,39.80361604757174,-0.2802044743492982,484.375,8.085508752025
B1,baseline,1,mechanism,common_baseline,-1,F3,33.3240447183035,-0.3223871440672006,,
B1,baseline,1,mechanism,common_baseline,-1,F4,31.754064615139693,-2.7377778537954183,468.75,49.43969169093312
B1,baseline,1,mechanism,common_baseline,1,Fz,122.92881583262985,-18.41447156456842,445.3125,25.920369898517258
