dataset,branch,fold,model,target,cue,channel,RMSE,R2,positive_peak_latency_ms,positive_peak_amplitude
B2,denoised,1,mechanism,branch_output,1,Fz,76.92364161239828,-0.0761248313240499,,
B2,denoised,1,mechanism,branch_output,1,F3,77.99356346725015,-0.7825481986529998,,
B2,denoised,1,mechanism,branch_output,1,F4,98.46397694775976,0.040714036510487994,,
B2,denoised,1,training_template,branch_output,-1,Fz,67.80451775156405,-0.9997841708556692,304.6875,14.273927002706575
B2,denoised,1,training_template,branch_output,-1,F3,30.4854512348336,-3.024538374976256,,
B2,denoised,1,training_template,branch_output,-1,F4,40.0731276858716,-0.5241774481340946,304.6875,3.670695680820769
B2,denoised,1,training_template,branch_output,1,Fz,53.53636234305774,0.47875644459045863,367.1875,59.19493755260551
B2,denoised,1,training_template,branch_output,1,F3,56.74895248091009,0.05628805178107421,472.65625,56.163333235243734
B2,denoised,1,training_template,branch_output,1,F4,65.42017022408739,0.5765358165060599,414.0625,81.27138841339323
B2,baseline,2,mechanism,common_baseline,-1,Fz,48.47479040763236,-0.0718284622704668,359.375,36.678951947394374
B2,baseline,2,mechanism,common_baseline,-1,F3,49.7658462788751,-0.31711417312482215,,
B2,baseline,2,mechanism,common_baseline,-1,F4,60.37815341200777,0.05273431656210126,355.46875,17.751976769420434
B2,baseline,2,mechanism,common_baseline,1,Fz,25.151909098901573,0.8254574054942091,363.28125,75.12598360443484
B2,baseline,2,mechanism,common_baseline,1,F3,85.74846068165269,-10.160617354462438,367.1875,98.30538979396661
B2,baseline,2,mechanism,common_baseline,1,F4,27.145218461945067,0.8511546512764152,367.1875,107.62137013074182
B2,baseline,2,training_template,common_baseline,-1,Fz,47.974048890663525,-0.04979899414551281,382.8125,38.75680667864908
B2,baseline,2,training_template,common_baseline,-1,F3,49.326999515944934,-0.29398735762503514,308.59375,1.968583064457281
B2,baseline,2,training_template,common_baseline,-1,F4,59.28092711497125,0.08684999563877172,339.84375,24.745663782869777
B2,baseline,2,training_template,common_baseline,1,Fz,15.135808439117039,0.9367921871467281,367.1875,73.24086956647048
B2,baseline,2,training_template,common_baseline,1,F3,92.47752007996917,-11.980992631361977,417.96875,88.7322635414015
B2,baseline,2,training_template,common_baseline,1,F4,19.933698795317248,0.9197353402782388,371.09375,99.40922242812549
B2,baseline,2,mechanism,branch_output,-1,Fz,48.47479040763236,-0.0718284622704668,359.375,36.678951947394374
B2,baseline,2,mechanism,branch_output,-1,F3,49.7658462788751,-0.31711417312482215,,
B2,baseline,2,mechanism,branch_output,-1,F4,60.37815341200777,0.05273431656210126,355.46875,17.751976769420434
B2,baseline,2,mechanism,branch_output,1,Fz,25.151909098901573,0.8254574054942091,363.28125,75.12598360443484
B2,baseline,2,mechanism,branch_output,1,F3,85.74846068165269,-10.160617354462438,367.1875,98.30538979396661
B2,baseline,2,mechanism,branch_output,1,F4,27.145218461945067,0.8511546512764152,367.1875,107.62137013074182
B2,baseline,2,training_template,branch_output,-1,Fz,47.974048890663525,-0.04979899414551281,382.8125,38.75680667864908
B2,baseline,2,training_template,branch_output,-1,F3,49.326999515944934,-0.29398735762503514,308.59375,1.968583064457281
B2,baseline,2,training_template,branch_output,-1,F4,59.28092711497125,0.08684999563877172,339.84375,24.745663782869777
B2,baseline,2,training_template,branch_output,1,Fz,15.135808439117039,0.9367921871467281,367.1875,73.24086956647048
B2,baseline,2,training_template,branch_output,1,F3,92.47752007996917,-11.980992631361977,417.96875,88.7322635414015
B2,baseline,2,training_template,branch_output,1,F4,19.933698795317248,0.9197353402782388,371.09375,99.40922242812549
B2,denoised,2,mechanism,common_baseline,-1,Fz,48.99399246559426,-0.09491162714884882,359.375,38.89019175179714
B2,denoised,2,mechanism,common_baseline,-1,F3,50.773525706919614,-0.3709931321364184,,
B2,denoised,2,mechanism,common_baseline,-1,F4,61.77667410339746,0.008343648365464973,355.46875,22.064465290796047
B2,denoised,2,mechanism,common_baseline,1,Fz,26.17853009119933,0.8109180673101573,367.1875,70.34607196876142
B2,denoised,2,mechanism,common_baseline,1,F3,80.27886771683777,-8.78223361468055,367.1875,89.95633697852777
B2,denoised,2,mechanism,common_baseline,1,F4,25.798752697164797,0.8655545823838234,367.1875,99.69109895711973
B2,denoised,2,training_template,common_baseline,-1,Fz,48.65791063102624,-0.07994171828986674,386.71875,41.098531463988785
B2,denoised,2,training_template,common_baseline,-1,F3,50.72781559583639,-0.3685257029721525,304.6875,4.289848236860915
B2,denoised,2,training_template,common_baseline,-1,F4,61.14622182715518,0.028480758790987104,339.84375,28.276746849802336
B2,denoised,2,training_template,common_baseline,1,Fz,16.301031260271678,0.9266855335624877,363.28125,69.27179830377646
B2,denoised,2,training_template,common_baseline,1,F3,86.77696724222511,-10.429954177430723,363.28125,81.34019359706802
B2,denoised,2,training_template,common_baseline,1,F4,16.334255209577965,0.9461051510355871,367.1875,92.63053251642998
B2,denoised,2,mechanism,branch_output,-1,Fz,42.61498860612076,0.11951233513409287,359.375,38.89019175179714
B2,denoised,2,mechanism,branch_output,-1,F3,45.13436239076662,-0.09931441892295112,,
B2,denoised,2,mechanism,branch_output,-1,F4,53.376996425089736,0.22578381328981512,355.46875,22.064465290796047
B2,denoised,2,mechanism,branch_output,1,Fz,26.156959376025974,0.8207414559425904,367.1875,70.34607196876142
B2,denoised,2,mechanism,branch_output,1,F3,80.77016507238224,-7.8246526987986496,367.1875,89.95633697852777
B2,denoised,2,mechanism,branch_output,1,F4,27.05424161943808,0.8603564423406476,367.1875,99.69109895711973
B2,denoised,2,training_template,branch_output,-1,Fz,42.08478924596737,0.14128542140497968,386.71875,41.098531463988785
B2,denoised,2,training_template,branch_output,-1,F3,45.31639556569921,-0.1081996771821716,304.6875,4.289848236860915
B2,denoised,2,training_template,branch_output,-1,F4,52.61528737049327,0.24772283970858644,339.84375,28.276746849802336
B2,denoised,2,training_template,branch_output,1,Fz,15.357169144255176,0.9382086499193311,363.28125,69.27179830377646
B2,denoised,2,training_template,branch_output,1,F3,87.09198247864445,-9.260110415661341,363.28125,81.34019359706802
B2,denoised,2,training_template,branch_output,1,F4,16.932422167290575,0.9452998708266551,367.1875,92.63053251642998
B2,baseline,3,mechanism,common_baseline,-1,Fz,100.43797915308184,-17.194849884179977,359.375,30.16287534628667
B2,baseline,3,mechanism,common_baseline,-1,F3,189.0530217324549,-7.13712865111629,,
B2,baseline,3,mechanism,common_baseline,-1,F4,140.41758868501915,-11.476898384344633,355.46875,11.543234936328808
B2,baseline,3,mechanism,common_baseline,1,Fz,64.67315812865712,-0.7574722250496722,363.28125,94.10568968997829
B2,baseline,3,mechanism,common_baseline,1,F3,45.40796544565709,0.07699695088190506,363.28125,97.60193068531677
B2,baseline,3,mechanism,common_baseline,1,F4,88.01761266444095,-0.712839140041291,367.1875,132.2358558878661
B2,baseline,3,training_template,common_baseline,-1,Fz,102.3000520436064,-17.875751628800845,386.71875,36.03035556519339
B2,baseline,3,training_template,common_baseline,-1,F3,188.467539533995,-7.0868066108717045,378.90625,7.629348471364695
B2,baseline,3,training_template,common_baseline,-1,F4,140.85797751029378,-11.555283195122206,378.90625,21.99524873303735
B2,baseline,3,training_template,common_baseline,1,Fz,65.63359031671695,-0.8100586863437231,371.09375,88.06085474747822
B2,baseline,3,training_template,common_baseline,1,F3,45.10324874114799,0.08934327582075097,371.09375,87.47001888728089
B2,baseline,3,training_template,common_baseline,1,F4,90.36181580265954,-0.8052913761731728,371.09375,119.63467369636555
B2,baseline,3,mechanism,branch_output,-1,Fz,100.43797915308184,-17.194849884179977,359.375,30.16287534628667
B2,baseline,3,mechanism,branch_output,-1,F3,189.0530217324549,-7.13712865111629,,
B2,baseline,3,mechanism,branch_output,-1,F4,140.41758868501915,-11.476898384344633,355.46875,11.543234936328808
B2,baseline,3,mechanism,branch_output,1,Fz,64.67315812865712,-0.7574722250496722,363.28125,94.10568968997829
B2,baseline,3,mechanism,branch_output,1,F3,45.40796544565709,0.07699695088190506,363.28125,97.60193068531677
B2,baseline,3,mechanism,branch_output,1,F4,88.01761266444095,-0.712839140041291,367.1875,132.2358558878661
B2,baseline,3,training_template,branch_output,-1,Fz,102.3000520436064,-17.875751628800845,386.71875,36.03035556519339
B2,baseline,3,training_template,branch_output,-1,F3,188.467539533995,-7.0868066108717045,378.90625,7.629348471364695
B2,baseline,3,training_template,branch_output,-1,F4,140.85797751029378,-11.555283195122206,378.90625,21.99524873303735
B2,baseline,3,training_template,branch_output,1,Fz,65.63359031671695,-0.8100586863437231,371.09375,88.06085474747822
B2,baseline,3,training_template,branch_output,1,F3,45.10324874114799,0.08934327582075097,371.09375,87.47001888728089
B2,baseline,3,training_template,branch_output,1,F4,90.36181580265954,-0.8052913761731728,371.09375,119.63467369636555
B2,denoised,3,mechanism,common_baseline,-1,Fz,101.86342111331128,-17.714966792697567,359.375,33.34708806748381
B2,denoised,3,mechanism,common_baseline,-1,F3,190.1964355691986,-7.235854834292361,355.46875,2.1556088196663463
B2,denoised,3,mechanism,common_baseline,-1,F4,142.93046720948212,-11.927461201271758,355.46875,17.137478516098945
B2,denoised,3,mechanism,common_baseline,1,Fz,61.01452037904159,-0.5642520603153021,367.1875,86.91258789334714
B2,denoised,3,mechanism,common_baseline,1,F3,39.622757688926775,0.2972053509060594,367.1875,86.5001663527556
B2,denoised,3,mechanism,common_baseline,1,F4,81.61434231533052,-0.4726867493422211,367.1875,120.63926465957786
B2,denoised,3,training_template,common_baseline,-1,Fz,103.70872681798718,-18.39917005859137,386.71875,38.98309475017641
B2,denoised,3,training_template,common_baseline,-1,F3,189.7283940521686,-7.195370594226347,378.90625,10.37509545724695
B2,denoised,3,training_template,common_baseline,-1,F4,143.46744054876976,-12.024777633994384,378.90625,26.91103727507841
B2,denoised,3,training_template,common_baseline,1,Fz,61.80549564111149,-0.6050720022821181,367.1875,81.85545911136755
B2,denoised,3,training_template,common_baseline,1,F3,38.60075397971054,0.3329926423294506,371.09375,78.06547219121171
B2,denoised,3,training_template,common_baseline,1,F4,83.61924737933508,-0.5459303286577235,371.09375,109.64694131029395
B2,denoised,3,mechanism,branch_output,-1,Fz,98.35333181964634,-18.270361780431863,359.375,33.34708806748381
B2,denoised,3,mechanism,branch_output,-1,F3,183.0982751145726,-6.953310343684241,355.46875,2.1556088196663463
B2,denoised,3,mechanism,branch_output,-1,F4,136.98700190021987,-11.81847677935112,355.46875,17.137478516098945
B2,denoised,3,mechanism,branch_output,1,Fz,60.25538945278545,-0.5724877129596615,367.1875,86.91258789334714
B2,denoised,3,mechanism,branch_output,1,F3,40.49464276286077,0.20116853167055204,367.1875,86.5001663527556
B2,denoised,3,mechanism,branch_output,1,F4,81.04769251330828,-0.5213314339092157,367.1875,120.63926465957786
B2,denoised,3,training_template,branch_output,-1,Fz,100.1308695802581,-18.97320181974263,386.71875,38.98309475017641
B2,denoised,3,training_template,branch_output,-1,F3,182.61809639194743,-6.91164962694362,378.90625,10.37509545724695
B2,denoised,3,training_template,branch_output,-1,F4,137.40737854590665,-11.897270479015921,378.90625,26.91103727507841
B2,denoised,3,training_template,branch_output,1,Fz,61.01715940958045,-0.6124989345604721,367.1875,81.85545911136755
B2,denoised,3,training_template,branch_output,1,F3,39.939896593447855,0.22290539684571242,371.09375,78.06547219121171
B2,denoised,3,training_template,branch_output,1,F4,83.12192704711657,-0.6001980454004323,371.09375,109.64694131029395
B2,baseline,4,mechanism,common_baseline,-1,Fz,57.14470651591436,-0.850633443571112,359.375,47.82758757219578
B2,baseline,4,mechanism,common_baseline,-1,F3,26.359154434534407,0.33328806220457363,,
B2,baseline,4,mechanism,common_baseline,-1,F4,73.91282435191032,-1.370545342653795,355.46875,31.22555427379852
B2,baseline,4,mechanism,common_baseline,1,Fz,44.58740927783267,-0.3448974600493211,367.1875,83.08185500638933
B2,baseline,4,mechanism,common_baseline,1,F3,68.64205348519233,-6.16380624402054,367.1875,97.697054659683
B2,baseline,4,mechanism,common_baseline,1,F4,63.08638558347371,-0.6605456053120069,367.1875,116.7792320081026
B2,baseline,4,training_template,common_baseline,-1,Fz,59.02568836609315,-0.9744698850028213,339.84375,48.12438592151347
B2,baseline,4,training_template,common_baseline,-1,F3,24.72460881205145,0.413410695186499,,
B2,baseline,4,training_template,common_baseline,-1,F4,74.45194625458417,-1.4052530907364256,335.9375,37.31160680414524
B2,baseline,4,training_template,common_baseline,1,Fz,47.06457510974011,-0.4984870035288371,371.09375,79.06083692806466
B2,baseline,4,training_template,common_baseline,1,F3,72.74527050631896,-7.045866509972226,421.875,90.16186447039718
B2,baseline,4,training_template,common_baseline,1,F4,67.11442860774585,-0.8793657577537204,,
B2,baseline,4,mechanism,branch_output,-1,Fz,57.14470651591436,-0.850633443571112,359.375,47.82758757219578
B2,baseline,4,mechanism,branch_output,-1,F3,26.359154434534407,0.33328806220457363,,
B2,baseline,4,mechanism,branch_output,-1,F4,73.91282435191032,-1.370545342653795,355.46875,31.22555427379852
B2,baseline,4,mechanism,branch_output,1,Fz,44.58740927783267,-0.3448974600493211,367.1875,83.08185500638933
B2,baseline,4,mechanism,branch_output,1,F3,68.64205348519233,-6.16380624402054,367.1875,97.697054659683
B2,baseline,4,mechanism,branch_output,1,F4,63.08638558347371,-0.6605456053120069,367.1875,116.7792320081026
B2,baseline,4,training_template,branch_output,-1,Fz,59.02568836609315,-0.9744698850028213,339.84375,48.12438592151347
B2,baseline,4,training_template,branch_output,-1,F3,24.72460881205145,0.413410695186499,,
B2,baseline,4,training_template,branch_output,-1,F4,74.45194625458417,-1.4052530907364256,335.9375,37.31160680414524
B2,baseline,4,training_template,branch_output,1,Fz,47.06457510974011,-0.4984870035288371,371.09375,79.06083692806466
B2,baseline,4,training_template,branch_output,1,F3,72.74527050631896,-7.045866509972226,421.875,90.16186447039718
B2,baseline,4,training_template,branch_output,1,F4,67.11442860774585,-0.8793657577537204,,
B2,denoised,4,mechanism,common_baseline,-1,Fz,57.49783187976029,-0.8735760681823663,359.375,49.738001548034596
B2,denoised,4,mechanism,common_baseline,-1,F3,26.684044009970822,0.316751670063231,,
B2,denoised,4,mechanism,common_baseline,-1,F4,74.65349440746965,-1.4182931926019595,355.46875,34.659333474976805
B2,denoised,4,mechanism,common_baseline,1,Fz,41.23991284599977,-0.1505358978005238,367.1875,77.611427135294
B2,denoised,4,mechanism,common_baseline,1,F3,62.3634801394021,-4.913219246311037,367.1875,88.45972526055827
B2,denoised,4,mechanism,common_baseline,1,F4,57.52933063578274,-0.38088705203937057,367.1875,108.04455595430308
B2,denoised,4,training_template,common_baseline,-1,Fz,59.406151182304285,-1.0000056625461493,343.75,49.56630828440577
B2,denoised,4,training_template,common_baseline,-1,F3,25.37791277249303,0.38200198103610794,,
B2,denoised,4,training_template,common_baseline,-1,F4,75.43764831168862,-1.4693630969310192,339.84375,39.261083260793505
B2,denoised,4,training_template,common_baseline,1,Fz,44.02736608375128,-0.3113242891841761,367.1875,73.55267603419365
B2,denoised,4,training_template,common_baseline,1,F3,66.4863236417694,-5.72090776224515,421.875,80.56138121831077
B2,denoised,4,training_template,common_baseline,1,F4,61.88505698032902,-0.5979055523742569,,
B2,denoised,4,mechanism,branch_output,-1,Fz,49.6108823353595,-0.46561546317488833,359.375,49.738001548034596
B2,denoised,4,mechanism,branch_output,-1,F3,21.112958911449475,0.5399469885696595,,
B2,denoised,4,mechanism,branch_output,-1,F4,62.50889926455333,-0.7834760475203597,355.46875,34.659333474976805
B2,denoised,4,mechanism,branch_output,1,Fz,39.44221312708417,-0.07382651465381662,367.1875,77.611427135294
B2,denoised,4,mechanism,branch_output,1,F3,60.837585529824416,-5.1812589627398,367.1875,88.45972526055827
B2,denoised,4,mechanism,branch_output,1,F4,56.41204084392555,-0.3716872299359326,367.1875,108.04455595430308
B2,denoised,4,training_template,branch_output,-1,Fz,51.15429665387966,-0.5582257313673842,343.75,49.56630828440577
B2,denoised,4,training_template,branch_output,-1,F3,19.92213639408739,0.590379681365559,,
B2,denoised,4,training_template,branch_output,-1,F4,62.98255183699683,-0.810606536415178,339.84375,39.261083260793505
B2,denoised,4,training_template,branch_output,1,Fz,42.93982497217981,-0.2727177821156259,367.1875,73.55267603419365
B2,denoised,4,training_template,branch_output,1,F3,65.54701382855484,-6.17527946992399,421.875,80.56138121831077
B2,denoised,4,training_template,branch_output,1,F4,61.77116803551792,-0.6446863921912034,,
