dataset,branch,fold,feature,spatial_mode,window,train_effect,test_effect,same_sign
A2,baseline,2,6,midline,500_750,-0.6480796036472244,0.846765385204752,False
A2,baseline,2,7,lateral,50_250,0.5551477311449157,-0.38395796233876645,False
A2,baseline,2,8,lateral,250_500,0.6508982322271891,-0.5627247203652593,False
A2,baseline,2,9,lateral,500_750,0.7731695542284356,-0.6266324072424387,False
A2,denoised,2,1,common,50_250,0.19559580540072138,-0.1616654931757943,False
A2,denoised,2,2,common,250_500,0.31873428831894907,-0.37590982933702694,False
A2,denoised,2,3,common,500_750,0.404684700095603,-0.4272723557946154,False
A2,denoised,2,4,midline,50_250,-0.3287962525386879,0.6801608167776865,False
A2,denoised,2,5,midline,250_500,-0.4838586635266375,0.7587797133613843,False
A2,denoised,2,6,midline,500_750,-0.6669326998025896,0.8807649548008479,False
A2,denoised,2,7,lateral,50_250,0.5495494387798259,-0.32810609185501993,False
A2,denoised,2,8,lateral,250_500,0.6444739396640076,-0.5484127196365218,False
A2,denoised,2,9,lateral,500_750,0.7750448197620843,-0.6344981476001874,False
A2,baseline,3,1,common,50_250,0.22283025407272458,-0.04873842416383492,False
A2,baseline,3,2,common,250_500,0.25724649651824627,0.08448712536811175,True
A2,baseline,3,3,common,500_750,0.19929528084146989,0.43169311546649725,True
A2,baseline,3,4,midline,50_250,-0.10504584986132767,0.10843320236191285,False
A2,baseline,3,5,midline,250_500,-0.2202655565120923,0.008038057947765668,False
A2,baseline,3,6,midline,500_750,-0.26558396501823084,-0.2705420815627715,True
A2,baseline,3,7,lateral,50_250,0.39167685075961817,0.5566333310524879,True
A2,baseline,3,8,lateral,250_500,0.4181692356595398,0.4616200347812442,True
A2,baseline,3,9,lateral,500_750,0.4206995823993119,0.4145684600292575,True
A2,denoised,3,1,common,50_250,0.22401162650407666,-0.0918371179349495,False
A2,denoised,3,2,common,250_500,0.26154961496419055,0.025052314182422077,True
A2,denoised,3,3,common,500_750,0.2050299340557884,0.4189846896857242,True
A2,denoised,3,4,midline,50_250,-0.09489377016853008,0.125076139845024,False
A2,denoised,3,5,midline,250_500,-0.21258685634361485,0.04836547499006349,False
A2,denoised,3,6,midline,500_750,-0.2741634575567297,-0.22865974252553123,True
A2,denoised,3,7,lateral,50_250,0.3957925998139828,0.5209523280642262,True
A2,denoised,3,8,lateral,250_500,0.42551656370814694,0.4338449256043498,True
A2,denoised,3,9,lateral,500_750,0.43237177634096724,0.37745493786718876,True
A2,baseline,4,1,common,50_250,0.1258308979558261,0.25931752912475325,True
A2,baseline,4,2,common,250_500,0.1529720750455418,0.4780326113997725,True
A2,baseline,4,3,common,500_750,0.11138297675740627,0.8428983174133529,True
A2,baseline,4,4,midline,50_250,0.050726121357934785,-0.41044108634037074,False
A2,baseline,4,5,midline,250_500,-0.01955636662193318,-0.6070459463925926,True
A2,baseline,4,6,midline,500_750,-0.03860796620486796,-0.8812391169609552,True
A2,baseline,4,7,lateral,50_250,0.12304389034058111,1.0758500316346262,True
A2,baseline,4,8,lateral,250_500,0.12634524771048783,1.0915320152959103,True
A2,baseline,4,9,lateral,500_750,0.11757622763870586,1.1853599894227398,True
A2,denoised,4,1,common,50_250,0.12507918810730628,0.2524865671911508,True
A2,denoised,4,2,common,250_500,0.14283100576727745,0.5077009562243768,True
A2,denoised,4,3,common,500_750,0.10496045841003401,0.8474608384971513,True
A2,denoised,4,4,midline,50_250,0.04881260717367895,-0.37705722766772737,False
A2,denoised,4,5,midline,250_500,-0.011887229711624288,-0.6165749060921467,True
A2,denoised,4,6,midline,500_750,-0.021299137618505992,-0.9184112459980017,True
A2,denoised,4,7,lateral,50_250,0.1457123434762511,1.038328673334914,True
A2,denoised,4,8,lateral,250_500,0.14563384113540004,1.072625154660359,True
A2,denoised,4,9,lateral,500_750,0.11399627587518142,1.2174579094412326,True
B1,baseline,0,1,common,50_250,0.14149786372019707,-0.5125213855589109,False
B1,baseline,0,2,common,250_500,-0.00043818513242241673,-0.5777998643490648,True
B1,baseline,0,3,common,500_750,-0.039759305789041396,-0.4384294861740658,True
B1,baseline,0,4,midline,50_250,0.04985651912591885,0.6310007522574479,True
B1,baseline,0,5,midline,250_500,0.02293601250542333,0.6104840300681709,True
B1,baseline,0,6,midline,500_750,0.02182804063689379,0.4325480458863888,True
B1,baseline,0,7,lateral,50_250,0.44853840265996814,-0.0840194338023693,False
B1,baseline,0,8,lateral,250_500,0.41552904059992474,-0.023524454954426142,False
B1,baseline,0,9,lateral,500_750,0.34849111757693996,0.18270616550111962,True
B1,denoised,0,1,common,50_250,0.15418899857763174,-0.4938567812294104,False
B1,denoised,0,2,common,250_500,-0.0185611864397162,-0.5702493589298051,True
B1,denoised,0,3,common,500_750,-0.04489977330242476,-0.4144539144865992,True
B1,denoised,0,4,midline,50_250,0.048294725540603996,0.6337356574611673,True
B1,denoised,0,5,midline,250_500,0.022037084477345065,0.6132151295641571,True
B1,denoised,0,6,midline,500_750,0.01748504143876903,0.42338717038397894,True
B1,denoised,0,7,lateral,50_250,0.4579841494418818,-0.0778792278208929,False
B1,denoised,0,8,lateral,250_500,0.4152757734533745,-0.016455056098790142,False
B1,denoised,0,9,lateral,500_750,0.3481279335526479,0.1885795414162156,True
B1,baseline,1,1,common,50_250,0.017716542294624705,-0.45326347095890773,False
B1,baseline,1,2,common,250_500,-0.11709797485579101,-0.32576772812082005,True
B1,baseline,1,3,common,500_750,-0.11594051919470719,0.04407557765456651,False
B1,baseline,1,4,midline,50_250,0.3810381553487359,-0.26976591231215313,False
B1,baseline,1,5,midline,250_500,0.3742884476453078,-0.4053751135392218,False
B1,baseline,1,6,midline,500_750,0.3684337301489621,-0.5853583678499471,False
B1,baseline,1,7,lateral,50_250,0.3897990269469594,0.23242825656190141,True
B1,baseline,1,8,lateral,250_500,0.3454243377272195,0.40731823386405797,True
B1,baseline,1,9,lateral,500_750,0.27228675656533674,0.5165742941289128,True
B1,denoised,1,1,common,50_250,0.04580998244165873,-0.4960941181071294,False
B1,denoised,1,2,common,250_500,-0.09896613375159892,-0.43433171664153725,True
B1,denoised,1,3,common,500_750,-0.09011407377945752,-0.06672321177772905,True
B1,denoised,1,4,midline,50_250,0.3819256271403194,-0.286211225274574,False
B1,denoised,1,5,midline,250_500,0.37454295486301376,-0.40703868133943405,False
B1,denoised,1,6,midline,500_750,0.36685236823607575,-0.5863972320645088,False
B1,denoised,1,7,lateral,50_250,0.396078511039815,0.2595860701243169,True
