fold,split,contrast_RMSE,S_delta,delta_energy,weighted_MSE,dataset,stage,variant,negative_R2,mean_R2,weighted_contrast_MSE
0,test,135.65987248255817,-8.229587533599458,1076748.5009371398,27222.67313535367,B2,independent,same_kernel_equal_direction_penalty,5,-2.7702778768870027,17117.601021337614
0,train,9.474736748033562,0.9903599814171661,5028635.916363515,111.78936817660542,B2,independent,same_kernel_plus_affine,0,0.8961525276954688,83.79925197236527
0,test,136.39818925911416,-8.330323329138931,1076748.5009371398,26788.42405862892,B2,independent,same_kernel_plus_affine,5,-2.6716437391532355,17419.078630593416
0,train,8.272508226020408,0.9926511737012977,5028635.916363515,422.2633490536987,B2,independent,affine_only,1,0.6079931091841088,65.43856748414197
0,test,135.31467200662516,-8.182676028743241,1076748.5009371398,26669.7676650021,B2,independent,affine_only,5,-2.6398812705518897,17178.061735083298
0,oracle_not_prediction,7.611474570140118,0.9709452538415497,1076748.5009371398,1626.0217593734496,B2,independent,test_oracle_same_span,0,0.7590550106782615,56.78015235731569
0,oracle_not_prediction,7.168051484866454,0.9742319404166454,1076748.5009371398,55.74003431252766,B2,independent,test_oracle_span_plus_affine,0,0.9920369207943548,48.98448101973475
1,train,33.81044592682077,0.797931389514617,3054897.9158774773,945.3871998169093,B2,independent,original,0,0.5894823936021399,1182.0544958252642
1,test,86.40963179304187,0.5304163583212902,8586281.237470336,5769.9782365694855,B2,independent,original,6,-1.3717785634064328,6975.966851236182
1,train,28.763473697961295,0.8537554384283699,3054897.9158774773,784.8517899456883,B2,independent,same_kernel_no_ridge,0,0.6649965256661355,892.389614418746
1,test,73.23726877765465,0.6626715815123989,8586281.237470336,4912.22924351935,B2,independent,same_kernel_no_ridge,4,-1.262145825178335,5033.877690139409
1,train,29.02685954282049,0.8510648660004823,3054897.9158774773,875.97945154704,B2,independent,same_kernel_equal_direction_penalty,0,0.6168161128280798,904.423502745784
1,test,75.83417487632515,0.6383249235767672,8586281.237470336,5373.589479874205,B2,independent,same_kernel_equal_direction_penalty,5,-1.1638438555432788,5390.411824455005
1,train,15.806931576126665,0.9558335793615171,3054897.9158774773,227.83197162795236,B2,independent,same_kernel_plus_affine,0,0.8752616785585889,248.56789664809443
1,test,75.02607124969765,0.645992012816428,8586281.237470336,4040.6909409645136,B2,independent,same_kernel_plus_affine,4,-0.9492042019423499,5249.5934702162185
1,train,18.666544523419685,0.9384079131998911,3054897.9158774773,484.8013942026243,B2,independent,affine_only,0,0.709023650022733,330.4785495351575
1,test,78.35659082196665,0.6138645143416019,8586281.237470336,4371.737008861461,B2,independent,affine_only,4,-1.0389264928156625,5740.416063141263
1,oracle_not_prediction,31.089712199884673,0.9392114122415504,8586281.237470336,1808.1073740277523,B2,independent,test_oracle_same_span,1,0.4308764956016369,975.6104661056576
1,oracle_not_prediction,8.658492576761214,0.9952850919415126,8586281.237470336,86.0410660515421,B2,independent,test_oracle_span_plus_affine,0,0.9451860282090382,78.28844717562338
2,train,25.692639506951117,0.8998809884298034,3560366.066543844,427.949055143425,B2,independent,original,0,0.8147623335288287,662.7688571195098
2,test,58.3568766373642,0.6188359430306161,4824650.944505835,2773.661273524876,B2,independent,original,3,-1.470035602754173,3381.9461606867644
2,train,20.03532205359674,0.9391176002590816,3560366.066543844,339.7640118082064,B2,independent,same_kernel_no_ridge,0,0.8572061590305543,411.59038304992254
2,test,61.238003368562396,0.5802701016427276,4824650.944505835,2824.124123416914,B2,independent,same_kernel_no_ridge,3,-1.633796193549127,3668.191284615646
2,train,20.31089527422057,0.937431284331378,3560366.066543844,368.09719434880657,B2,independent,same_kernel_equal_direction_penalty,0,0.8436084604580071,423.36141394103396
2,test,60.27818775605629,0.593324288345107,4824650.944505835,2819.78333492218,B2,independent,same_kernel_equal_direction_penalty,3,-1.5733563765677872,3566.4344062759405
2,train,11.88424753318099,0.9785788646822514,3560366.066543844,102.58975233018197,B2,independent,same_kernel_plus_affine,0,0.913729262030325,131.0286978543892
2,test,57.03787507830013,0.6358716133729057,4824650.944505835,2819.0711649143273,B2,independent,same_kernel_plus_affine,3,-1.6828033645810967,3105.380659254131
2,train,11.013506020849018,0.9816028608277145,3560366.066543844,278.7891538933415,B2,independent,affine_only,0,0.7842888114774434,113.39279190547177
2,test,57.15325189261473,0.6343969979766009,4824650.944505835,3266.73291592261,B2,independent,affine_only,4,-1.884163794711154,3109.2147101159176
2,oracle_not_prediction,28.87042379565741,0.9067101962290941,4824650.944505835,500.90505813549004,B2,independent,test_oracle_same_span,0,0.8169790183716064,933.8375882545606
2,oracle_not_prediction,9.359758195677566,0.9901947850271096,4824650.944505835,184.46425782180611,B2,independent,test_oracle_span_plus_affine,0,0.9235086474900557,96.63080881889152
3,train,22.446253618868855,0.9139748799455917,3162686.9297028426,453.975242525743,B2,independent,original,0,0.8637363746263068,554.9702115409642
3,test,113.22229310845246,0.5249423381391038,14571737.055079006,12370.943306809357,B2,independent,original,5,-6.200365222308325,11940.463440586032
3,train,19.80348670397879,0.9330391622851469,3162686.9297028426,392.6599278606304,B2,independent,same_kernel_no_ridge,0,0.8813345326284732,439.8035498533173
3,test,107.12280602326017,0.5747480492862355,14571737.055079006,12444.248835934444,B2,independent,same_kernel_no_ridge,5,-6.251576920406213,10696.066527857138
3,train,19.891919842637602,0.932439795255336,3162686.9297028426,426.4996516754583,B2,independent,same_kernel_equal_direction_penalty,0,0.8687746875214746,445.0678481398207
3,test,108.25041528191299,0.5657482510984504,14571737.055079006,12115.916993837687,B2,independent,same_kernel_equal_direction_penalty,5,-5.998174944224361,10920.358188699318
3,train,6.188102702365204,0.9934618845970778,3162686.9297028426,87.89517135054108,B2,independent,same_kernel_plus_affine,0,0.963039908580547,37.02372433743639
3,test,106.93985684006107,0.5761993380485271,14571737.055079006,12577.784096631987,B2,independent,same_kernel_plus_affine,5,-6.338351938067283,10636.236273787943
3,train,8.566669072483778,0.987469698032253,3162686.9297028426,330.5619045092504,B2,independent,affine_only,0,0.8593243470546371,71.2453560856874
3,test,105.80186794346612,0.585171004820632,14571737.055079006,12676.259415046728,B2,independent,affine_only,6,-6.324821468289237,10432.079135870965
3,oracle_not_prediction,37.54428716119823,0.94776397032956,14571737.055079006,466.6886197078449,B2,independent,test_oracle_same_span,0,0.7938682444672791,1360.5554471122298
3,oracle_not_prediction,13.375654262995736,0.9933700156546229,14571737.055079006,134.9468572704827,B2,independent,test_oracle_span_plus_affine,0,0.9329248162406613,186.72040784343815
4,train,22.419315147748915,0.9273002524274625,3733408.747313644,460.99850832943594,B2,independent,original,0,0.8202786160882264,511.13848454015107
4,test,50.1615085822708,0.4891456988357472,2659732.033689414,3213.7385092446816,B2,independent,original,5,-1.5095233389003677,2514.539800336826
4,train,15.60377568448611,0.9647833844807497,3733408.747313644,367.4826638418668,B2,independent,same_kernel_no_ridge,0,0.8562964178817781,260.23521124262385
4,test,54.131392817783855,0.40508587643791505,2659732.033689414,3444.464642264513,B2,independent,same_kernel_no_ridge,5,-1.726779796807528,2864.1326919952976
4,train,15.963698034622205,0.9631400087743022,3733408.747313644,401.2548209362465,B2,independent,same_kernel_equal_direction_penalty,0,0.841466351155686,272.16373496739374
4,test,53.01666590205848,0.4293357048775144,2659732.033689414,3275.1426556015267,B2,independent,same_kernel_equal_direction_penalty,5,-1.5979105577853925,2760.156385764216
4,train,7.997032704297987,0.9907499098927758,3733408.747313644,92.60097176080808,B2,independent,same_kernel_plus_affine,0,0.9342384010663234,60.14472037128073
4,test,47.65166646033014,0.5389881780006707,2659732.033689414,3484.6939346207582,B2,independent,same_kernel_plus_affine,5,-1.7100009826660987,2169.5098260089703
4,train,7.805711824003268,0.9911872135494025,3733408.747313644,304.34755463871613,B2,independent,affine_only,0,0.7714550672932745,58.842010572865
4,test,45.43666857091865,0.5808506100149202,2659732.033689414,3719.541869209755,B2,independent,affine_only,5,-1.8776714747115262,1967.018227553821
4,oracle_not_prediction,28.54115641238318,0.8346138996408117,2659732.033689414,342.6930337656826,B2,independent,test_oracle_same_span,0,0.7894991921677712,880.132127074553
4,oracle_not_prediction,9.9368674100072,0.9799527472528758,2659732.033689414,110.44702893051893,B2,independent,test_oracle_span_plus_affine,0,0.9333056332095842,96.42557067347877
